timestamp,Open,High,Low,Close,Volume,support,resistance,support_upper,support_lower,resistance_upper,resistance_lower,signal,buy_signal,sell_signal,trade_price,daily_return,portfolio_value,cumulative_return,buy_hold_return
2018-01-22,14640000.0,14910000.0,12981000.0,13944000.0,30529.67525826,11543000.0,28885000.0,11773860.0,11312140.0,29462700.0,28307300.0,0,False,False,13944000.0,0.0,1.0,1.0,0.7393425238600212
2018-01-23,13968000.0,14044000.0,12311000.0,13141000.0,28032.38238629,11543000.0,28885000.0,11773860.0,11312140.0,29462700.0,28307300.0,0,False,False,13141000.0,0.0,1.0,1.0,0.6967656415694592
2018-01-24,13139000.0,13780000.0,12600000.0,13450000.0,24236.06233141,11543000.0,28885000.0,11773860.0,11312140.0,29462700.0,28307300.0,0,False,False,13450000.0,0.0,1.0,1.0,0.7131495227995758
2018-01-25,13450000.0,13900000.0,12800000.0,12973000.0,18943.75635587,11543000.0,28885000.0,11773860.0,11312140.0,29462700.0,28307300.0,0,False,False,12973000.0,0.0,1.0,1.0,0.6878579003181337
2018-01-26,12973000.0,13350000.0,11500000.0,12876000.0,30279.96147663,11500000.0,27210000.0,11730000.0,11270000.0,27754200.0,26665800.0,0,False,False,12876000.0,0.0,1.0,1.0,0.6827147401908802
2018-01-27,12876000.0,13132000.0,12300000.0,12900000.0,18535.39984957,11500000.0,26449000.0,11730000.0,11270000.0,26977980.0,25920020.0,0,False,False,12900000.0,0.0,1.0,1.0,0.6839872746553552
2018-01-28,12903000.0,13570000.0,12810000.0,13352000.0,20508.73672486,11500000.0,25786000.0,11730000.0,11270000.0,26301720.0,25270280.0,0,False,False,13352000.0,0.0,1.0,1.0,0.7079533404029692
2018-01-29,13351000.0,13489000.0,12560000.0,12909000.0,15844.07278917,11500000.0,24200000.0,11730000.0,11270000.0,24684000.0,23716000.0,0,False,False,12909000.0,0.0,1.0,1.0,0.6844644750795335
2018-01-30,12909000.0,12957000.0,11310000.0,11627000.0,21206.17024434,11310000.0,21890000.0,11536200.0,11083800.0,22327800.0,21452200.0,0,False,False,11627000.0,0.0,1.0,1.0,0.6164899257688229
2018-01-31,11658000.0,11900000.0,10400000.0,11429000.0,23175.02109439,10400000.0,21399000.0,10608000.0,10192000.0,21826980.0,20971020.0,0,False,False,11429000.0,0.0,1.0,1.0,0.6059915164369035
2018-02-01,11439000.0,11490000.0,10011000.0,10070000.0,22225.67551126,10011000.0,21399000.0,10211220.0,9810780.0,21826980.0,20971020.0,1,True,False,10090140.0,-0.002,0.998,0.998,0.5339342523860021
2018-02-02,10061000.0,10120000.0,7830000.0,9410000.0,52018.46095277,7830000.0,21299000.0,7986600.0,7673400.0,21724980.0,20873020.0,1,False,False,9410000.0,0.0,0.998,0.998,0.49893955461293743
2018-02-03,9410000.0,10200000.0,8400000.0,9520000.0,25405.73722415,7830000.0,20143000.0,7986600.0,7673400.0,20545860.0,19740140.0,1,False,False,9520000.0,0.0,0.998,0.998,0.5047720042417816
2018-02-04,9524000.0,10158000.0,8765000.0,8900000.0,18781.02389914,7830000.0,19219000.0,7986600.0,7673400.0,19603380.0,18834620.0,1,False,False,8900000.0,0.0,0.998,0.998,0.471898197242842
2018-02-05,8900000.0,9250000.0,7715000.0,7832000.0,20709.59917348,7715000.0,17208000.0,7869300.0,7560700.0,17552160.0,16863840.0,1,False,False,7832000.0,0.0,0.998,0.998,0.415270413573701
2018-02-06,7831000.0,8698000.0,6620000.0,8642000.0,44456.45172294,6620000.0,17208000.0,6752400.0,6487600.0,17552160.0,16863840.0,1,False,False,8642000.0,0.0,0.998,0.998,0.4582184517497349
2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,33928.15634331,6620000.0,17208000.0,6752400.0,6487600.0,17552160.0,16863840.0,1,False,False,8387000.0,0.0,0.998,0.998,0.44469777306468716
2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,38113.82546535,6620000.0,17208000.0,6752400.0,6487600.0,17552160.0,16863840.0,1,False,False,9480000.0,0.0,0.998,0.998,0.5026511134676565
2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,6620000.0,16943000.0,6752400.0,6487600.0,17281860.0,16604140.0,1,False,False,9929000.0,0.0,0.998,0.998,0.5264581124072111
2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,6620000.0,14910000.0,6752400.0,6487600.0,15208200.0,14611800.0,1,False,False,9959000.0,0.0,0.998,0.998,0.5280487804878049
2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,17672.61615308,6620000.0,14044000.0,6752400.0,6487600.0,14324880.0,13763120.0,1,False,False,9320000.0,0.0,0.998,0.998,0.4941675503711559
2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,14756.72285892,6620000.0,13900000.0,6752400.0,6487600.0,14178000.0,13622000.0,1,False,False,10140000.0,0.0,0.998,0.998,0.5376458112407211
2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,13735.57073936,6620000.0,13900000.0,6752400.0,6487600.0,14178000.0,13622000.0,1,False,False,9906000.0,0.0,0.998,0.998,0.5252386002120891
2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,17264.67105928,6620000.0,13570000.0,6752400.0,6487600.0,13841400.0,13298600.0,1,False,False,10473000.0,0.0,0.998,0.998,0.5553022269353128
2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,6620000.0,13570000.0,6752400.0,6487600.0,13841400.0,13298600.0,1,False,False,11357000.0,0.0,0.998,0.998,0.6021739130434782
2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,6620000.0,13570000.0,6752400.0,6487600.0,13841400.0,13298600.0,1,False,False,11462000.0,0.0,0.998,0.998,0.6077412513255568
2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,6620000.0,13489000.0,6752400.0,6487600.0,13758780.0,13219220.0,1,False,False,12300000.0,0.0,0.998,0.998,0.6521739130434783
2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,6620000.0,12957000.0,6752400.0,6487600.0,13216140.0,12697860.0,1,False,False,11966000.0,0.0,0.998,0.998,0.6344644750795334
2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,6620000.0,12755000.0,6752400.0,6487600.0,13010100.0,12499900.0,0,False,True,12623702.0,0.251092849058586,1.2485906633604689,1.2485906633604689,0.67067868504772
2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,6620000.0,14149000.0,6752400.0,6487600.0,14431980.0,13866020.0,0,False,False,13548000.0,0.0,1.2485906633604689,1.2485906633604689,0.7183457051961823
2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,6620000.0,14149000.0,6752400.0,6487600.0,14431980.0,13866020.0,0,False,False,12815000.0,0.0,1.2485906633604689,1.2485906633604689,0.6794803817603393
2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,6620000.0,14149000.0,6752400.0,6487600.0,14431980.0,13866020.0,0,False,False,11763000.0,0.0,1.2485906633604689,1.2485906633604689,0.6237009544008484
2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,6620000.0,14149000.0,6752400.0,6487600.0,14431980.0,13866020.0,0,False,False,12065000.0,0.0,1.2485906633604689,1.2485906633604689,0.6397136797454931
2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,6620000.0,14149000.0,6752400.0,6487600.0,14431980.0,13866020.0,0,False,False,11553000.0,0.0,1.2485906633604689,1.2485906633604689,0.6125662778366914
2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,6620000.0,14149000.0,6752400.0,6487600.0,14431980.0,13866020.0,0,False,False,11230000.0,0.0,1.2485906633604689,1.2485906633604689,0.5954400848356309
2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,7990000.0,14149000.0,8149800.0,7830200.0,14431980.0,13866020.0,0,False,False,11773000.0,0.0,1.2485906633604689,1.2485906633604689,0.6242311770943796
2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,8410000.0,14149000.0,8578200.0,8241800.0,14431980.0,13866020.0,0,False,False,11951000.0,0.0,1.2485906633604689,1.2485906633604689,0.6336691410392364
2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,9021000.0,14149000.0,9201420.0,8840580.0,14431980.0,13866020.0,0,False,False,11860000.0,0.0,1.2485906633604689,1.2485906633604689,0.6288441145281018
2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,9021000.0,14149000.0,9201420.0,8840580.0,14431980.0,13866020.0,0,False,False,12214000.0,0.0,1.2485906633604689,1.2485906633604689,0.6476139978791092
2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,9021000.0,14149000.0,9201420.0,8840580.0,14431980.0,13866020.0,0,False,False,12465000.0,0.0,1.2485906633604689,1.2485906633604689,0.6609225874867445
2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,9305000.0,14149000.0,9491100.0,9118900.0,14431980.0,13866020.0,0,False,False,12831000.0,0.0,1.2485906633604689,1.2485906633604689,0.6803287380699894
2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,9630000.0,14149000.0,9822600.0,9437400.0,14431980.0,13866020.0,0,False,False,12592000.0,0.0,1.2485906633604689,1.2485906633604689,0.6676564156945918
2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,9896000.0,14149000.0,10093920.0,9698080.0,14431980.0,13866020.0,0,False,False,12746000.0,0.0,1.2485906633604689,1.2485906633604689,0.6758218451749735
2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,10355000.0,14149000.0,10562100.0,10147900.0,14431980.0,13866020.0,0,False,False,12023000.0,0.0,1.2485906633604689,1.2485906633604689,0.6374867444326617
2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,10805000.0,14149000.0,11021100.0,10588900.0,14431980.0,13866020.0,0,False,False,11200000.0,0.0,1.2485906633604689,1.2485906633604689,0.5938494167550371
2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,10473000.0,14149000.0,10682460.0,10263540.0,14431980.0,13866020.0,1,True,False,10538034.0,-0.002,1.246093482033748,1.246093482033748,0.5576352067868505
2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,9306000.0,14149000.0,9492120.0,9119880.0,14431980.0,13866020.0,1,False,False,10418000.0,0.0,1.246093482033748,1.246093482033748,0.5523860021208907
2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,9306000.0,14149000.0,9492120.0,9119880.0,14431980.0,13866020.0,1,False,False,9863000.0,0.0,1.246093482033748,1.246093482033748,0.5229586426299045
2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,9306000.0,14149000.0,9492120.0,9119880.0,14431980.0,13866020.0,1,False,False,10520000.0,0.0,1.246093482033748,1.246093482033748,0.5577942735949099
2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,9306000.0,13650000.0,9492120.0,9119880.0,13923000.0,13377000.0,1,False,False,10213000.0,0.0,1.246093482033748,1.246093482033748,0.5415164369034995
2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,9306000.0,13031000.0,9492120.0,9119880.0,13291620.0,12770380.0,1,False,False,10168000.0,0.0,1.246093482033748,1.246093482033748,0.5391304347826087
2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,9000000.0,12899000.0,9180000.0,8820000.0,13156980.0,12641020.0,1,False,False,9153000.0,0.0,1.246093482033748,1.246093482033748,0.48531283138918346
2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,8438000.0,12899000.0,8606760.0,8269240.0,13156980.0,12641020.0,1,False,False,9115000.0,0.0,1.246093482033748,1.246093482033748,0.4832979851537646
2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,8438000.0,12899000.0,8606760.0,8269240.0,13156980.0,12641020.0,1,False,False,9095000.0,0.0,1.246093482033748,1.246093482033748,0.48223753976670203
2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,8438000.0,12899000.0,8606760.0,8269240.0,13156980.0,12641020.0,1,False,False,8667000.0,0.0,1.246093482033748,1.246093482033748,0.4595440084835631
2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,8056000.0,12899000.0,8217120.0,7894880.0,13156980.0,12641020.0,1,False,False,9018000.0,0.0,1.246093482033748,1.246093482033748,0.47815482502651113
2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,8056000.0,12899000.0,8217120.0,7894880.0,13156980.0,12641020.0,1,False,False,9718000.0,0.0,1.246093482033748,1.246093482033748,0.515270413573701
2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,8056000.0,12899000.0,8217120.0,7894880.0,13156980.0,12641020.0,1,False,False,9829000.0,0.0,1.246093482033748,1.246093482033748,0.5211558854718982
2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,8056000.0,12899000.0,8217120.0,7894880.0,13156980.0,12641020.0,1,False,False,9919000.0,0.0,1.246093482033748,1.246093482033748,0.5259278897136798
2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,8056000.0,12899000.0,8217120.0,7894880.0,13156980.0,12641020.0,1,False,False,9783000.0,0.0,1.246093482033748,1.246093482033748,0.5187168610816543
2018-03-23,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,8056000.0,12899000.0,8217120.0,7894880.0,13156980.0,12641020.0,1,False,False,9847000.0,0.0,1.246093482033748,1.246093482033748,0.5221102863202545
2018-03-24,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,8056000.0,12899000.0,8217120.0,7894880.0,13156980.0,12641020.0,1,False,False,9580000.0,0.0,1.246093482033748,1.246093482033748,0.5079533404029692
2018-03-25,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,8056000.0,12746000.0,8217120.0,7894880.0,13000920.0,12491080.0,1,False,False,9477000.0,0.0,1.246093482033748,1.246093482033748,0.502492046659597
2018-03-26,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,8056000.0,12221000.0,8217120.0,7894880.0,12465420.0,11976580.0,1,False,False,9052000.0,0.0,1.246093482033748,1.246093482033748,0.4799575821845175
2018-03-27,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,8056000.0,11347000.0,8217120.0,7894880.0,11573940.0,11120060.0,1,False,False,8651000.0,0.0,1.246093482033748,1.246093482033748,0.45869565217391306
2018-03-28,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,8056000.0,10879000.0,8217120.0,7894880.0,11096580.0,10661420.0,1,False,False,8730000.0,0.0,1.246093482033748,1.246093482033748,0.4628844114528102
2018-03-29,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,7780000.0,10879000.0,7935600.0,7624400.0,11096580.0,10661420.0,1,False,False,7915000.0,0.0,1.246093482033748,1.246093482033748,0.4196712619300106
2018-03-30,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,7431000.0,10879000.0,7579620.0,7282380.0,11096580.0,10661420.0,1,False,False,7602000.0,0.0,1.246093482033748,1.246093482033748,0.40307529162248146
2018-03-31,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,7431000.0,10879000.0,7579620.0,7282380.0,11096580.0,10661420.0,1,False,False,7697000.0,0.0,1.246093482033748,1.246093482033748,0.40811240721102865
2018-04-01,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,7087000.0,10355000.0,7228740.0,6945260.0,10562100.0,10147900.0,1,False,False,7482000.0,0.0,1.246093482033748,1.246093482033748,0.39671261930010604
2018-04-02,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,7087000.0,10265000.0,7228740.0,6945260.0,10470300.0,10059700.0,1,False,False,7710000.0,0.0,1.246093482033748,1.246093482033748,0.4088016967126193
2018-04-03,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,7087000.0,10165000.0,7228740.0,6945260.0,10368300.0,9961700.0,1,False,False,8092000.0,0.0,1.246093482033748,1.246093482033748,0.42905620360551433
2018-04-04,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,7087000.0,10165000.0,7228740.0,6945260.0,10368300.0,9961700.0,1,False,False,7492000.0,0.0,1.246093482033748,1.246093482033748,0.39724284199363735
2018-04-05,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,7087000.0,10165000.0,7228740.0,6945260.0,10368300.0,9961700.0,1,False,False,7408000.0,0.0,1.246093482033748,1.246093482033748,0.3927889713679745
2018-04-06,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,7087000.0,10165000.0,7228740.0,6945260.0,10368300.0,9961700.0,1,False,False,7280000.0,0.0,1.246093482033748,1.246093482033748,0.3860021208907741
2018-04-07,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,7087000.0,10165000.0,7228740.0,6945260.0,10368300.0,9961700.0,1,False,False,7533000.0,0.0,1.246093482033748,1.246093482033748,0.3994167550371156
2018-04-08,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,7087000.0,10165000.0,7228740.0,6945260.0,10368300.0,9961700.0,1,False,False,7622000.0,0.0,1.246093482033748,1.246093482033748,0.404135737009544
2018-04-09,7621000.0,7752000.0,7290000.0,7450000.0,16765.03922053,7087000.0,10165000.0,7228740.0,6945260.0,10368300.0,9961700.0,1,False,False,7450000.0,0.0,1.246093482033748,1.246093482033748,0.39501590668080594
2018-04-10,7449000.0,7468000.0,7263000.0,7428000.0,12263.5228475,7087000.0,10050000.0,7228740.0,6945260.0,10251000.0,9849000.0,1,False,False,7428000.0,0.0,1.246093482033748,1.246093482033748,0.3938494167550371
2018-04-11,7428000.0,7483000.0,7351000.0,7429000.0,13067.55564243,7087000.0,10000000.0,7228740.0,6945260.0,10200000.0,9800000.0,1,False,False,7429000.0,0.0,1.246093482033748,1.246093482033748,0.39390243902439026
2018-04-12,7432000.0,8280000.0,7200000.0,8121000.0,40389.83330536,7087000.0,10000000.0,7228740.0,6945260.0,10200000.0,9800000.0,1,False,False,8121000.0,0.0,1.246093482033748,1.246093482033748,0.43059384941675505
2018-04-13,8125000.0,8625000.0,7925000.0,8375000.0,29730.02055218,7087000.0,9649000.0,7228740.0,6945260.0,9841980.0,9456020.0,1,False,False,8375000.0,0.0,1.246093482033748,1.246093482033748,0.44406150583244963
2018-04-14,8375000.0,8575000.0,8120000.0,8350000.0,18691.42301782,7087000.0,9570000.0,7228740.0,6945260.0,9761400.0,9378600.0,1,False,False,8350000.0,0.0,1.246093482033748,1.246093482033748,0.4427359490986214
2018-04-15,8349000.0,8710000.0,8250000.0,8663000.0,15472.99524881,7087000.0,9141000.0,7228740.0,6945260.0,9323820.0,8958180.0,1,False,False,8663000.0,0.0,1.246093482033748,1.246093482033748,0.4593319194061506
2018-04-16,8665000.0,8840000.0,8449000.0,8663000.0,17194.39323556,7087000.0,8886000.0,7228740.0,6945260.0,9063720.0,8708280.0,1,False,False,8663000.0,0.0,1.246093482033748,1.246093482033748,0.4593319194061506
2018-04-17,8663000.0,8704000.0,8360000.0,8450000.0,24694.92021697,7087000.0,8840000.0,7228740.0,6945260.0,9016800.0,8663200.0,1,False,False,8450000.0,0.0,1.246093482033748,1.246093482033748,0.44803817603393425
2018-04-18,8450000.0,8679000.0,8445000.0,8652000.0,20637.8768936,7087000.0,8840000.0,7228740.0,6945260.0,9016800.0,8663200.0,1,False,False,8652000.0,0.0,1.246093482033748,1.246093482033748,0.45874867444326617
2018-04-19,8652000.0,8999000.0,8601000.0,8994000.0,28767.85905612,7087000.0,8999000.0,7228740.0,6945260.0,9178980.0,8819020.0,0,False,True,8976012.0,-0.14822707916865707,1.061388684820784,1.061388684820784,0.47688229056203607
2018-04-20,8994000.0,9666000.0,8710000.0,9552000.0,25528.47959504,7087000.0,9666000.0,7228740.0,6945260.0,9859320.0,9472680.0,0,False,False,9552000.0,0.0,1.061388684820784,1.061388684820784,0.5064687168610816
2018-04-21,9552000.0,9845000.0,9285000.0,9735000.0,18553.75599688,7125000.0,9845000.0,7267500.0,6982500.0,10041900.0,9648100.0,0,False,False,9735000.0,0.0,1.061388684820784,1.061388684820784,0.5161717921527041
2018-04-22,9735000.0,9757000.0,9500000.0,9602000.0,12583.32708627,7125000.0,9845000.0,7267500.0,6982500.0,10041900.0,9648100.0,0,False,False,9602000.0,0.0,1.061388684820784,1.061388684820784,0.5091198303287381
2018-04-23,9602000.0,9771000.0,9530000.0,9760000.0,12885.92089887,7125000.0,9845000.0,7267500.0,6982500.0,10041900.0,9648100.0,0,False,False,9760000.0,0.0,1.061388684820784,1.061388684820784,0.5174973488865323
2018-04-24,9758000.0,10670000.0,9730000.0,10505000.0,23344.4840328,7125000.0,10670000.0,7267500.0,6982500.0,10883400.0,10456600.0,0,False,False,10505000.0,0.0,1.061388684820784,1.061388684820784,0.556998939554613
2018-04-25,10505000.0,10755000.0,9723000.0,9829000.0,25689.72597052,7125000.0,10755000.0,7267500.0,6982500.0,10970100.0,10539900.0,0,False,False,9829000.0,0.0,1.061388684820784,1.061388684820784,0.5211558854718982
2018-04-26,9829000.0,10508000.0,9510000.0,10130000.0,22295.30584657,7200000.0,10755000.0,7344000.0,7056000.0,10970100.0,10539900.0,0,False,False,10130000.0,0.0,1.061388684820784,1.061388684820784,0.5371155885471898
2018-04-27,10130000.0,10200000.0,9778000.0,9819000.0,17528.43197899,7200000.0,10755000.0,7344000.0,7056000.0,10970100.0,10539900.0,0,False,False,9819000.0,0.0,1.061388684820784,1.061388684820784,0.5206256627783669
2018-04-28,9821000.0,10118000.0,9750000.0,10043000.0,12164.64763884,7200000.0,10755000.0,7344000.0,7056000.0,10970100.0,10539900.0,0,False,False,10043000.0,0.0,1.061388684820784,1.061388684820784,0.5325026511134676
2018-04-29,10043000.0,10256000.0,9894000.0,10187000.0,14834.01522815,7200000.0,10755000.0,7344000.0,7056000.0,10970100.0,10539900.0,0,False,False,10187000.0,0.0,1.061388684820784,1.061388684820784,0.5401378579003181
2018-04-30,10187000.0,10292000.0,9934000.0,10138000.0,14851.10015753,7200000.0,10755000.0,7344000.0,7056000.0,10970100.0,10539900.0,0,False,False,10138000.0,0.0,1.061388684820784,1.061388684820784,0.5375397667020149
2018-05-01,10135000.0,10144000.0,9740000.0,9896000.0,15399.91370228,7200000.0,10755000.0,7344000.0,7056000.0,10970100.0,10539900.0,0,False,False,9896000.0,0.0,1.061388684820784,1.061388684820784,0.5247083775185578
2018-05-02,9896000.0,10078000.0,9811000.0,10032000.0,11828.98111498,7925000.0,10755000.0,8083500.0,7766500.0,10970100.0,10539900.0,0,False,False,10032000.0,0.0,1.061388684820784,1.061388684820784,0.5319194061505832
2018-05-03,10032000.0,10785000.0,10010000.0,10683000.0,20391.11856627,8120000.0,10785000.0,8282400.0,7957600.0,11000700.0,10569300.0,0,False,False,10683000.0,0.0,1.061388684820784,1.061388684820784,0.5664369034994697
