timestamp,Open,High,Low,Close,Volume,RSI,signal,position,position_change,daily_price_return,strategy_return,returns,cumulative,bnh_returns,bnh_cumulative
2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,33928.15634331,27.933108715605684,0,0.0,0.0,-0.029507058551261234,-0.0,0.0,1.0478761332579072,-0.029507058551261234,0.4446977730646872
2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,38113.82546535,33.9700090993006,0,0.0,0.0,0.13032073447001302,0.0,0.0,1.0478761332579072,0.13032073447001302,0.5026511134676565
2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,36.299061033722055,0,0.0,0.0,0.04736286919831234,0.0,0.0,1.0478761332579072,0.04736286919831234,0.5264581124072111
2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,36.458172504040064,0,0.0,0.0,0.0030214523114109326,0.0,0.0,1.0478761332579072,0.0030214523114109326,0.5280487804878049
2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,17672.61615308,34.507528349543804,0,0.0,0.0,-0.06416306858118281,-0.0,0.0,1.0478761332579072,-0.06416306858118281,0.49416755037115595
2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,14756.72285892,38.960367412528306,0,0.0,0.0,0.08798283261802564,0.0,0.0,1.0478761332579072,0.08798283261802564,0.5376458112407211
2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,13735.57073936,38.17343434389795,0,0.0,0.0,-0.023076923076923106,-0.0,0.0,1.0478761332579072,-0.023076923076923106,0.525238600212089
2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,17264.67105928,41.22955081907229,0,0.0,0.0,0.05723803755299817,0.0,0.0,1.0478761332579072,0.05723803755299817,0.5553022269353127
2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,45.67762170399673,0,0.0,0.0,0.08440752410961516,0.0,0.0,1.0478761332579072,0.08440752410961516,0.6021739130434781
2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,46.191581197591546,0,0.0,0.0,0.009245399313198899,0.0,0.0,1.0478761332579072,0.009245399313198899,0.6077412513255566
2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,50.1879724087474,0,0.0,0.0,0.07311114988658174,0.0,0.0,1.0478761332579072,0.07311114988658174,0.652173913043478
2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,48.6575907462832,0,0.0,0.0,-0.027154471544715397,-0.0,0.0,1.0478761332579072,-0.027154471544715397,0.6344644750795332
2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,51.847801666795895,0,0.0,0.0,0.0570783887681765,0.0,0.0,1.0478761332579072,0.0570783887681765,0.6706786850477198
2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,55.697602885189745,1,0.0,0.0,0.07107281208000638,0.0,0.0,1.0478761332579072,0.07107281208000638,0.7183457051961821
2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,52.08975885011187,0,1.0,1.0,-0.054103926778860334,-0.054103926778860334,-0.056103926778860336,0.9890861674042902,-0.054103926778860334,0.6794803817603391
2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,47.407072278915244,0,0.0,-1.0,-0.0820912992586812,-0.0,-0.002,0.9871079950694817,-0.0820912992586812,0.6237009544008482
2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,48.81066897992761,0,0.0,0.0,0.02567372268979007,0.0,0.0,0.9871079950694817,0.02567372268979007,0.639713679745493
2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,46.57179364239119,0,0.0,0.0,-0.04243680066307498,-0.0,0.0,0.9871079950694817,-0.04243680066307498,0.6125662778366913
2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,45.182646288891064,0,0.0,0.0,-0.027958106119622572,-0.0,0.0,0.9871079950694817,-0.027958106119622572,0.5954400848356308
2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,47.95549684832982,0,0.0,0.0,0.04835262689225295,0.0,0.0,0.9871079950694817,0.04835262689225295,0.6242311770943795
2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,48.85654412891841,0,0.0,0.0,0.015119340864690356,0.0,0.0,0.9871079950694817,0.015119340864690356,0.6336691410392363
2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,48.4013667532702,0,0.0,0.0,-0.00761442557108194,-0.0,0.0,0.9871079950694817,-0.00761442557108194,0.6288441145281016
2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,50.31464073886029,0,0.0,0.0,0.029848229342327226,0.0,0.0,0.9871079950694817,0.029848229342327226,0.6476139978791091
2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,51.66485107302013,0,0.0,0.0,0.02055018830849842,0.0,0.0,0.9871079950694817,0.02055018830849842,0.6609225874867443
2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,53.617669489372126,0,0.0,0.0,0.029362214199759373,0.0,0.0,0.9871079950694817,0.029362214199759373,0.6803287380699893
2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,52.15567372258328,0,0.0,0.0,-0.01862676330761437,-0.0,0.0,0.9871079950694817,-0.01862676330761437,0.6676564156945917
2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,53.03244812922437,0,0.0,0.0,0.01222998729351965,0.0,0.0,0.9871079950694817,0.01222998729351965,0.6758218451749733
2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,48.5906703564828,0,0.0,0.0,-0.056723678016632695,-0.0,0.0,0.9871079950694817,-0.056723678016632695,0.6374867444326615
2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,44.12122913780129,0,0.0,0.0,-0.06845213341096235,-0.0,0.0,0.9871079950694817,-0.06845213341096235,0.5938494167550369
2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,40.81121625382192,0,0.0,0.0,-0.060982142857142874,-0.0,0.0,0.9871079950694817,-0.060982142857142874,0.5576352067868503
2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,40.34507659327319,0,0.0,0.0,-0.00941333079775597,-0.0,0.0,0.9871079950694817,-0.00941333079775597,0.5523860021208906
2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,37.775101663150174,0,0.0,0.0,-0.05327318103282774,-0.0,0.0,0.9871079950694817,-0.05327318103282774,0.5229586426299044
2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,42.390741894244016,0,0.0,0.0,0.06661259251748963,0.0,0.0,0.9871079950694817,0.06661259251748963,0.5577942735949097
2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,40.88505628704287,0,0.0,0.0,-0.029182509505703447,-0.0,0.0,0.9871079950694817,-0.029182509505703447,0.5415164369034994
2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,40.66013262304587,0,0.0,0.0,-0.004406149025751538,-0.0,0.0,0.9871079950694817,-0.004406149025751538,0.5391304347826086
2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,35.92386655932118,0,0.0,0.0,-0.099822974036192,-0.0,0.0,0.9871079950694817,-0.099822974036192,0.48531283138918335
2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,35.75817927076983,0,0.0,0.0,-0.0041516442696383216,-0.0,0.0,0.9871079950694817,-0.0041516442696383216,0.4832979851537645
2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,35.666189789403106,0,0.0,0.0,-0.0021941854086670043,-0.0,0.0,0.9871079950694817,-0.0021941854086670043,0.4822375397667019
2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,33.69524652349487,0,0.0,0.0,-0.04705882352941182,-0.0,0.0,0.9871079950694817,-0.04705882352941182,0.45954400848356297
2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,36.74124936030563,0,0.0,0.0,0.04049844236760114,0.0,0.0,0.9871079950694817,0.04049844236760114,0.47815482502651097
2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,42.352809802939795,0,0.0,0.0,0.07762253271235298,0.0,0.0,0.9871079950694817,0.07762253271235298,0.5152704135737007
2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,43.20170140802818,0,0.0,0.0,0.011422103313438958,0.0,0.0,0.9871079950694817,0.011422103313438958,0.521155885471898
2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,43.91321485350944,0,0.0,0.0,0.00915657747481946,0.0,0.0,0.9871079950694817,0.00915657747481946,0.5259278897136795
2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,43.047409739696164,0,0.0,0.0,-0.0137110595826192,-0.0,0.0,0.9871079950694817,-0.0137110595826192,0.5187168610816542
2018-03-23,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,43.60337547888285,0,0.0,0.0,0.006541960543800407,0.0,0.0,0.9871079950694817,0.006541960543800407,0.5221102863202544
2018-03-24,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,41.79487828445574,0,0.0,0.0,-0.027114857316949292,-0.0,0.0,0.9871079950694817,-0.027114857316949292,0.5079533404029691
2018-03-25,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,41.09623630023692,0,0.0,0.0,-0.0107515657620042,-0.0,0.0,0.9871079950694817,-0.0107515657620042,0.5024920466595969
2018-03-26,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,38.29016020969781,0,0.0,0.0,-0.044845415215785556,-0.0,0.0,0.9871079950694817,-0.044845415215785556,0.4799575821845174
2018-03-27,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,35.8370660322407,0,0.0,0.0,-0.044299602297834695,-0.0,0.0,0.9871079950694817,-0.044299602297834695,0.45869565217391295
2018-03-28,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,36.68612449200144,0,0.0,0.0,0.00913189226679001,0.0,0.0,0.9871079950694817,0.00913189226679001,0.4628844114528101
2018-03-29,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,32.038930094437205,0,0.0,0.0,-0.09335624284077892,-0.0,0.0,0.9871079950694817,-0.09335624284077892,0.41967126193001053
2018-03-30,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,30.464240260265868,0,0.0,0.0,-0.03954516740366398,-0.0,0.0,0.9871079950694817,-0.03954516740366398,0.40307529162248135
2018-03-31,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,31.54917572947396,0,0.0,0.0,0.012496711391738913,0.0,0.0,0.9871079950694817,0.012496711391738913,0.4081124072110285
2018-04-01,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,30.408316971938092,0,0.0,0.0,-0.027932960893854775,-0.0,0.0,0.9871079950694817,-0.027932960893854775,0.3967126193001059
2018-04-02,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,33.132789272208186,0,0.0,0.0,0.030473135525260542,0.0,0.0,0.9871079950694817,0.030473135525260542,0.40880169671261907
2018-04-03,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,37.489282051751,0,0.0,0.0,0.04954604409857333,0.0,0.0,0.9871079950694817,0.04954604409857333,0.4290562036055141
2018-04-04,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,33.81288167523422,0,0.0,0.0,-0.074147305981216,-0.0,0.0,0.9871079950694817,-0.074147305981216,0.39724284199363713
2018-04-05,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,33.326737095045104,0,0.0,0.0,-0.011211959423384932,-0.0,0.0,0.9871079950694817,-0.011211959423384932,0.39278897136797436
2018-04-06,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,32.5686098443896,0,0.0,0.0,-0.017278617710583144,-0.0,0.0,0.9871079950694817,-0.017278617710583144,0.38600212089077396
2018-04-07,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,35.6431730516757,0,0.0,0.0,0.03475274725274735,0.0,0.0,0.9871079950694817,0.03475274725274735,0.39941675503711543
2018-04-08,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,36.72156214321708,0,0.0,0.0,0.01181468206557823,0.0,0.0,0.9871079950694817,0.01181468206557823,0.4041357370095439
2018-04-09,7621000.0,7752000.0,7290000.0,7450000.0,16765.03922053,35.500105963779504,0,0.0,0.0,-0.022566255575964367,-0.0,0.0,0.9871079950694817,-0.022566255575964367,0.39501590668080583
2018-04-10,7449000.0,7468000.0,7263000.0,7428000.0,12263.5228475,35.340352313451206,0,0.0,0.0,-0.002953020134228157,-0.0,0.0,0.9871079950694817,-0.002953020134228157,0.39384941675503704
2018-04-11,7428000.0,7483000.0,7351000.0,7429000.0,13067.55564243,35.35440199097768,0,0.0,0.0,0.00013462574044154074,0.0,0.0,0.9871079950694817,0.00013462574044154074,0.39390243902439015
2018-04-12,7432000.0,8280000.0,7200000.0,8121000.0,40389.83330536,44.259503747255074,0,0.0,0.0,0.09314847220352673,0.0,0.0,0.9871079950694817,0.09314847220352673,0.43059384941675494
2018-04-13,8125000.0,8625000.0,7925000.0,8375000.0,29730.02055218,47.101353107374656,0,0.0,0.0,0.03127693633788953,0.0,0.0,0.9871079950694817,0.03127693633788953,0.4440615058324496
2018-04-14,8375000.0,8575000.0,8120000.0,8350000.0,18691.42301782,46.85155481734785,0,0.0,0.0,-0.0029850746268657025,-0.0,0.0,0.9871079950694817,-0.0029850746268657025,0.44273594909862135
2018-04-15,8349000.0,8710000.0,8250000.0,8663000.0,15472.99524881,50.354017035164645,0,0.0,0.0,0.03748502994011971,0.0,0.0,0.9871079950694817,0.03748502994011971,0.4593319194061505
2018-04-16,8665000.0,8840000.0,8449000.0,8663000.0,17194.39323556,50.354017035164645,0,0.0,0.0,0.0,0.0,0.0,0.9871079950694817,0.0,0.4593319194061505
2018-04-17,8663000.0,8704000.0,8360000.0,8450000.0,24694.92021697,47.92761981409026,0,0.0,0.0,-0.024587325406902893,-0.0,0.0,0.9871079950694817,-0.024587325406902893,0.44803817603393414
2018-04-18,8450000.0,8679000.0,8445000.0,8652000.0,20637.8768936,50.3388848545494,0,0.0,0.0,0.023905325443786873,0.0,0.0,0.9871079950694817,0.023905325443786873,0.458748674443266
2018-04-19,8652000.0,8999000.0,8601000.0,8994000.0,28767.85905612,54.157529207573766,0,0.0,0.0,0.03952843273231621,0.0,0.0,0.9871079950694817,0.03952843273231621,0.47688229056203585
2018-04-20,8994000.0,9666000.0,8710000.0,9552000.0,25528.47959504,59.5495672634892,1,0.0,0.0,0.062041360907271415,0.0,0.0,0.9871079950694817,0.062041360907271415,0.5064687168610814
2018-04-21,9552000.0,9845000.0,9285000.0,9735000.0,18553.75599688,61.14217650850875,1,1.0,1.0,0.019158291457286536,0.019158291457286536,0.017158291457286534,1.0040450817487017,0.019158291457286536,0.5161717921527039
2018-04-22,9735000.0,9757000.0,9500000.0,9602000.0,12583.32708627,59.338123241004155,1,1.0,0.0,-0.01366204417051875,-0.01366204417051875,-0.01366204417051875,0.9903277734926588,-0.01366204417051875,0.5091198303287379
2018-04-23,9602000.0,9771000.0,9530000.0,9760000.0,12885.92089887,60.79811303203214,1,1.0,0.0,0.016454905228077576,0.016454905228077576,0.016454905228077576,1.0066235231502136,0.016454905228077576,0.5174973488865322
2018-04-24,9758000.0,10670000.0,9730000.0,10505000.0,23344.4840328,66.7747722125525,1,1.0,0.0,0.07633196721311486,0.07633196721311486,0.07633196721311486,1.083461076915266,0.07633196721311486,0.5569989395546129
2018-04-25,10505000.0,10755000.0,9723000.0,9829000.0,25689.72597052,58.217687502921,1,1.0,0.0,-0.06435030937648734,-0.06435030937648734,-0.06435030937648734,1.0137400214183865,-0.06435030937648734,0.5211558854718982
2018-04-26,9829000.0,10508000.0,9510000.0,10130000.0,22295.30584657,60.60600561979466,1,1.0,0.0,0.030623664665784922,0.030623664665784922,0.030623664665784922,1.0447844558925887,0.030623664665784922,0.5371155885471898
2018-04-27,10130000.0,10200000.0,9778000.0,9819000.0,17528.43197899,57.02745997812036,1,1.0,0.0,-0.030700888450148067,-0.030700888450148067,-0.030700888450148067,1.0127086448577818,-0.030700888450148067,0.5206256627783669
2018-04-28,9821000.0,10118000.0,9750000.0,10043000.0,12164.64763884,58.8852847678723,1,1.0,0.0,0.022812913738669893,0.022812913738669893,0.022812913738669893,1.0358114798153277,0.022812913738669893,0.5325026511134676
2018-04-29,10043000.0,10256000.0,9894000.0,10187000.0,14834.01522815,60.0645611545804,1,1.0,0.0,0.014338345116001294,0.014338345116001294,0.014338345116001294,1.0506633022880358,0.014338345116001294,0.5401378579003181
2018-04-30,10187000.0,10292000.0,9934000.0,10138000.0,14851.10015753,59.44808158721019,1,1.0,0.0,-0.004810052027093392,-0.004810052027093392,-0.004810052027093392,1.0456095571410726,-0.004810052027093392,0.5375397667020148
2018-05-01,10135000.0,10144000.0,9740000.0,9896000.0,15399.91370228,56.40996501566566,1,1.0,0.0,-0.023870585914381515,-0.023870585914381515,-0.023870585914381515,1.0206502443744383,-0.023870585914381515,0.5247083775185577
2018-05-02,9896000.0,10078000.0,9811000.0,10032000.0,11828.98111498,57.70074374950341,1,1.0,0.0,0.013742926434923142,0.013742926434923142,0.013742926434923142,1.0346769655986625,0.013742926434923142,0.5319194061505831
2018-05-03,10032000.0,10785000.0,10010000.0,10683000.0,20391.11856627,63.23733641392788,1,1.0,0.0,0.06489234449760772,0.06489234449760772,0.06489234449760772,1.1018195796940304,0.06489234449760772,0.5664369034994696
2018-05-04,10670000.0,10901000.0,10500000.0,10645000.0,12582.44048262,62.72811852747505,1,1.0,0.0,-0.0035570532621922446,-0.0035570532621922446,-0.0035570532621922446,1.0979003487637324,-0.0035570532621922446,0.5644220572640508
2018-05-05,10645000.0,10907000.0,10621000.0,10820000.0,9581.87522246,64.14101851661454,1,1.0,0.0,0.016439643024894313,0.016439643024894313,0.016439643024894313,1.1159494385743152,0.016439643024894313,0.5737009544008482
2018-05-06,10820000.0,10963000.0,10500000.0,10684000.0,8806.00591903,62.19426814799282,1,1.0,0.0,-0.012569316081330828,-0.012569316081330828,-0.012569316081330828,1.101922717350091,-0.012569316081330828,0.5664899257688228
2018-05-07,10684000.0,10721000.0,10264000.0,10422000.0,8143.48490464,58.55645402394973,1,1.0,0.0,-0.024522650692624492,-0.024522650692624492,-0.024522650692624492,1.074900651462247,-0.024522650692624492,0.5525980911983033
2018-05-08,10439000.0,10499000.0,10130000.0,10233000.0,7651.23404175,56.043941331362056,1,1.0,0.0,-0.01813471502590669,-0.01813471502590669,-0.01813471502590669,1.0554076344668177,-0.01813471502590669,0.542576882290562
2018-05-09,10230000.0,10433000.0,9917000.0,10405000.0,9955.39479461,57.794970127992,1,1.0,0.0,0.016808365093325506,0.016808365093325506,0.016808365093325506,1.0731473113092191,0.016808365093325506,0.5516967126193001
2018-05-10,10405000.0,10474000.0,9895000.0,9976000.0,9077.78269458,52.27626857366722,0,1.0,0.0,-0.04123017779913507,-0.04123017779913507,-0.04123017779913507,1.0289012568592764,-0.04123017779913507,0.528950159066808
2018-05-11,9976000.0,9985000.0,8788000.0,9256000.0,20997.66993227,44.67007027487002,0,0.0,-1.0,-0.0721732157177225,-0.0,-0.002,1.0268434543455578,-0.0721732157177225,0.49077412513255564
2018-05-12,9257000.0,9644000.0,9014000.0,9481000.0,10980.18990988,47.219905894641414,0,0.0,0.0,0.024308556611927434,0.0,0.0,1.0268434543455578,0.024308556611927434,0.5027041357370096
2018-05-13,9480000.0,9851000.0,9360000.0,9803000.0,8513.44899868,50.67620144875652,0,0.0,0.0,0.03396266216643817,0.0,0.0,1.0268434543455578,0.03396266216643817,0.5197773064687169
2018-05-14,9804000.0,9935000.0,9400000.0,9797000.0,12813.13382791,50.61058595588568,0,0.0,0.0,-0.0006120575334080947,-0.0,0.0,1.0268434543455578,-0.0006120575334080947,0.5194591728525981
