Strategy,Total Return (%),CAGR (%),MDD (%),Sharpe Ratio,Win Rate (%),Total Trades,Profit Factor
01_Turtle_20_10,5645.761890797241,80.52095927966829,-29.8342870052696,1.1200048346008686,43.2,125,3.732246742523499
02_Turtle_55_20,7543.217013654971,88.19039618246316,-20.56226278078597,0.7882123643356027,59.25925925925925,54,10.610350903008746
03_SMA_30,5942.428727529702,81.85095006359168,-40.696877681861,1.601734508364357,51.12912565141865,1727,1.3830940234993554
04_SMA_50,3309.948516321741,67.29674138555062,-53.94731473448257,1.431909843375216,52.016607354685654,1686,1.3321376246518986
05_SMA_200,1058.593246355134,42.93219325866144,-50.519770352834456,1.0361604504599615,50.75757575757576,1584,1.2456010926839833
06_Dual_SMA_50_200,384.0100645920122,25.851243697441916,-72.3144836992604,0.7259250276315362,51.02695763799743,1558,1.175570302206625
07_Triple_SMA,656.0095320622819,34.306379214933024,-50.67824376754446,0.9945337448649421,51.16713352007469,1071,1.2934716604503356
08_EMA_21,5989.274099039109,82.05583955745159,-42.14270144652274,1.5877153788219167,49.66923925027563,1814,1.3758940167882554
09_Dual_EMA_12_26,1968.3202915265738,55.53498917379089,-59.892860131976555,1.1901062178089499,52.1301775147929,1690,1.2781010729498474
10_MACD,3979.3998986467827,71.72694333644307,-57.093529553943455,1.3748020663078473,49.97321906802357,1867,1.3076008721239194
11_Bollinger_Bands,3049.2696138173847,65.36803082700422,-31.109932581010103,1.6067382441978657,51.4419329696025,1283,1.4664138701546003
12_Donchian_20,241.2930070522927,19.60089863154173,-16.836880742175428,1.1958510485965634,34.51776649746193,591,1.6498967012080257
13_Donchian_55,259.8273922863663,20.526681555284455,-10.796882813263082,1.4932072668362752,37.220843672456574,403,2.1652782553657466
14_RSI_55,3142.360649815251,66.07193517431678,-37.743861745118124,1.4519773121905917,49.40213971050976,1589,1.367524797221068
15_RSI_70_30,2598.5402125056985,61.685319901213106,-47.54717940771392,1.3312987453667335,51.653803748621826,1814,1.2964751993508916
16_ADX,1427.905142008088,48.81653234211865,-40.83301985286126,1.193834250582941,50.394656952034,1647,1.2937088107653711
17_Parabolic_SAR,30.376189591431846,3.943389711927159,-65.1662813475853,0.2790583940555658,40.972644376899694,1645,1.0711612005012379
18_Keltner_Channel,500.70057020072466,29.877784154017316,-75.65733348142682,0.7792641019053147,51.42002989536621,2007,1.1624161854699022
19_Price_Channel,4627.818636231971,75.46058981345409,-42.76218458803488,1.5500057484470326,50.92807424593968,1724,1.3682348084604612
20_Ichimoku,1614.6000744379187,51.33914919103135,-33.42565486222059,1.3628506262819153,51.223241590214066,1308,1.3863491701941486
