timestamp,Open,High,Low,Close,Volume,RSI,BB_Upper,BB_Middle,BB_Lower,signal,position,position_change,daily_price_return,returns,cumulative
2018-02-04,9524000.0,10158000.0,8765000.0,8900000.0,18781.02389914,11.885790172642757,17175283.579481892,12874050.0,8572816.420518106,0,0.0,0.0,-0.06512605042016806,0.0,1.0
2018-02-05,8900000.0,9250000.0,7715000.0,7832000.0,20709.59917348,11.326246519868391,17347489.649045732,12551700.0,7755910.350954268,0,0.0,0.0,-0.12,0.0,1.0
2018-02-06,7831000.0,8698000.0,6620000.0,8642000.0,44456.45172294,21.557719054242014,17194752.145438198,12236250.0,7277747.854561801,0,0.0,0.0,0.10342185903983658,0.0,1.0
2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,33928.15634331,17.77211966900063,16990066.216860056,11911600.0,6833133.783139945,0,0.0,0.0,-0.029507058551261234,0.0,1.0
2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,38113.82546535,29.382599456970837,16531188.223372832,11617000.0,6702811.776627168,0,0.0,0.0,0.13032073447001302,0.0,1.0
2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,33.29933129321094,15567173.61812026,11270550.0,6973926.381879739,0,0.0,0.0,0.04736286919831234,0.0,1.0
2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,33.344659644353825,15061710.318140222,11036500.0,7011289.681859778,0,0.0,0.0,0.0030214523114109326,0.0,1.0
2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,17672.61615308,27.639751552795033,14654695.255306773,10805300.0,6955904.744693228,0,0.0,0.0,-0.06416306858118281,0.0,1.0
2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,14756.72285892,35.26030022357075,14352235.621314999,10655250.0,6958264.378685,0,0.0,0.0,0.08798283261802564,0.0,1.0
2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,13735.57073936,39.68843618933493,13943498.674528133,10478050.0,7012601.325471867,0,0.0,0.0,-0.023076923076923106,0.0,1.0
2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,17264.67105928,44.51457424833601,13613889.057343071,10353050.0,7092210.942656929,0,0.0,0.0,0.05723803755299817,0.0,1.0
2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,57.81041388518024,13356209.91239853,10277100.0,7197990.08760147,1,0.0,0.0,0.08440752410961516,0.0,1.0
2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,63.35242061426341,13087280.798019912,10205200.0,7323119.201980088,1,1.0,1.0,0.009245399313198899,0.007245399313198899,1.007245399313199
2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,66.5240133143129,12823529.37895552,10152600.0,7481670.62104448,1,1.0,0.0,0.07311114988658174,0.07311114988658174,1.080886268674956
2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,68.8653704159488,12598896.94623397,10105450.0,7612003.053766031,1,1.0,0.0,-0.027154471544715397,-0.027154471544715397,1.0515353732491484
2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,81.11355122077251,12817550.087026905,10156550.0,7495549.912973096,1,1.0,0.0,0.0570783887681765,0.0570783887681765,1.1115553180869528
2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,81.32822477650063,13281481.110800087,10262500.0,7243518.8891999135,1,1.0,0.0,0.07107281208000638,0.07107281208000638,1.1905566803258785
2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,76.64901299951853,13624461.223301014,10399750.0,7175038.776698986,1,1.0,0.0,-0.054103926778860334,-0.054103926778860334,1.126142888867444
2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,63.8079109713318,13761703.081435187,10517400.0,7273096.918564813,1,1.0,0.0,-0.0820912992586812,-0.0820912992586812,1.033696355969391
2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,63.15270935960591,13923691.726191448,10644650.0,7365608.273808552,1,1.0,0.0,0.02567372268979007,0.02567372268979007,1.0602351895579958
2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,59.26528714252499,13972754.673191343,10777300.0,7581845.3268086575,1,1.0,0.0,-0.04243680066307498,-0.04243680066307498,1.0152422001627457
2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,61.52546463915038,13829258.664803298,10947200.0,8065141.335196702,1,1.0,0.0,-0.027958106119622572,-0.027958106119622572,0.9868579509934765
2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,60.19478087151954,13792227.782960655,11103750.0,8415272.217039345,1,1.0,0.0,0.04835262689225295,0.04835262689225295,1.0345751252935174
2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,62.85678360367157,13667634.628648093,11281950.0,8896265.371351907,1,1.0,0.0,0.015119340864690356,0.015119340864690356,1.0502172192629597
2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,59.275110338371,13641179.356208963,11400950.0,9160720.643791037,1,1.0,0.0,-0.00761442557108194,-0.00761442557108194,1.0422204184134134
2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,56.16813012811286,13670820.960724583,11515200.0,9359579.039275417,1,1.0,0.0,0.029848229342327226,0.029848229342327226,1.0733288524874731
2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,57.07035105033132,13704639.58116347,11640500.0,9576360.41883653,1,1.0,0.0,0.02055018830849842,0.02055018830849842,1.095385962523035
2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,54.00996828273674,13631446.546502177,11816050.0,10000653.453497823,0,1.0,0.0,0.029362214199759373,0.029362214199759373,1.127548919786046
2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,54.79619981612014,13602301.440593516,11938650.0,10274998.559406484,0,0.0,-1.0,-0.01862676330761437,-0.002,1.1252938219464739
2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,50.80873770218442,13477158.01720029,12080650.0,10684141.98279971,0,0.0,0.0,0.01222998729351965,0.0,1.1252938219464739
2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,36.900876138120594,13333535.674665958,12158150.0,10982764.325334042,0,0.0,0.0,-0.056723678016632695,0.0,1.1252938219464739
2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,36.339028929115216,13350058.940699713,12150300.0,10950541.059300287,0,0.0,0.0,-0.06845213341096235,0.0,1.1252938219464739
2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,38.75857091302778,13478512.636045529,12103050.0,10727587.363954471,0,0.0,0.0,-0.060982142857142874,0.0,1.1252938219464739
2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,34.57576325154524,13572348.521440238,12008950.0,10445551.478559762,0,0.0,0.0,-0.00941333079775597,0.0,1.1252938219464739
2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,34.29951690821255,13738675.426719306,11903800.0,10068924.573280694,0,0.0,0.0,-0.05327318103282774,0.0,1.1252938219464739
2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,43.78936319104269,13696108.295085844,11797350.0,9898591.704914156,0,0.0,0.0,0.06661259251748963,0.0,1.1252938219464739
2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,35.76642335766424,13466750.02253698,11630600.0,9794449.97746302,0,0.0,0.0,-0.029182509505703447,0.0,1.1252938219464739
2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,33.32709930802319,13356400.62275411,11498250.0,9640099.37724589,0,0.0,0.0,-0.004406149025751538,0.0,1.1252938219464739
2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,28.416520491149726,13494766.08387243,11367750.0,9240733.91612757,0,0.0,0.0,-0.099822974036192,0.0,1.1252938219464739
2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,23.97984886649874,13543747.261955597,11220250.0,8896752.738044403,0,0.0,0.0,-0.0041516442696383216,0.0,1.1252938219464739
2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,20.562543675751215,13599871.446356263,11097350.0,8594828.553643737,0,0.0,0.0,-0.0021941854086670043,0.0,1.1252938219464739
2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,14.016591773245764,13695600.024709541,10969200.0,8242799.975290458,0,0.0,0.0,-0.04705882352941182,0.0,1.1252938219464739
2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,19.701593760596822,13663208.127866182,10831450.0,7999691.8721338175,0,0.0,0.0,0.04049844236760114,0.0,1.1252938219464739
2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,26.505276225946616,13541767.25707428,10719800.0,7897832.74292572,0,0.0,0.0,0.07762253271235298,0.0,1.1252938219464739
2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,31.18998628257887,13413503.185030004,10618250.0,7822996.814969996,0,0.0,0.0,0.011422103313438958,0.0,1.1252938219464739
2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,37.43871347323005,13209945.445112046,10503500.0,7797054.554887954,0,0.0,0.0,0.00915657747481946,0.0,1.1252938219464739
2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,41.93760984182777,12928388.4843737,10369400.0,7810411.5156263,0,0.0,0.0,-0.0137110595826192,0.0,1.1252938219464739
2018-03-23,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,43.67943325215851,12508532.842922835,10220200.0,7931867.157077165,0,0.0,0.0,0.006541960543800407,0.0,1.1252938219464739
2018-03-24,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,46.654055332229845,12080309.892969023,10069600.0,8058890.107030977,0,0.0,0.0,-0.027114857316949292,0.0,1.1252938219464739
2018-03-25,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,35.80952380952381,11486141.508970961,9906150.0,8326158.491029039,0,0.0,0.0,-0.0107515657620042,0.0,1.1252938219464739
2018-03-26,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,34.69549169522806,11027904.464125913,9757600.0,8487295.535874087,0,0.0,0.0,-0.044845415215785556,0.0,1.1252938219464739
2018-03-27,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,31.718486382260792,10798515.889878185,9630150.0,8461784.110121815,0,0.0,0.0,-0.044299602297834695,0.0,1.1252938219464739
2018-03-28,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,43.417366946778714,10696857.110226188,9540800.0,8384742.889773813,0,0.0,0.0,0.00913189226679001,0.0,1.1252938219464739
2018-03-29,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,34.9624060150376,10705996.224447772,9415650.0,8125303.775552228,0,0.0,0.0,-0.09335624284077892,0.0,1.1252938219464739
2018-03-30,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,32.57062806444081,10806441.87298619,9302600.0,7798758.12701381,0,0.0,0.0,-0.03954516740366398,0.0,1.1252938219464739
2018-03-31,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,37.721518987341774,10713341.134949896,9161450.0,7609558.8650501035,0,0.0,0.0,0.012496711391738913,0.0,1.1252938219464739
2018-04-01,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,29.863660199265865,10665286.07779076,9024900.0,7384513.92220924,0,0.0,0.0,-0.027932960893854775,0.0,1.1252938219464739
2018-04-02,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,19.958108916816272,10550080.989322929,8902000.0,7253919.010677071,0,0.0,0.0,0.030473135525260542,0.0,1.1252938219464739
2018-04-03,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,25.96180459451979,10530967.895267235,8848950.0,7166932.104732766,0,0.0,0.0,0.04954604409857333,0.0,1.1252938219464739
2018-04-04,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,20.56754790201309,10549428.421298381,8767800.0,6986171.578701619,0,0.0,0.0,-0.074147305981216,0.0,1.1252938219464739
2018-04-05,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,20.830262834684348,10557210.471688515,8683450.0,6809689.528311485,0,0.0,0.0,-0.011211959423384932,0.0,1.1252938219464739
2018-04-06,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,18.96009673518742,10590293.033400927,8614100.0,6637906.966599072,0,0.0,0.0,-0.017278617710583144,0.0,1.1252938219464739
2018-04-07,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,25.16379519534094,10563174.026395345,8539850.0,6516525.973604655,0,0.0,0.0,0.03475274725274735,0.0,1.1252938219464739
2018-04-08,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,27.41660579498418,10418162.436762298,8435050.0,6451937.5632377025,0,0.0,0.0,0.01181468206557823,0.0,1.1252938219464739
2018-04-09,7621000.0,7752000.0,7290000.0,7450000.0,16765.03922053,29.2163985469642,10231397.739668204,8316100.0,6400802.2603317965,0,0.0,0.0,-0.022566255575964367,0.0,1.1252938219464739
2018-04-10,7449000.0,7468000.0,7263000.0,7428000.0,12263.5228475,32.40287769784173,9988267.178927114,8191550.0,6394832.821072886,0,0.0,0.0,-0.002953020134228157,0.0,1.1252938219464739
2018-04-11,7428000.0,7483000.0,7351000.0,7429000.0,13067.55564243,30.850750662349142,9734897.136439197,8073850.0,6412802.863560804,0,0.0,0.0,0.00013462574044154074,0.0,1.1252938219464739
2018-04-12,7432000.0,8280000.0,7200000.0,8121000.0,40389.83330536,53.145998778252896,9425005.862937676,7987550.0,6550094.137062323,0,0.0,0.0,0.09314847220352673,0.0,1.1252938219464739
2018-04-13,8125000.0,8625000.0,7925000.0,8375000.0,29730.02055218,62.02177293934681,9171778.009363215,7927300.0,6682821.990636784,1,0.0,0.0,0.03127693633788953,0.0,1.1252938219464739
2018-04-14,8375000.0,8575000.0,8120000.0,8350000.0,18691.42301782,60.38155802861685,8904089.818325518,7870950.0,6837810.181674483,1,1.0,1.0,-0.0029850746268657025,-0.0049850746268657025,1.1196841482669198
2018-04-15,8349000.0,8710000.0,8250000.0,8663000.0,15472.99524881,68.20844896700586,8802393.540999698,7851500.0,6900606.4590003025,1,1.0,0.0,0.03748502994011971,0.03748502994011971,1.1616555420881827
2018-04-16,8665000.0,8840000.0,8449000.0,8663000.0,17194.39323556,65.80431177446103,8805130.380031148,7852100.0,6899069.619968853,1,1.0,0.0,0.0,0.0,1.1616555420881827
2018-04-17,8663000.0,8704000.0,8360000.0,8450000.0,24694.92021697,56.28952916373858,8743885.358563842,7838100.0,6932314.641436158,1,1.0,0.0,-0.024587325406902893,-0.024587325406902893,1.1330935392641284
2018-04-18,8450000.0,8679000.0,8445000.0,8652000.0,20637.8768936,73.69281045751634,8851138.608824728,7874950.0,6898761.391175273,1,1.0,0.0,0.023905325443786873,0.023905325443786873,1.1601805090784896
2018-04-19,8652000.0,8999000.0,8601000.0,8994000.0,28767.85905612,79.30524759793053,9031057.969791392,7944550.0,6858042.030208607,1,1.0,0.0,0.03952843273231621,0.03952843273231621,1.206040626288943
2018-04-20,8994000.0,9666000.0,8710000.0,9552000.0,25528.47959504,86.22448979591837,9331655.047687013,8037300.0,6742944.952312986,1,1.0,0.0,0.062041360907271415,0.062041360907271415,1.2808650280533669
2018-04-21,9552000.0,9845000.0,9285000.0,9735000.0,18553.75599688,85.90998043052838,9620929.834560415,8149950.0,6678970.165439585,1,1.0,0.0,0.019158291457286536,0.019158291457286536,1.3054042135782589
2018-04-22,9735000.0,9757000.0,9500000.0,9602000.0,12583.32708627,81.83279742765274,9834907.321649916,8244550.0,6654192.6783500835,1,1.0,0.0,-0.01366204417051875,-0.01366204417051875,1.2875697235519714
2018-04-23,9602000.0,9771000.0,9530000.0,9760000.0,12885.92089887,87.3062015503876,10053795.571550738,8327950.0,6602104.428449263,1,1.0,0.0,0.016454905228077576,0.016454905228077576,1.3087565613275611
2018-04-24,9758000.0,10670000.0,9730000.0,10505000.0,23344.4840328,90.28541503011259,10410869.175974261,8478600.0,6546330.82402574,1,1.0,0.0,0.07633196721311486,0.07633196721311486,1.4086565242567655
2018-04-25,10505000.0,10755000.0,9723000.0,9829000.0,25689.72597052,76.70226969292389,10552744.093186835,8599650.0,6646555.906813165,1,1.0,0.0,-0.06435030937648734,-0.06435030937648734,1.3180090411156353
2018-04-26,9829000.0,10508000.0,9510000.0,10130000.0,22295.30584657,74.48208627833293,10705691.83475711,8742150.0,6778608.165242891,1,1.0,0.0,0.030623664665784922,0.030623664665784922,1.3583713080172333
2018-04-27,10130000.0,10200000.0,9778000.0,9819000.0,17528.43197899,67.35576923076923,10789534.851242822,8856450.0,6923365.148757178,1,1.0,0.0,-0.030700888450148067,-0.030700888450148067,1.3166681020159146
2018-04-28,9821000.0,10118000.0,9750000.0,10043000.0,12164.64763884,69.41959164946088,10888182.049618948,8977500.0,7066817.950381052,1,1.0,0.0,0.022812913738669893,0.022812913738669893,1.3467051378496617
2018-04-29,10043000.0,10256000.0,9894000.0,10187000.0,14834.01522815,68.18615751789976,10955169.528590823,9114350.0,7273530.471409177,1,1.0,0.0,0.014338345116001294,0.014338345116001294,1.3660146608856423
2018-04-30,10187000.0,10292000.0,9934000.0,10138000.0,14851.10015753,67.39797121962727,10962515.300512096,9249850.0,7537184.699487904,1,1.0,0.0,-0.004810052027093392,-0.004810052027093392,1.35944405929701
2018-05-01,10135000.0,10144000.0,9740000.0,9896000.0,15399.91370228,66.94001874414246,10876215.719355864,9373200.0,7870184.280644136,1,1.0,0.0,-0.023870585914381515,-0.023870585914381515,1.3269933330837653
2018-05-02,9896000.0,10078000.0,9811000.0,10032000.0,11828.98111498,66.42075202284627,10876542.878754875,9468750.0,8060957.121245125,1,1.0,0.0,0.013742926434923142,0.013742926434923142,1.345230104839969
2018-05-03,10032000.0,10785000.0,10010000.0,10683000.0,20391.11856627,68.72090445577477,10992822.727297168,9584150.0,8175477.272702832,1,1.0,0.0,0.06489234449760772,0.06489234449760772,1.4325252402317974
2018-05-04,10670000.0,10901000.0,10500000.0,10645000.0,12582.44048262,63.693309947381614,11057275.949820925,9698900.0,8340524.050179075,1,1.0,0.0,-0.0035570532621922446,-0.0035570532621922446,1.427429671652858
2018-05-05,10645000.0,10907000.0,10621000.0,10820000.0,9581.87522246,63.62038664323374,11161334.710101727,9806750.0,8452165.289898273,1,1.0,0.0,0.016439643024894313,0.016439643024894313,1.4508961058979732
2018-05-06,10820000.0,10963000.0,10500000.0,10684000.0,8806.00591903,63.5725037631711,11203375.88901994,9907800.0,8612224.11098006,1,1.0,0.0,-0.012569316081330828,-0.012569316081330828,1.4326593341417695
2018-05-07,10684000.0,10721000.0,10264000.0,10422000.0,8143.48490464,58.09290953545232,11122571.727968004,10006400.0,8890228.272031996,1,1.0,0.0,-0.024522650692624492,-0.024522650692624492,1.397526729729083
2018-05-08,10439000.0,10499000.0,10130000.0,10233000.0,7651.23404175,46.15166949632145,11004225.724308299,10085450.0,9166674.275691701,0,1.0,0.0,-0.01813471502590669,-0.01813471502590669,1.3721829807443588
2018-05-09,10230000.0,10433000.0,9917000.0,10405000.0,9955.39479461,59.504950495049506,10926647.028220158,10156000.0,9385352.971779842,1,0.0,-1.0,0.016808365093325506,-0.002,1.36943861478287
2018-05-10,10405000.0,10474000.0,9895000.0,9976000.0,9077.78269458,47.56174794173528,10899711.001554798,10177200.0,9454688.998445202,0,1.0,1.0,-0.04123017779913507,-0.04323017779913507,1.3102375399808053
2018-05-11,9976000.0,9985000.0,8788000.0,9256000.0,20997.66993227,42.10821418559013,10963864.02977154,10153250.0,9342635.97022846,0,0.0,-1.0,-0.0721732157177225,-0.002,1.3076170649008436
2018-05-12,9257000.0,9644000.0,9014000.0,9481000.0,10980.18990988,42.124439461883405,10976722.77973818,10147200.0,9317677.22026182,0,0.0,0.0,0.024308556611927434,0.0,1.3076170649008436
2018-05-13,9480000.0,9851000.0,9360000.0,9803000.0,8513.44899868,44.87453283502403,10974860.438583197,10149350.0,9323839.561416803,0,0.0,0.0,0.03396266216643817,0.0,1.3076170649008436
2018-05-14,9804000.0,9935000.0,9400000.0,9797000.0,12813.13382791,45.395625168782075,10935959.213675683,10113950.0,9291940.786324317,0,0.0,0.0,-0.0006120575334080947,0.0,1.3076170649008436
2018-05-15,9802000.0,9879000.0,9458000.0,9500000.0,8325.82703617,44.73124002128792,10955882.444515219,10097500.0,9239117.555484781,0,0.0,0.0,-0.030315402674288006,0.0,1.3076170649008436
2018-05-16,9500000.0,9542000.0,9015000.0,9297000.0,12218.79341156,40.3921568627451,10985473.189084427,10055850.0,9126226.810915573,0,0.0,0.0,-0.021368421052631592,0.0,1.3076170649008436
2018-05-17,9297000.0,9390000.0,9020000.0,9090000.0,6921.98679007,26.441881100266187,11040765.731701443,10019400.0,8998034.268298557,0,0.0,0.0,-0.022265246853823806,0.0,1.3076170649008436
2018-05-18,9072000.0,9186000.0,8881000.0,9165000.0,5904.08097087,28.3499122293739,11065747.774831759,9975500.0,8885252.225168241,0,0.0,0.0,0.008250825082508184,0.0,1.3076170649008436
2018-05-19,9165000.0,9299000.0,9068000.0,9112000.0,6285.06750236,24.08980582524272,11072416.603138471,9921750.0,8771083.396861529,0,0.0,0.0,-0.005782869612656838,0.0,1.3076170649008436
2018-05-20,9112000.0,9398000.0,9051000.0,9370000.0,4901.03255016,30.778232884727913,11054703.921974735,9883350.0,8711996.078025265,0,0.0,0.0,0.02831431079894653,0.0,1.3076170649008436
2018-05-21,9370000.0,9439000.0,9279000.0,9345000.0,4741.95012493,33.071361207167556,11051565.616885513,9855800.0,8660034.383114487,0,0.0,0.0,-0.0026680896478121774,0.0,1.3076170649008436
2018-05-22,9345000.0,9356000.0,8931000.0,8940000.0,4999.60324703,30.968501619075653,11061094.164310016,9801200.0,8541305.835689984,0,0.0,0.0,-0.043338683788122,0.0,1.3076170649008436
