timestamp,Open,High,Low,Close,Volume,ma,std,upper_band,lower_band,position,returns,buy_price,cumulative
2018-02-01,11439000.0,11490000.0,10011000.0,10070000.0,22225.67551126,14454900.0,2772305.5558030996,20804564.87214175,9172735.12785825,0,0.0,,1.0
2018-02-02,10061000.0,10120000.0,7830000.0,9410000.0,52018.46095277,13868650.0,2512928.492395798,19999511.1116062,8910288.8883938,0,0.0,,1.0
2018-02-03,9410000.0,10200000.0,8400000.0,9520000.0,25405.73722415,13384350.0,2358789.883215071,18894506.984791595,8842793.015208405,0,0.0,,1.0
2018-02-04,9524000.0,10158000.0,8765000.0,8900000.0,18781.02389914,12874050.0,2150616.789740947,18101929.766430143,8666770.233569857,0,0.0,,1.0
2018-02-05,8900000.0,9250000.0,7715000.0,7832000.0,20709.59917348,12551700.0,2397894.824522866,17175283.579481892,8572816.420518106,0,0.0,,1.0
2018-02-06,7831000.0,8698000.0,6620000.0,8642000.0,44456.45172294,12236250.0,2479251.0727190995,17347489.649045732,7755910.350954268,0,0.0,,1.0
2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,33928.15634331,11911600.0,2539233.1084300275,17194752.145438198,7277747.854561801,0,0.0,,1.0
2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,38113.82546535,11617000.0,2457094.111686416,16990066.216860056,6833133.783139945,0,0.0,,1.0
2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,11270550.0,2148311.8090601303,16531188.223372832,6702811.776627168,0,0.0,,1.0
2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,11036500.0,2012605.159070111,15567173.61812026,6973926.381879739,0,0.0,,1.0
2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,17672.61615308,10805300.0,1924697.627653386,15061710.318140222,7011289.681859778,0,0.0,,1.0
2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,14756.72285892,10655250.0,1848492.8106574998,14654695.255306773,6955904.744693228,0,0.0,,1.0
2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,13735.57073936,10478050.0,1732724.3372640663,14352235.621314999,6958264.378685,0,0.0,,1.0
2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,17264.67105928,10353050.0,1630419.5286715354,13943498.674528133,7012601.325471867,0,0.0,,1.0
2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,10277100.0,1539554.956199265,13613889.057343071,7092210.942656929,0,0.0,,1.0
2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,10205200.0,1441040.3990099558,13356209.91239853,7197990.08760147,0,0.0,,1.0
2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,10152600.0,1335464.6894777599,13087280.798019912,7323119.201980088,0,0.0,,1.0
2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,10105450.0,1246723.4731169844,12823529.37895552,7481670.62104448,0,0.0,,1.0
2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,10156550.0,1330500.0435134522,12598896.94623397,7612003.053766031,1,0.0,12598896.94623397,1.0
2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,10262500.0,1509490.5554000433,12817550.087026905,7495549.912973096,1,0.0,12598896.94623397,1.0
2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,10399750.0,1612355.6116505072,13281481.110800087,7243518.8891999135,1,0.0,12598896.94623397,1.0
2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,10517400.0,1622151.5407175934,13624461.223301014,7175038.776698986,1,0.0,12598896.94623397,1.0
2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,10644650.0,1639520.863095724,13761703.081435187,7273096.918564813,1,0.0,12598896.94623397,1.0
2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,10777300.0,1597727.3365956713,13923691.726191448,7365608.273808552,1,0.0,12598896.94623397,1.0
2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,10947200.0,1441029.3324016489,13972754.673191343,7581845.3268086575,1,0.0,12598896.94623397,1.0
2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,11103750.0,1344238.8914803278,13829258.664803298,8065141.335196702,1,0.0,12598896.94623397,1.0
2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,11281950.0,1192842.3143240465,13792227.782960655,8415272.217039345,1,0.0,12598896.94623397,1.0
2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,11400950.0,1120114.678104482,13667634.628648093,8896265.371351907,1,0.0,12598896.94623397,1.0
2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,11515200.0,1077810.4803622912,13641179.356208963,9160720.643791037,1,0.0,12598896.94623397,1.0
2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,11640500.0,1032069.790581735,13670820.960724583,9359579.039275417,1,0.0,12598896.94623397,1.0
2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,11816050.0,907698.2732510888,13704639.58116347,9576360.41883653,1,0.0,12598896.94623397,1.0
2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,11938650.0,831825.7202967582,13631446.546502177,10000653.453497823,1,0.0,12598896.94623397,1.0
2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,12080650.0,698254.0086001443,13602301.440593516,10274998.559406484,1,0.0,12598896.94623397,1.0
2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,12158150.0,587692.8373329792,13477158.01720029,10684141.98279971,1,0.0,12598896.94623397,1.0
2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,12150300.0,599879.4703498564,13333535.674665958,10982764.325334042,0,-0.13027572348569905,,0.869724276514301
2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,12103050.0,687731.3180227644,13350058.940699713,10950541.059300287,0,0.0,,0.869724276514301
2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,12008950.0,781699.2607201185,13478512.636045529,10727587.363954471,0,0.0,,0.869724276514301
2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,11903800.0,917437.713359653,13572348.521440238,10445551.478559762,0,0.0,,0.869724276514301
2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,11797350.0,949379.1475429214,13738675.426719306,10068924.573280694,0,0.0,,0.869724276514301
2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,11630600.0,918075.0112684896,13696108.295085844,9898591.704914156,0,0.0,,0.869724276514301
2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,11498250.0,929075.3113770552,13466750.02253698,9794449.97746302,0,0.0,,0.869724276514301
2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,11367750.0,1063508.041936215,13356400.62275411,9640099.37724589,0,0.0,,0.869724276514301
2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,11220250.0,1161748.6309777985,13494766.08387243,9240733.91612757,0,0.0,,0.869724276514301
2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,11097350.0,1251260.7231781315,13543747.261955597,8896752.738044403,0,0.0,,0.869724276514301
2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,10969200.0,1363200.0123547711,13599871.446356263,8594828.553643737,0,0.0,,0.869724276514301
2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,10831450.0,1415879.063933091,13695600.024709541,8242799.975290458,0,0.0,,0.869724276514301
2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,10719800.0,1410983.62853714,13663208.127866182,7999691.8721338175,0,0.0,,0.869724276514301
2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,10618250.0,1397626.592515002,13541767.25707428,7897832.74292572,0,0.0,,0.869724276514301
2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,10503500.0,1353222.7225560232,13413503.185030004,7822996.814969996,0,0.0,,0.869724276514301
2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,10369400.0,1279494.2421868502,13209945.445112046,7797054.554887954,0,0.0,,0.869724276514301
2018-03-23,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,10220200.0,1144166.4214614173,12928388.4843737,7810411.5156263,0,0.0,,0.869724276514301
2018-03-24,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,10069600.0,1005354.946484512,12508532.842922835,7931867.157077165,0,0.0,,0.869724276514301
2018-03-25,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,9906150.0,789995.7544854807,12080309.892969023,8058890.107030977,0,0.0,,0.869724276514301
2018-03-26,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,9757600.0,635152.232062956,11486141.508970961,8326158.491029039,0,0.0,,0.869724276514301
2018-03-27,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,9630150.0,584182.9449390927,11027904.464125913,8487295.535874087,0,0.0,,0.869724276514301
2018-03-28,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,9540800.0,578028.5551130936,10798515.889878185,8461784.110121815,0,0.0,,0.869724276514301
2018-03-29,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,9415650.0,645173.112223886,10696857.110226188,8384742.889773813,0,0.0,,0.869724276514301
2018-03-30,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,9302600.0,751920.9364930952,10705996.224447772,8125303.775552228,0,0.0,,0.869724276514301
2018-03-31,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,9161450.0,775945.5674749484,10806441.87298619,7798758.12701381,0,0.0,,0.869724276514301
2018-04-01,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,9024900.0,820193.0388953802,10713341.134949896,7609558.8650501035,0,0.0,,0.869724276514301
2018-04-02,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,8902000.0,824040.4946614641,10665286.07779076,7384513.92220924,0,0.0,,0.869724276514301
2018-04-03,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,8848950.0,841008.9476336172,10550080.989322929,7253919.010677071,0,0.0,,0.869724276514301
2018-04-04,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,8767800.0,890814.2106491902,10530967.895267235,7166932.104732766,0,0.0,,0.869724276514301
2018-04-05,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,8683450.0,936880.2358442573,10549428.421298381,6986171.578701619,0,0.0,,0.869724276514301
2018-04-06,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,8614100.0,988096.5167004638,10557210.471688515,6809689.528311485,0,0.0,,0.869724276514301
2018-04-07,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,8539850.0,1011662.0131976726,10590293.033400927,6637906.966599072,0,0.0,,0.869724276514301
2018-04-08,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,8435050.0,991556.2183811485,10563174.026395345,6516525.973604655,0,0.0,,0.869724276514301
2018-04-09,7621000.0,7752000.0,7290000.0,7450000.0,16765.03922053,8316100.0,957648.869834102,10418162.436762298,6451937.5632377025,0,0.0,,0.869724276514301
2018-04-10,7449000.0,7468000.0,7263000.0,7428000.0,12263.5228475,8191550.0,898358.589463557,10231397.739668204,6400802.2603317965,0,0.0,,0.869724276514301
2018-04-11,7428000.0,7483000.0,7351000.0,7429000.0,13067.55564243,8073850.0,830523.568219598,9988267.178927114,6394832.821072886,0,0.0,,0.869724276514301
2018-04-12,7432000.0,8280000.0,7200000.0,8121000.0,40389.83330536,7987550.0,718727.9314688382,9734897.136439197,6412802.863560804,0,0.0,,0.869724276514301
2018-04-13,8125000.0,8625000.0,7925000.0,8375000.0,29730.02055218,7927300.0,622239.004681608,9425005.862937676,6550094.137062323,0,0.0,,0.869724276514301
2018-04-14,8375000.0,8575000.0,8120000.0,8350000.0,18691.42301782,7870950.0,516569.9091627585,9171778.009363215,6682821.990636784,0,0.0,,0.869724276514301
2018-04-15,8349000.0,8710000.0,8250000.0,8663000.0,15472.99524881,7851500.0,475446.770499849,8904089.818325518,6837810.181674483,0,0.0,,0.869724276514301
2018-04-16,8665000.0,8840000.0,8449000.0,8663000.0,17194.39323556,7852100.0,476515.1900155736,8802393.540999698,6900606.4590003025,1,0.0,8802393.540999698,0.869724276514301
2018-04-17,8663000.0,8704000.0,8360000.0,8450000.0,24694.92021697,7838100.0,452892.67928192095,8805130.380031148,6899069.619968853,1,0.0,8802393.540999698,0.869724276514301
2018-04-18,8450000.0,8679000.0,8445000.0,8652000.0,20637.8768936,7874950.0,488094.3044123636,8743885.358563842,6932314.641436158,1,0.0,8802393.540999698,0.869724276514301
2018-04-19,8652000.0,8999000.0,8601000.0,8994000.0,28767.85905612,7944550.0,543253.9848956963,8851138.608824728,6898761.391175273,1,0.0,8802393.540999698,0.869724276514301
2018-04-20,8994000.0,9666000.0,8710000.0,9552000.0,25528.47959504,8037300.0,647177.5238435067,9031057.969791392,6858042.030208607,1,0.0,8802393.540999698,0.869724276514301
2018-04-21,9552000.0,9845000.0,9285000.0,9735000.0,18553.75599688,8149950.0,735489.9172802072,9331655.047687013,6742944.952312986,1,0.0,8802393.540999698,0.869724276514301
2018-04-22,9735000.0,9757000.0,9500000.0,9602000.0,12583.32708627,8244550.0,795178.6608249582,9620929.834560415,6678970.165439585,1,0.0,8802393.540999698,0.869724276514301
2018-04-23,9602000.0,9771000.0,9530000.0,9760000.0,12885.92089887,8327950.0,862922.7857753686,9834907.321649916,6654192.6783500835,1,0.0,8802393.540999698,0.869724276514301
2018-04-24,9758000.0,10670000.0,9730000.0,10505000.0,23344.4840328,8478600.0,966134.5879871302,10053795.571550738,6602104.428449263,1,0.0,8802393.540999698,0.869724276514301
2018-04-25,10505000.0,10755000.0,9723000.0,9829000.0,25689.72597052,8599650.0,976547.0465934176,10410869.175974261,6546330.82402574,1,0.0,8802393.540999698,0.869724276514301
2018-04-26,9829000.0,10508000.0,9510000.0,10130000.0,22295.30584657,8742150.0,981770.9173785547,10552744.093186835,6646555.906813165,1,0.0,8802393.540999698,0.869724276514301
2018-04-27,10130000.0,10200000.0,9778000.0,9819000.0,17528.43197899,8856450.0,966542.4256214107,10705691.83475711,6778608.165242891,1,0.0,8802393.540999698,0.869724276514301
2018-04-28,9821000.0,10118000.0,9750000.0,10043000.0,12164.64763884,8977500.0,955341.0248094744,10789534.851242822,6923365.148757178,1,0.0,8802393.540999698,0.869724276514301
2018-04-29,10043000.0,10256000.0,9894000.0,10187000.0,14834.01522815,9114350.0,920409.7642954113,10888182.049618948,7066817.950381052,1,0.0,8802393.540999698,0.869724276514301
2018-04-30,10187000.0,10292000.0,9934000.0,10138000.0,14851.10015753,9249850.0,856332.6502560481,10955169.528590823,7273530.471409177,1,0.0,8802393.540999698,0.869724276514301
2018-05-01,10135000.0,10144000.0,9740000.0,9896000.0,15399.91370228,9373200.0,751507.8596779323,10962515.300512096,7537184.699487904,1,0.0,8802393.540999698,0.869724276514301
2018-05-02,9896000.0,10078000.0,9811000.0,10032000.0,11828.98111498,9468750.0,703896.4393774376,10876215.719355864,7870184.280644136,1,0.0,8802393.540999698,0.869724276514301
2018-05-03,10032000.0,10785000.0,10010000.0,10683000.0,20391.11856627,9584150.0,704336.3636485839,10876542.878754875,8060957.121245125,1,0.0,8802393.540999698,0.869724276514301
2018-05-04,10670000.0,10901000.0,10500000.0,10645000.0,12582.44048262,9698900.0,679187.9749104625,10992822.727297168,8175477.272702832,1,0.0,8802393.540999698,0.869724276514301
2018-05-05,10645000.0,10907000.0,10621000.0,10820000.0,9581.87522246,9806750.0,677292.3550508636,11057275.949820925,8340524.050179075,1,0.0,8802393.540999698,0.869724276514301
2018-05-06,10820000.0,10963000.0,10500000.0,10684000.0,8806.00591903,9907800.0,647787.94450997,11161334.710101727,8452165.289898273,1,0.0,8802393.540999698,0.869724276514301
2018-05-07,10684000.0,10721000.0,10264000.0,10422000.0,8143.48490464,10006400.0,558085.8639840013,11203375.88901994,8612224.11098006,1,0.0,8802393.540999698,0.869724276514301
2018-05-08,10439000.0,10499000.0,10130000.0,10233000.0,7651.23404175,10085450.0,459387.86215414957,11122571.727968004,8890228.272031996,1,0.0,8802393.540999698,0.869724276514301
2018-05-09,10230000.0,10433000.0,9917000.0,10405000.0,9955.39479461,10156000.0,385323.51411007857,11004225.724308299,9166674.275691701,1,0.0,8802393.540999698,0.869724276514301
2018-05-10,10405000.0,10474000.0,9895000.0,9976000.0,9077.78269458,10177200.0,361255.5007773996,10926647.028220158,9385352.971779842,1,0.0,8802393.540999698,0.869724276514301
2018-05-11,9976000.0,9985000.0,8788000.0,9256000.0,20997.66993227,10153250.0,405307.01488576975,10899711.001554798,9454688.998445202,0,0.07210432792026955,,0.9324351609483073
2018-05-12,9257000.0,9644000.0,9014000.0,9481000.0,10980.18990988,10147200.0,414761.38986909064,10963864.02977154,9342635.97022846,0,0.0,,0.9324351609483073
2018-05-13,9480000.0,9851000.0,9360000.0,9803000.0,8513.44899868,10149350.0,412755.2192915986,10976722.77973818,9317677.22026182,0,0.0,,0.9324351609483073
2018-05-14,9804000.0,9935000.0,9400000.0,9797000.0,12813.13382791,10113950.0,411004.60683784157,10974860.438583197,9323839.561416803,0,0.0,,0.9324351609483073
2018-05-15,9802000.0,9879000.0,9458000.0,9500000.0,8325.82703617,10097500.0,429191.2222576099,10935959.213675683,9291940.786324317,0,0.0,,0.9324351609483073
2018-05-16,9500000.0,9542000.0,9015000.0,9297000.0,12218.79341156,10055850.0,464811.59454221366,10955882.444515219,9239117.555484781,0,0.0,,0.9324351609483073
2018-05-17,9297000.0,9390000.0,9020000.0,9090000.0,6921.98679007,10019400.0,510682.8658507217,10985473.189084427,9126226.810915573,0,0.0,,0.9324351609483073
2018-05-18,9072000.0,9186000.0,8881000.0,9165000.0,5904.08097087,9975500.0,545123.8874158793,11040765.731701443,8998034.268298557,0,0.0,,0.9324351609483073
2018-05-19,9165000.0,9299000.0,9068000.0,9112000.0,6285.06750236,9921750.0,575333.3015692359,11065747.774831759,8885252.225168241,0,0.0,,0.9324351609483073
2018-05-20,9112000.0,9398000.0,9051000.0,9370000.0,4901.03255016,9883350.0,585676.9609873679,11072416.603138471,8771083.396861529,0,0.0,,0.9324351609483073
2018-05-21,9370000.0,9439000.0,9279000.0,9345000.0,4741.95012493,9855800.0,597882.8084427569,11054703.921974735,8711996.078025265,0,0.0,,0.9324351609483073
2018-05-22,9345000.0,9356000.0,8931000.0,8940000.0,4999.60324703,9801200.0,629947.0821550078,11051565.616885513,8660034.383114487,0,0.0,,0.9324351609483073
2018-05-23,8940000.0,9020000.0,8433000.0,8483000.0,8085.0532098,9691200.0,659262.4746837429,11061094.164310016,8541305.835689984,0,0.0,,0.9324351609483073
2018-05-24,8483000.0,8767000.0,8185000.0,8415000.0,8771.34270455,9579700.0,677775.7818970304,11009724.949367486,8372675.050632514,0,0.0,,0.9324351609483073
2018-05-25,8415000.0,8480000.0,8180000.0,8317000.0,4317.19540355,9454550.0,667715.5457227376,10935251.563794062,8224148.436205939,0,0.0,,0.9324351609483073
2018-05-26,8317000.0,8420000.0,8122000.0,8162000.0,3099.59149706,9328450.0,661423.9404097644,10789981.091445476,8119118.908554525,0,0.0,,0.9324351609483073
2018-05-27,8162000.0,8216000.0,8040000.0,8182000.0,2635.09988761,9216450.0,656135.694806958,10651297.88081953,8005602.119180471,0,0.0,,0.9324351609483073
2018-05-28,8182000.0,8261000.0,7858000.0,7903000.0,5922.32658056,9099950.0,672782.8675300173,10528721.389613915,7904178.610386084,0,0.0,,0.9324351609483073
2018-05-29,7903000.0,8360000.0,7813000.0,8299000.0,6682.61704253,8994650.0,620555.8861976436,10445515.735060034,7754384.264939966,0,0.0,,0.9324351609483073
2018-05-30,8300000.0,8436000.0,8100000.0,8207000.0,6755.11057646,8906200.0,599015.8244107926,10235761.772395287,7753538.227604713,0,0.0,,0.9324351609483073
2018-05-31,8198000.0,8375000.0,8110000.0,8282000.0,4978.12880286,8857500.0,608596.7898628637,10104231.648821585,7708168.351178415,0,0.0,,0.9324351609483073
2018-06-01,8278000.0,8370000.0,8139000.0,8282000.0,3751.37371919,8797550.0,602974.1615305643,10074693.579725727,7640306.420274273,0,0.0,,0.9324351609483073
2018-06-02,8282000.0,8425000.0,8211000.0,8339000.0,3557.44198334,8724350.0,561958.6307117105,10003498.32306113,7591601.676938871,0,0.0,,0.9324351609483073
2018-06-03,8338000.0,8443000.0,8297000.0,8419000.0,3755.93937776,8655450.0,505124.73446488613,9848267.26142342,7600432.738576579,0,0.0,,0.9324351609483073
2018-06-04,8419000.0,8477000.0,8206000.0,8248000.0,3615.54200858,8592850.0,471405.76721994055,9665699.468929771,7645200.531070228,0,0.0,,0.9324351609483073
2018-06-05,8241000.0,8400000.0,8130000.0,8360000.0,3715.39795807,8546000.0,443475.3894551879,9535661.53443988,7650038.465560119,0,0.0,,0.9324351609483073
2018-06-06,8359000.0,8400000.0,8208000.0,8359000.0,3334.03058018,8509450.0,426062.3224733412,9432950.778910376,7659049.221089624,0,0.0,,0.9324351609483073
2018-06-07,8358000.0,8490000.0,8330000.0,8375000.0,3432.43923415,8469950.0,397768.707588518,9361574.644946683,7657325.355053318,0,0.0,,0.9324351609483073
2018-06-08,8375000.0,8385000.0,8268000.0,8341000.0,2685.93901923,8431400.0,368557.41536543507,9265487.415177036,7674412.584822964,0,0.0,,0.9324351609483073
2018-06-09,8341000.0,8370000.0,8205000.0,8233000.0,1658.39383848,8374550.0,296879.4678330736,9168514.83073087,7694285.16926913,0,0.0,,0.9324351609483073
2018-06-10,8233000.0,8247000.0,7425000.0,7576000.0,7445.15112262,8286100.0,252779.47534894853,8968308.935666148,7780791.064333852,0,0.0,,0.9324351609483073
2018-06-11,7576000.0,7662000.0,7362000.0,7635000.0,4309.230986,8220850.0,243358.794029254,8791658.950697897,7780541.049302103,0,0.0,,0.9324351609483073
2018-06-12,7635000.0,7685000.0,7270000.0,7350000.0,5044.24648135,8164200.0,303550.84547611914,8707567.588058509,7734132.411941492,0,0.0,,0.9324351609483073
2018-06-13,7350000.0,7390000.0,6951000.0,7040000.0,4943.24050185,8095450.0,387781.33759796346,8771301.690952238,7557098.309047761,0,0.0,,0.9324351609483073
2018-06-14,7039000.0,7380000.0,6977000.0,7355000.0,6511.9470463,8047350.0,417386.76686939417,8871012.675195927,7319887.324804073,0,0.0,,0.9324351609483073
2018-06-15,7363000.0,7399000.0,7151000.0,7180000.0,3302.08916025,7998250.0,458886.3951829483,8882123.533738788,7212576.466261212,0,0.0,,0.9324351609483073
2018-06-16,7180000.0,7336000.0,7116000.0,7277000.0,2031.22860933,7953000.0,483759.6184272127,8916022.790365897,7080477.209634103,0,0.0,,0.9324351609483073
2018-06-17,7275000.0,7329000.0,7206000.0,7218000.0,1502.42292843,7918750.0,510969.55053969374,8920519.236854425,6985480.763145574,0,0.0,,0.9324351609483073
2018-06-18,7231000.0,7550000.0,7135000.0,7461000.0,3050.85296824,7876850.0,512503.6867644534,8940689.101079388,6896810.898920612,0,0.0,,0.9324351609483073
2018-06-19,7461000.0,7649000.0,7370000.0,7553000.0,3830.01250877,7844150.0,511192.3394325514,8901857.373528907,6851842.626471093,0,0.0,,0.9324351609483073
2018-06-20,7553000.0,7594000.0,7110000.0,7538000.0,5808.17313215,7806950.0,504681.9191069476,8866534.678865103,6821765.321134897,0,0.0,,0.9324351609483073
2018-06-21,7538000.0,7580000.0,7445000.0,7511000.0,3078.51433366,7768400.0,495854.64763248333,8816313.838213895,6797586.161786105,0,0.0,,0.9324351609483073
