SMA_Period,Total_Return_Pct,CAGR_Pct,MDD_Pct,Sharpe_Ratio,Win_Rate_Pct,Total_Trades,Profit_Factor,Final_Value
47,2142.1360776889774,48.65917624730456,-54.52781875963537,1.2054323497124708,51.23376623376623,1540,1.3044581373040254,22.421360776889774
48,1879.0270806777514,46.31222919267053,-56.2557083436377,1.165673584379466,51.06658047834518,1547,1.2926405614921155,19.790270806777514
49,1784.3735887224257,45.40090274668229,-57.1738148452546,1.1509531148232781,51.26050420168067,1547,1.2887163984827061,18.843735887224256
50,1720.1521098457235,44.759553897180226,-55.61882630584877,1.1354822412838488,51.12976113621691,1549,1.2843979098564604,18.201521098457235
51,1678.1821881233705,44.32966767721365,-56.86274631600897,1.1296474447436256,51.19741100323625,1545,1.2829982402707365,17.781821881233704
52,1590.4317346301955,43.40147732704409,-56.43054823226756,1.1111396597693388,51.18971061093247,1555,1.2773030652257198,16.904317346301955
53,1839.6965120152533,45.938272935285426,-55.17508689094851,1.156939016465902,51.246006389776355,1565,1.2896360091964685,19.396965120152533
54,1973.4778037326937,47.184452949245824,-54.309614081630656,1.1780198510966067,51.33928571428571,1568,1.295025354172176,20.734778037326937
55,2616.2851741824475,52.339697715819476,-51.50764437955138,1.2707916405295214,51.732991014120664,1558,1.322848568026409,27.162851741824475
56,2629.11219578233,52.43122196248324,-51.50764437955141,1.272755818473098,51.792573623559534,1562,1.3237657102812113,27.291121957823304
57,2853.440232183478,53.97407319715073,-51.317735609132534,1.2970611454959633,51.621106166560715,1573,1.3300157855030472,29.534402321834783
58,2688.6207907145817,52.850983527403386,-54.13680599838361,1.2765209429065592,51.457541191381495,1578,1.3229966653308438,27.886207907145817
59,2637.358528661833,52.48986375205911,-54.35206940490651,1.2684400338807709,51.32408575031526,1586,1.3191361087276883,27.373585286618333
60,2665.9482130894203,52.69198584383905,-55.769341899255686,1.2724986591268703,51.320754716981135,1590,1.3197700789804943,27.659482130894204
61,2788.8626857223235,53.54071553987079,-56.57721407276325,1.2867633907835365,51.66771554436753,1589,1.3240076070134288,28.888626857223233
62,2465.021111407922,51.230940055287164,-56.138269810524164,1.2495616208241929,51.63522012578616,1590,1.3128188645323466,25.65021111407922
63,2405.0496226851797,50.775498620997084,-54.906766491784985,1.2416252262729717,51.63522012578616,1590,1.3105930538186736,25.0504962268518
64,2364.9191642779856,50.465393264543664,-54.45017607613687,1.2363626820982743,51.69597989949749,1592,1.3084927122717833,24.649191642779858
65,2668.8160323138213,52.71215989926432,-56.345490128595046,1.2712050889648014,51.8541797611565,1591,1.3184131081790913,27.688160323138213
66,2926.0732541429134,54.45171855873128,-55.74067556163151,1.3033237432941858,52.015113350125944,1588,1.3282760335564834,30.26073254142913
67,2662.230198158265,52.665803787991464,-58.1080171682263,1.2726546893864354,51.8541797611565,1591,1.3191397503943412,27.62230198158265
68,2477.166160995334,51.322040234489364,-57.95578622465584,1.249379092333173,51.691729323308266,1596,1.3119822352937511,25.77166160995334
69,2523.7040567995014,51.66768949770888,-57.99144191078764,1.2558309036397437,51.817042606516296,1596,1.314004356288307,26.237040567995013
70,2390.0552101952444,50.66014099041385,-61.45419701104341,1.2365644103458246,51.84259837601499,1601,1.3085137495661574,24.900552101952446
71,2443.005123104499,51.06483402984134,-58.07020396086943,1.245733944494336,51.780137414116176,1601,1.3115871406032837,25.430051231044988
72,2530.947962419713,51.72100998278506,-59.26484909784641,1.254707572495569,51.8380062305296,1605,1.3142087099989956,26.30947962419713
73,2589.8400248063144,52.149808080393335,-57.02126866735029,1.2615271438049651,51.81023720349563,1602,1.3159886592285468,26.898400248063144
74,2492.5026573578352,51.43654584165744,-56.76957765245368,1.249560918724114,51.784596117720724,1597,1.3128261554223906,25.92502657357835
75,2575.820918390655,52.04848218607905,-55.99562170814606,1.2588477302997851,51.625,1600,1.3152656310707944,26.75820918390655
76,2880.571231087365,54.153677522697706,-54.25314595042049,1.2937886123823703,51.72197871008141,1597,1.3257449084868407,29.80571231087365
77,2866.052345639221,54.057742318620036,-54.25314595042049,1.2921050852724831,51.78236397748592,1599,1.3250524100468668,29.660523456392212
78,2831.4004036752694,53.82710905500223,-53.93022050853442,1.2884039645201177,51.65728580362726,1599,1.3243196542360158,29.314004036752692
79,2706.0550124783304,52.97248049117758,-53.142248414399184,1.2754637619083544,51.65936130244207,1597,1.3208524946575444,28.060550124783305
80,2375.1609664146686,50.54495239370353,-55.077615023097216,1.2341721853972174,51.50187734668336,1598,1.3082080184389069,24.751609664146685
81,2544.737788848854,51.822160222884975,-55.61944741744595,1.2524998858919112,51.400124455507154,1607,1.3130639617012672,26.44737788848854
82,2579.1589954874694,52.072650745795855,-56.162064737800435,1.2565831784860626,51.52457996266335,1607,1.314053158996789,26.791589954874695
83,3037.6532998720522,55.16634937865123,-56.221698914572826,1.3062327273808765,51.458721291123524,1611,1.327855575914547,31.376532998720524
84,3607.927334903183,58.50526460956349,-58.13616335066559,1.3586386361002596,51.6728624535316,1614,1.3424967711784284,37.07927334903183
85,3796.0857525953875,59.508677733131044,-57.37171559494224,1.37433748384857,51.92307692307693,1612,1.3469607177101297,38.96085752595388
86,3725.3409936917096,59.136473264695,-57.37171559494229,1.367391363308852,51.84956843403206,1622,1.3436155834731058,38.253409936917095
87,4189.042796873393,61.47473572781319,-57.53703009849601,1.403773520893049,51.90651906519065,1626,1.3540057456503978,42.89042796873393
88,4001.0539107892896,60.55471437472069,-58.926901091337584,1.3891493168565663,51.61683953630263,1639,1.3489673112417104,41.010539107892896
89,3178.7324955523077,56.03882595795624,-58.92690109133757,1.322095996346999,51.40758873929009,1634,1.330604291338114,32.787324955523076
90,3235.1008620293724,56.37828936239513,-55.57681391100056,1.3325815362012803,51.435552840562,1637,1.3327323442523327,33.351008620293726
91,3038.806014315015,55.173615628495924,-55.621391893358606,1.314635438548126,51.37614678899083,1635,1.3282276638039374,31.388060143150152
92,3051.934917311659,55.25621111211245,-55.62139189335863,1.315736313315454,51.40243902439025,1640,1.3280872017750813,31.519349173116588
93,2891.565128907907,54.22605007392225,-54.73000473037124,1.2991772995479667,51.277372262773724,1644,1.3230240592176254,29.91565128907907
94,3226.6813892976243,56.32790488347344,-48.68335097890672,1.3382169727209305,51.426836672738304,1647,1.3336109321018388,33.266813892976245
95,3170.5600073578685,55.989187381216524,-49.219400156491275,1.3324383635941286,51.42857142857142,1645,1.3318035100987546,32.70560007357869
96,3051.670096994314,55.25454806496774,-50.746374353876924,1.3204925393870042,51.463414634146346,1640,1.3286575978946444,31.51670096994314
97,3047.3431550006962,55.227357983270984,-52.15121520113131,1.3202348548396032,51.4041514041514,1638,1.3289574595619738,31.47343155000696
98,2935.62460035394,54.51378348510176,-52.12475016529121,1.3081188110999211,51.40243902439025,1640,1.3250600253625402,30.3562460035394
99,2946.9316281228625,54.587037017981665,-53.132301735316446,1.3092697793204462,51.278928136419,1642,1.325293403028665,30.469316281228625
100,2805.4334780295812,53.65271637820772,-54.00440309880806,1.2929539914771047,51.28205128205128,1638,1.3205553441708524,29.054334780295815
101,2648.852692849683,52.57134507706531,-53.306332742352204,1.2761026124449582,51.34969325153374,1630,1.3169743273687387,27.48852692849683
102,2981.0176474056775,54.8064398763366,-54.26287055021373,1.3107406055815287,51.25689760882894,1631,1.3265059331118565,30.810176474056775
103,3316.248210822534,56.85829066828045,-54.26287055021374,1.3468879151557287,51.28992628992629,1628,1.3374955774612602,34.16248210822534
104,3101.0918685259867,55.56282087642646,-53.52218163570986,1.3243347888657877,51.225490196078425,1632,1.3304051459584056,32.01091868525987
105,3286.98160108215,56.68633168637249,-53.52218163570988,1.3408049616224462,51.2584407612032,1629,1.3354395737805105,33.8698160108215
106,3097.8616432890285,55.54279934273714,-54.23501835840584,1.3221847299582354,51.23001230012301,1626,1.3303195960078542,31.978616432890284
107,3387.6427100868527,57.27244488808232,-50.48174598533316,1.352883530471831,51.26153846153846,1625,1.339513417651457,34.876427100868526
108,3237.7029077654847,56.39383828266797,-50.48174598533319,1.3378489853040094,51.293103448275865,1624,1.3347714191752753,33.377029077654846
109,3161.869123630457,55.93628126038863,-50.48174598533317,1.3281683649293738,51.416256157635466,1624,1.3319440800752227,32.61869123630457
110,3218.8124410714827,56.28071421006866,-51.26779754307095,1.3345098793555776,51.479654747225645,1622,1.33399595213849,33.18812441071483
111,3200.022937190627,56.16763605466024,-51.267797543070955,1.3327661611214099,51.54320987654321,1620,1.3335742577055594,33.00022937190627
112,3115.7429143281815,55.65341006050901,-50.62661258452344,1.324309302975047,51.48148148148148,1620,1.3310058551424544,32.15742914328182
113,2991.9023530581617,54.87605582407444,-51.21911847479523,1.3114135703766774,51.41800246609125,1622,1.3273851762889581,30.91902353058162
114,3305.9794744886253,56.798102537163416,-51.23478318102428,1.3402397626587976,51.545117428924605,1618,1.3356292615266334,34.059794744886254
115,3748.0777473062035,59.256746838855804,-51.2347831810243,1.3824477812517237,51.76689398636082,1613,1.3484719877454907,38.480777473062034
116,3937.0123140095393,60.232879640247305,-51.23478318102427,1.3982119593046156,51.86104218362283,1612,1.3531548705417253,40.370123140095394
117,3957.21605820085,60.334889640413294,-49.36431105949857,1.4000282594756444,51.92786069651741,1608,1.3540005966757347,40.5721605820085
118,4941.81562790388,64.83808187230542,-48.135890946477,1.4640321911106051,51.955307262569825,1611,1.3739769359394047,50.418156279038804
119,4825.87816492184,64.34992660797599,-48.13589094647692,1.4564499326200753,51.93026151930261,1606,1.3719282970495308,49.2587816492184
120,4380.779379175454,62.377542558672694,-48.86106715129356,1.4291568239988979,51.99750312109863,1602,1.364229237900057,44.80779379175454
