Strategy,Total Return (%),CAGR (%),MDD (%),Sharpe Ratio,Win Rate (%),Total Trades,Profit Factor
Adaptive Kalman Filter Portfolio,6.700081983859496,0.950077599019683,-69.85686163404581,0.22112650674005782,33.90705679862307,1162,1.0604371770164869
Adaptive Kalman Filter - BTC,161.53870126377006,13.039537030059133,-67.89943188674175,0.4723642988208935,30.0,680,1.1999334779406892
Adaptive Kalman Filter - ETH,-33.16102194905346,-5.7051708041399145,-78.85874228777416,0.19171689553774107,30.903328050713153,631,1.0686299711688214
Adaptive Kalman Filter - ADA,-56.27759148260968,-11.363695156434172,-89.08560387988483,0.19753549911352222,30.81967213114754,610,1.0865914375629637
Adaptive Kalman Filter - XRP,-94.8039066981953,-35.026699103160006,-97.01064850054479,-0.3063364190131375,23.92638036809816,652,0.8889129590742096
