timestamp,Open,High,Low,Close,Volume,SMA50,ADX,signal,position,position_change,daily_price_return,returns,cumulative
2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,,65.04725401219972,1,1.0,0.0,0.04736286919831234,0.04736286919831234,0.7420956059146756
2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,,63.74610873561005,1,1.0,0.0,0.0030214523114109326,0.0030214523114109326,0.7443378123984544
2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,17672.61615308,,63.78069350617094,1,1.0,0.0,-0.06416306858118281,-0.06416306858118281,0.6965788142939648
2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,14756.72285892,,63.50397073456812,1,1.0,0.0,0.08798283261802564,0.08798283261802564,0.7578657915172535
2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,13735.57073936,,64.5728468168156,1,1.0,0.0,-0.023076923076923106,-0.023076923076923106,0.7403765809437785
2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,17264.67105928,,64.33040677510549,1,1.0,0.0,0.05723803755299817,0.05723803755299817,0.7827542834871988
2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,,61.888693681276,1,1.0,0.0,0.08440752410961516,0.08440752410961516,0.8488246345425491
2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,,58.95659518428402,1,1.0,0.0,0.009245399313198899,0.009245399313198899,0.8566723572357751
2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,,54.44749615876447,1,1.0,0.0,0.07311114988658174,0.07311114988658174,0.9193046583493311
2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,,50.43087209529681,1,1.0,0.0,-0.027154471544715397,-0.027154471544715397,0.8943414261632598
2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,14901580.0,47.92664564508474,1,1.0,0.0,0.0570783887681765,0.0570783887681765,0.9453889937772918
2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,14795340.0,47.95081015354321,1,1.0,0.0,0.07107281208000638,0.07107281208000638,1.0125804480745315
2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,14646380.0,48.10212720197008,1,1.0,0.0,-0.054103926778860334,-0.054103926778860334,0.9577958696542015
2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,14463640.0,47.15913646410222,1,1.0,0.0,-0.0820912992586812,-0.0820912992586812,0.8791691622896897
2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,14236900.0,46.11012754595421,1,1.0,0.0,0.02567372268979007,0.02567372268979007,0.9017407075597302
2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,13919080.0,45.5910991192522,1,1.0,0.0,-0.04243680066307498,-0.04243680066307498,0.8634737169032378
2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,13605200.0,44.379731819014765,1,1.0,0.0,-0.027958106119622572,-0.027958106119622572,0.8393326270945521
2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,13323480.0,43.50602924250327,1,1.0,0.0,0.04835262689225295,0.04835262689225295,0.8799165644509495
2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,13057900.0,43.32159252818142,1,1.0,0.0,0.015119340864690356,0.015119340864690356,0.8932203229213707
2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,12814780.0,43.95480769163419,1,1.0,0.0,-0.00761442557108194,-0.00761442557108194,0.8864189632539081
2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,12632720.0,44.94894663221587,1,1.0,0.0,0.029848229342327226,0.029848229342327226,0.9128769997624987
2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,12494240.0,45.75247730424183,1,1.0,0.0,0.02055018830849842,0.02055018830849842,0.9316367940101151
2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,12335960.0,45.94002422457287,1,1.0,0.0,0.029362214199759373,0.029362214199759373,0.9589917131122172
2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,12165100.0,45.205698082969995,1,1.0,0.0,-0.01862676330761437,-0.01862676330761437,0.9411288014581123
2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,12035900.0,42.987430804303074,1,1.0,0.0,0.01222998729351965,0.01222998729351965,0.9526387947415104
2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,11894240.0,38.54986196318758,1,1.0,0.0,-0.056723678016632695,-0.056723678016632695,0.8986016184824399
2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,11832660.0,35.5006723175279,1,1.0,0.0,-0.06845213341096235,-0.06845213341096235,0.8370904206107732
2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,11743980.0,33.70128449433589,1,1.0,0.0,-0.060982142857142874,-0.060982142857142874,0.7860428529967413
2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,11654740.0,33.351641163896495,1,1.0,0.0,-0.00941333079775597,-0.00941333079775597,0.7786435716002711
2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,11544560.0,33.6911245218492,1,1.0,0.0,-0.05327318103282774,-0.05327318103282774,0.7371627516503623
2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,11417800.0,33.69991315928197,1,1.0,0.0,0.06661259251748963,0.06661259251748963,0.7862670736451193
2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,11329260.0,33.68243727120211,1,1.0,0.0,-0.029182509505703447,-0.029182509505703447,0.763321827294449
2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,11253740.0,34.08470856253558,1,1.0,0.0,-0.004406149025751538,-0.004406149025751538,0.7599585175687806
2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,11173980.0,35.562308643794886,1,1.0,0.0,-0.099822974036192,-0.099822974036192,0.6840971982009293
2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,11087280.0,38.17537180895759,1,1.0,0.0,-0.0041516442696383216,-0.0041516442696383216,0.6812570699881427
2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,11009720.0,41.47703690655277,1,1.0,0.0,-0.0021941854086670043,-0.0021941854086670043,0.6797622656656235
2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,10925540.0,45.65626311476614,1,1.0,0.0,-0.04705882352941182,-0.04705882352941182,0.6477734531637117
2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,10847900.0,50.51712545473102,1,1.0,0.0,0.04049844236760114,0.04049844236760114,0.6740072690239243
2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,10775220.0,54.068778459453895,1,1.0,0.0,0.07762253271235298,0.07762253271235298,0.7263254203120976
2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,10713620.0,56.60386042550774,1,1.0,0.0,0.011422103313438958,0.011422103313438958,0.7346215843020794
2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,10679460.0,57.43634309666893,1,1.0,0.0,0.00915657747481946,0.00915657747481946,0.7413482037534159
2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,10646540.0,58.44423730066688,1,1.0,0.0,-0.0137110595826192,-0.0137110595826192,0.7311835343602852
2018-03-23,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,10642080.0,57.935961719252404,1,1.0,0.0,0.006541960543800407,0.006541960543800407,0.7359669081923467
2018-03-24,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,10645480.0,56.751455211599605,1,1.0,0.0,-0.027114857316949292,-0.027114857316949292,0.7160112704867149
2018-03-25,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,10644620.0,56.01942619541709,1,1.0,0.0,-0.0107515657620042,-0.0107515657620042,0.7083130282257408
2018-03-26,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,10647660.0,56.36842235680451,1,1.0,0.0,-0.044845415215785556,-0.044845415215785556,0.6765484363722071
2018-03-27,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,10664040.0,56.354830805200656,1,1.0,0.0,-0.044299602297834695,-0.044299602297834695,0.6465776097056963
2018-03-28,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,10665800.0,54.4903244693427,1,1.0,0.0,0.00913189226679001,0.00913189226679001,0.6524820867796474
2018-03-29,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,10656360.0,52.685851787780315,1,1.0,0.0,-0.09335624284077892,-0.09335624284077892,0.5915688106369884
2018-03-30,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,10618800.0,50.54214372446829,1,1.0,0.0,-0.03954516740366398,-0.03954516740366398,0.5681751229895623
2018-03-31,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,10574160.0,47.550040627660145,1,1.0,0.0,0.012496711391738913,0.012496711391738913,0.5752754435215286
2018-04-01,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,10524620.0,44.460024793094654,1,1.0,0.0,-0.027932960893854775,-0.027932960893854775,0.5592062970544468
2018-04-02,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,10492420.0,44.24893913229534,1,1.0,0.0,0.030473135525260542,0.030473135525260542,0.5762470663311661
2018-04-03,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,10451460.0,44.43820867156008,1,1.0,0.0,0.04954604409857333,0.04954604409857333,0.6047978288912835
2018-04-04,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,10403180.0,46.1803746397709,1,1.0,0.0,-0.074147305981216,-0.074147305981216,0.5599536992157064
2018-04-05,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,10341880.0,48.05215414694385,1,1.0,0.0,-0.011211959423384932,-0.011211959423384932,0.5536755210611256
2018-04-06,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,10260340.0,50.64275602922584,1,1.0,0.0,-0.017278617710583144,-0.017278617710583144,0.5441087733970025
2018-04-07,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,10181760.0,53.43814125351624,1,1.0,0.0,0.03475274725274735,0.03475274725274735,0.5630180480768708
2018-04-08,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,10088200.0,56.05781251317847,1,1.0,0.0,0.01181468206557823,0.01181468206557823,0.5696699273120815
2018-04-09,7621000.0,7752000.0,7290000.0,7450000.0,16765.03922053,9997880.0,56.89277749548136,1,1.0,0.0,-0.022566255575964367,-0.022566255575964367,0.556814610138416
2018-04-10,7449000.0,7468000.0,7263000.0,7428000.0,12263.5228475,9893460.0,57.25613888546752,1,1.0,0.0,-0.002953020134228157,-0.002953020134228157,0.5551703253836449
2018-04-11,7428000.0,7483000.0,7351000.0,7429000.0,13067.55564243,9771080.0,58.37057710699122,1,1.0,0.0,0.00013462574044154074,0.00013462574044154074,0.5552450655997708
2018-04-12,7432000.0,8280000.0,7200000.0,8121000.0,40389.83330536,9677200.0,55.853417725645215,1,1.0,0.0,0.09314847220352673,0.09314847220352673,0.6069652951589365
2018-04-13,8125000.0,8625000.0,7925000.0,8375000.0,29730.02055218,9609440.0,53.67957587550069,1,1.0,0.0,0.03127693633788953,0.03127693633788953,0.6259493100549308
2018-04-14,8375000.0,8575000.0,8120000.0,8350000.0,18691.42301782,9535140.0,51.72005289822147,1,1.0,0.0,-0.0029850746268657025,-0.0029850746268657025,0.6240808046517817
2018-04-15,8349000.0,8710000.0,8250000.0,8663000.0,15472.99524881,9477340.0,51.36561223202291,1,1.0,0.0,0.03748502994011971,0.03748502994011971,0.6474744922992077
2018-04-16,8665000.0,8840000.0,8449000.0,8663000.0,17194.39323556,9426000.0,49.45613073104628,1,1.0,0.0,0.0,0.0,0.6474744922992077
2018-04-17,8663000.0,8704000.0,8360000.0,8450000.0,24694.92021697,9359540.0,46.947789902033776,1,1.0,0.0,-0.024587325406902893,-0.024587325406902893,0.6315548262643779
2018-04-18,8450000.0,8679000.0,8445000.0,8652000.0,20637.8768936,9293560.0,44.66375816951119,1,1.0,0.0,0.023905325443786873,0.023905325443786873,0.6466523499218221
2018-04-19,8652000.0,8999000.0,8601000.0,8994000.0,28767.85905612,9236240.0,43.77538566988222,1,1.0,0.0,0.03952843273231621,0.03952843273231621,0.672213503836901
2018-04-20,8994000.0,9666000.0,8710000.0,9552000.0,25528.47959504,9183000.0,43.838582210073646,1,1.0,0.0,0.062041360907271415,0.062041360907271415,0.7139185444351877
2018-04-21,9552000.0,9845000.0,9285000.0,9735000.0,18553.75599688,9128400.0,44.012225731779935,1,1.0,0.0,0.019158291457286536,0.019158291457286536,0.7275960039862387
2018-04-22,9735000.0,9757000.0,9500000.0,9602000.0,12583.32708627,9063820.0,44.27537639069406,1,1.0,0.0,-0.01366204417051875,-0.01366204417051875,0.7176555552414857
2018-04-23,9602000.0,9771000.0,9530000.0,9760000.0,12885.92089887,9007180.0,45.93745937362119,1,1.0,0.0,0.016454905228077576,0.016454905228077576,0.7294645093893878
2018-04-24,9758000.0,10670000.0,9730000.0,10505000.0,23344.4840328,8962360.0,48.265994584516356,1,1.0,0.0,0.07633196721311486,0.07633196721311486,0.7851459704032294
2018-04-25,10505000.0,10755000.0,9723000.0,9829000.0,25689.72597052,8918480.0,50.641786691353445,1,1.0,0.0,-0.06435030937648734,-0.06435030937648734,0.7346215843020792
2018-04-26,9829000.0,10508000.0,9510000.0,10130000.0,22295.30584657,8897080.0,55.91496111514575,1,1.0,0.0,0.030623664665784922,0.030623664665784922,0.7571183893559937
2018-04-27,10130000.0,10200000.0,9778000.0,9819000.0,17528.43197899,8883120.0,60.32368530413179,1,1.0,0.0,-0.030700888450148067,-0.030700888450148067,0.7338741821408196
2018-04-28,9821000.0,10118000.0,9750000.0,10043000.0,12164.64763884,8875620.0,64.60411681044864,1,1.0,0.0,0.022812913738669893,0.022812913738669893,0.750615990553035
2018-04-29,10043000.0,10256000.0,9894000.0,10187000.0,14834.01522815,8882100.0,67.29260223100329,1,1.0,0.0,0.014338345116001294,0.014338345116001294,0.7613785816751736
2018-04-30,10187000.0,10292000.0,9934000.0,10138000.0,14851.10015753,8874460.0,69.83941556453225,1,1.0,0.0,-0.004810052027093392,-0.004810052027093392,0.7577163110850014
2018-05-01,10135000.0,10144000.0,9740000.0,9896000.0,15399.91370228,8868120.0,72.7711422254683,1,1.0,0.0,-0.023870585914381515,-0.023870585914381515,0.7396291787825187
2018-05-02,9896000.0,10078000.0,9811000.0,10032000.0,11828.98111498,8865400.0,74.80839254714071,1,1.0,0.0,0.013742926434923142,0.013742926434923142,0.7497938481756494
2018-05-03,10032000.0,10785000.0,10010000.0,10683000.0,20391.11856627,8896000.0,75.7369508265961,1,1.0,0.0,0.06489234449760772,0.06489234449760772,0.7984497288736506
2018-05-04,10670000.0,10901000.0,10500000.0,10645000.0,12582.44048262,8926600.0,75.39843057564883,1,1.0,0.0,-0.0035570532621922446,-0.0035570532621922446,0.7956096006608641
2018-05-05,10645000.0,10907000.0,10621000.0,10820000.0,9581.87522246,8961100.0,74.89294927813467,1,1.0,0.0,0.016439643024894313,0.016439643024894313,0.8086891384829074
2018-05-06,10820000.0,10963000.0,10500000.0,10684000.0,8806.00591903,9001440.0,73.90231935085865,1,1.0,0.0,-0.012569316081330828,-0.012569316081330828,0.7985244690897766
2018-05-07,10684000.0,10721000.0,10264000.0,10422000.0,8143.48490464,9029520.0,71.21551568039088,1,1.0,0.0,-0.024522650692624492,-0.024522650692624492,0.7789425324647746
2018-05-08,10439000.0,10499000.0,10130000.0,10233000.0,7651.23404175,9039820.0,65.71477831679844,1,1.0,0.0,-0.01813471502590669,-0.01813471502590669,0.7648166316169679
2018-05-09,10230000.0,10433000.0,9917000.0,10405000.0,9955.39479461,9051340.0,59.75609144513341,1,1.0,0.0,0.016808365093325506,0.016808365093325506,0.7776719487906333
2018-05-10,10405000.0,10474000.0,9895000.0,9976000.0,9077.78269458,9052480.0,54.575183253321164,1,1.0,0.0,-0.04123017779913507,-0.04123017779913507,0.7456083960725957
2018-05-11,9976000.0,9985000.0,8788000.0,9256000.0,20997.66993227,9041940.0,51.20665707458382,1,1.0,0.0,-0.0721732157177225,-0.0721732157177225,0.6917954404619031
2018-05-12,9257000.0,9644000.0,9014000.0,9481000.0,10980.18990988,9034620.0,47.92182454661874,1,1.0,0.0,0.024308556611927434,0.024308556611927434,0.7086119890902446
2018-05-13,9480000.0,9851000.0,9360000.0,9803000.0,8513.44899868,9039080.0,44.4351798945208,1,1.0,0.0,0.03396266216643817,0.03396266216643817,0.7326783386828043
2018-05-14,9804000.0,9935000.0,9400000.0,9797000.0,12813.13382791,9045480.0,40.87556814749764,1,1.0,0.0,-0.0006120575334080947,-0.0006120575334080947,0.7322298973860486
2018-05-15,9802000.0,9879000.0,9458000.0,9500000.0,8325.82703617,9054440.0,37.44665975196582,1,1.0,0.0,-0.030315402674288006,-0.030315402674288006,0.710032053196638
2018-05-16,9500000.0,9542000.0,9015000.0,9297000.0,12218.79341156,9067360.0,34.74068400661225,1,1.0,0.0,-0.021368421052631592,-0.021368421052631592,0.6948597893230677
2018-05-17,9297000.0,9390000.0,9020000.0,9090000.0,6921.98679007,9074560.0,34.1193426996379,1,1.0,0.0,-0.022265246853823806,-0.022265246853823806,0.6793885645849936
2018-05-18,9072000.0,9186000.0,8881000.0,9165000.0,5904.08097087,9099560.0,34.52929706681037,1,1.0,0.0,0.008250825082508184,0.008250825082508184,0.6849940807944407
2018-05-19,9165000.0,9299000.0,9068000.0,9112000.0,6285.06750236,9129760.0,34.65950267411609,1,1.0,0.0,-0.005782869612656838,-0.005782869612656838,0.6810328493397647
2018-05-20,9112000.0,9398000.0,9051000.0,9370000.0,4901.03255016,9163220.0,35.00725394558496,1,1.0,0.0,0.02831431079894653,0.02831431079894653,0.7003158251002629
2018-05-21,9370000.0,9439000.0,9279000.0,9345000.0,4741.95012493,9200480.0,35.88175723406654,1,1.0,0.0,-0.0026680896478121774,-0.0026680896478121774,0.6984473196971138
2018-05-22,9345000.0,9356000.0,8931000.0,8940000.0,4999.60324703,9225080.0,39.391136154574205,1,1.0,0.0,-0.043338683788122,-0.043338683788122,0.6681775321660992
2018-05-23,8940000.0,9020000.0,8433000.0,8483000.0,8085.0532098,9232900.0,43.6285140498229,1,1.0,0.0,-0.05111856823266214,-0.05111856823266214,0.6340212533965347
2018-05-24,8483000.0,8767000.0,8185000.0,8415000.0,8771.34270455,9251360.0,47.9172454664326,1,1.0,0.0,-0.008016032064128265,-0.008016032064128265,0.6289389186999693
2018-05-25,8415000.0,8480000.0,8180000.0,8317000.0,4317.19540355,9269540.0,49.43170878500731,1,1.0,0.0,-0.01164587046939991,-0.01164587046939991,0.621614377519625
2018-05-26,8317000.0,8420000.0,8122000.0,8162000.0,3099.59149706,9287180.0,51.078181998672314,1,1.0,0.0,-0.018636527594084407,-0.018636527594084407,0.610029644020101
2018-05-27,8162000.0,8216000.0,8040000.0,8182000.0,2635.09988761,9300160.0,54.08999890445149,1,1.0,0.0,0.0024503798088704176,0.0024503798088704176,0.6115244483426202
2018-05-28,8182000.0,8261000.0,7858000.0,7903000.0,5922.32658056,9305780.0,57.612785019138876,1,1.0,0.0,-0.034099242239061356,-0.034099242239061356,0.5906719280434768
2018-05-29,7903000.0,8360000.0,7813000.0,8299000.0,6682.61704253,9322760.0,61.00943327639625,1,1.0,0.0,0.05010755409338219,0.05010755409338219,0.6202690536293577
2018-05-30,8300000.0,8436000.0,8100000.0,8207000.0,6755.11057646,9338340.0,62.76136829933288,1,1.0,0.0,-0.011085672972647287,-0.011085672972647287,0.6133929537457692
2018-05-31,8198000.0,8375000.0,8110000.0,8282000.0,4978.12880286,9355400.0,62.151118178728396,1,1.0,0.0,0.009138540270500872,0.009138540270500872,0.6189984699552163
2018-06-01,8278000.0,8370000.0,8139000.0,8282000.0,3751.37371919,9358620.0,60.70030957939195,1,1.0,0.0,0.0,0.0,0.6189984699552163
2018-06-02,8282000.0,8425000.0,8211000.0,8339000.0,3557.44198334,9357900.0,60.03115940491453,1,1.0,0.0,0.00688239555662884,0.00688239555662884,0.6232586622743962
2018-06-03,8338000.0,8443000.0,8297000.0,8419000.0,3755.93937776,9359280.0,60.102407285269244,1,1.0,0.0,0.009593476436023485,0.009593476436023485,0.6292378795644731
2018-06-04,8419000.0,8477000.0,8206000.0,8248000.0,3615.54200858,9350980.0,60.76466347168615,1,1.0,0.0,-0.020311200855208433,-0.020311200855208433,0.6164573026069337
2018-06-05,8241000.0,8400000.0,8130000.0,8360000.0,3715.39795807,9344920.0,60.77459865065628,1,1.0,0.0,0.013579049466537318,0.013579049466537318,0.6248282068130414
2018-06-06,8359000.0,8400000.0,8208000.0,8359000.0,3334.03058018,9343100.0,59.22671837746183,1,1.0,0.0,-0.00011961722488040838,-0.00011961722488040838,0.6247534665969154
2018-06-07,8358000.0,8490000.0,8330000.0,8375000.0,3432.43923415,9337560.0,55.31938919486288,1,1.0,0.0,0.0019141045579613714,0.0019141045579613714,0.6259493100549308
2018-06-08,8375000.0,8385000.0,8268000.0,8341000.0,2685.93901923,9324500.0,52.90498820837537,1,1.0,0.0,-0.004059701492537315,-0.004059701492537315,0.6234081427066481
2018-06-09,8341000.0,8370000.0,8205000.0,8233000.0,1658.39383848,9298120.0,50.43205992371052,1,1.0,0.0,-0.012948087759261484,-0.012948087759261484,0.6153361993650442
2018-06-10,8233000.0,8247000.0,7425000.0,7576000.0,7445.15112262,9254940.0,49.173996148405365,1,1.0,0.0,-0.07980080165188874,-0.07980080165188874,0.5662318773702872
2018-06-11,7576000.0,7662000.0,7362000.0,7635000.0,4309.230986,9215600.0,47.58640159162301,1,1.0,0.0,0.007787750791974579,0.007787750791974579,0.5706415501217189
