timestamp,Open,High,Low,Close,Volume,EMA30,Turtle_High,signal,position,position_change,daily_price_return,returns,cumulative
2018-01-01,19278000.0,19420000.0,18290000.0,18860000.0,27949.67613401,18860000.0,,0,,,,,
2018-01-02,18875000.0,21720000.0,18510000.0,20263000.0,41968.47300909,18950516.12903226,,1,0.0,,0.07439024390243909,0.0,1.0
2018-01-03,20263000.0,21329000.0,19520000.0,20900000.0,43168.2576045,19076289.281997923,,1,1.0,1.0,0.03143660859695019,0.029436608596950187,1.0294366085969502
2018-01-04,20899000.0,23685000.0,19700000.0,23402000.0,45192.45174241,19355367.39283677,,1,1.0,0.0,0.119712918660287,0.119712918660287,1.1526734695878387
2018-01-05,23403000.0,28589000.0,22338000.0,27444000.0,56774.8498417,19877214.657815043,,1,1.0,0.0,0.17272028031792153,0.17272028031792153,1.3517635543700814
2018-01-06,27451000.0,28885000.0,23966000.0,26924000.0,48971.92813081,20331845.970214073,,1,1.0,0.0,-0.018947675265996167,-0.018947675265996167,1.3261507775054684
2018-01-07,26924000.0,27210000.0,24543000.0,25859000.0,31015.72258622,20688436.552780908,,1,1.0,0.0,-0.03955578665874315,-0.03955578665874315,1.2736938402731357
2018-01-08,25859000.0,26449000.0,23850000.0,25230000.0,44839.78332164,20981440.64614988,,1,1.0,0.0,-0.02432421980741717,-0.02432421980741717,1.2427122313349785
2018-01-09,25200000.0,25786000.0,22858000.0,24016000.0,41558.52968619,21177218.668978922,,1,1.0,0.0,-0.048117320650019835,-0.048117320650019835,1.1829162484241318
2018-01-10,24015000.0,24200000.0,19689000.0,21317000.0,43736.28693252,21186236.819367383,,1,1.0,0.0,-0.11238341105929384,-0.11238341105929384,1.0499760854287647
2018-01-11,21300000.0,21890000.0,14104000.0,19389000.0,61924.52562032,21070286.056827553,,0,1.0,0.0,-0.09044424637613169,-0.09044424637613169,0.9550117896691993
2018-01-12,19359000.0,21143000.0,18005000.0,20745000.0,43734.14210793,21049299.859612875,,0,0.0,-1.0,0.06993656196812625,-0.002,0.9531017660898609
2018-01-13,20750000.0,21399000.0,19886000.0,21135000.0,30172.38452901,21054828.900928173,,1,0.0,0.0,0.018799710773680367,0.0,0.9531017660898609
2018-01-14,21130000.0,21299000.0,18131000.0,19206000.0,30105.53009772,20935549.616997324,,0,1.0,1.0,-0.09127040454222857,-0.09327040454222857,0.864205578796747
2018-01-15,19210000.0,20143000.0,18201000.0,19106000.0,29582.95249892,20817514.157836206,,0,0.0,-1.0,-0.0052067062376340845,-0.002,0.8624771676391535
2018-01-16,19107000.0,19219000.0,11543000.0,14279000.0,59293.11406178,20395674.53475,,0,0.0,0.0,-0.2526431487490841,0.0,0.8624771676391535
2018-01-17,14279000.0,15722000.0,11901000.0,14951000.0,60203.17701055,20044405.20992742,,0,0.0,0.0,0.0470621191960221,0.0,0.8624771676391535
2018-01-18,14954000.0,16370000.0,13650000.0,14880000.0,44001.92022842,19711217.777028877,,0,0.0,0.0,-0.004748846231021342,0.0,0.8624771676391535
2018-01-19,14879000.0,15448000.0,14352000.0,15372000.0,27555.99477285,19431268.243027013,,0,0.0,0.0,0.03306451612903216,0.0,0.8624771676391535
2018-01-20,15370000.0,17208000.0,15225000.0,16858000.0,51147.45641776,19265250.93702527,,0,0.0,0.0,0.09666926880041626,0.0,0.8624771676391535
2018-01-21,16852000.0,16943000.0,13735000.0,14640000.0,44140.37058853,18966847.65076558,28885000.0,0,0.0,0.0,-0.1315695812077352,0.0,0.8624771676391535
2018-01-22,14640000.0,14910000.0,12981000.0,13944000.0,30529.67525826,18642792.963619415,28885000.0,0,0.0,0.0,-0.04754098360655734,0.0,0.8624771676391535
2018-01-23,13968000.0,14044000.0,12311000.0,13141000.0,28032.38238629,18287838.57886978,28885000.0,0,0.0,0.0,-0.057587492828456655,0.0,0.8624771676391535
2018-01-24,13139000.0,13780000.0,12600000.0,13450000.0,24236.06233141,17975719.96087818,28885000.0,0,0.0,0.0,0.023514192222814145,0.0,0.8624771676391535
2018-01-25,13450000.0,13900000.0,12800000.0,12973000.0,18943.75635587,17652963.83436991,28885000.0,0,0.0,0.0,-0.03546468401486991,0.0,0.8624771676391535
2018-01-26,12973000.0,13350000.0,11500000.0,12876000.0,30279.96147663,17344772.61924927,28885000.0,0,0.0,0.0,-0.007477067756108791,0.0,0.8624771676391535
2018-01-27,12876000.0,13132000.0,12300000.0,12900000.0,18535.39984957,17058013.09542674,27210000.0,0,0.0,0.0,0.0018639328984155767,0.0,0.8624771676391535
2018-01-28,12903000.0,13570000.0,12810000.0,13352000.0,20508.73672486,16818915.47636695,26449000.0,0,0.0,0.0,0.03503875968992243,0.0,0.8624771676391535
2018-01-29,13351000.0,13489000.0,12560000.0,12909000.0,15844.07278917,16566662.864988435,25786000.0,0,0.0,0.0,-0.033178550029958065,0.0,0.8624771676391535
2018-01-30,12909000.0,12957000.0,11310000.0,11627000.0,21206.17024434,16247974.938214988,24200000.0,0,0.0,0.0,-0.09931055852505999,0.0,0.8624771676391535
2018-01-31,11658000.0,11900000.0,10400000.0,11429000.0,23175.02109439,15937073.32929789,21890000.0,0,0.0,0.0,-0.017029328287606393,0.0,0.8624771676391535
2018-02-01,11439000.0,11490000.0,10011000.0,10070000.0,22225.67551126,15558552.46934319,21399000.0,0,0.0,0.0,-0.11890804094846441,0.0,0.8624771676391535
2018-02-02,10061000.0,10120000.0,7830000.0,9410000.0,52018.46095277,15161871.664869435,21399000.0,0,0.0,0.0,-0.06554121151936443,0.0,0.8624771676391535
2018-02-03,9410000.0,10200000.0,8400000.0,9520000.0,25405.73722415,14797879.944555279,21299000.0,0,0.0,0.0,0.011689691817215797,0.0,0.8624771676391535
2018-02-04,9524000.0,10158000.0,8765000.0,8900000.0,18781.02389914,14417371.561035585,20143000.0,0,0.0,0.0,-0.06512605042016806,0.0,0.8624771676391535
2018-02-05,8900000.0,9250000.0,7715000.0,7832000.0,20709.59917348,13992508.87967845,19219000.0,0,0.0,0.0,-0.12,0.0,0.8624771676391535
2018-02-06,7831000.0,8698000.0,6620000.0,8642000.0,44456.45172294,13647314.758408874,17208000.0,0,0.0,0.0,0.10342185903983658,0.0,0.8624771676391535
2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,33928.15634331,13307939.612705076,17208000.0,0,0.0,0.0,-0.029507058551261234,0.0,0.8624771676391535
2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,38113.82546535,13060975.766724104,17208000.0,0,0.0,0.0,0.13032073447001302,0.0,0.8624771676391535
2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,12858912.814032227,17208000.0,0,0.0,0.0,0.04736286919831234,0.0,0.8624771676391535
2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,12671821.664739825,16943000.0,0,0.0,0.0,0.0030214523114109326,0.0,0.8624771676391535
2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,17672.61615308,12455575.105724353,14910000.0,0,0.0,0.0,-0.06416306858118281,0.0,0.8624771676391535
2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,14756.72285892,12306183.163419558,14044000.0,0,0.0,0.0,0.08798283261802564,0.0,0.8624771676391535
2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,13735.57073936,12151332.636747329,13900000.0,0,0.0,0.0,-0.023076923076923106,0.0,0.8624771676391535
2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,17264.67105928,12043053.11179589,13900000.0,0,0.0,0.0,0.05723803755299817,0.0,0.8624771676391535
2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,11998791.620712284,13570000.0,0,0.0,0.0,0.08440752410961516,0.0,0.8624771676391535
2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,11964159.903246976,13570000.0,0,0.0,0.0,0.009245399313198899,0.0,0.8624771676391535
2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,11985827.0062633,13570000.0,1,0.0,0.0,0.07311114988658174,0.0,0.8624771676391535
2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,11984547.844568895,13489000.0,0,1.0,1.0,-0.027154471544715397,-0.0291544715447154,0.837332101597251
2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,12027415.72556445,12957000.0,1,0.0,-1.0,0.0570783887681765,-0.002,0.8356574373940565
2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,12125517.936818358,12755000.0,1,1.0,1.0,0.07107281208000638,0.06907281208000637,0.8933786465304359
2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,12170000.650572013,14149000.0,1,1.0,0.0,-0.054103926778860334,-0.054103926778860334,0.8450433536527558
2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,12143742.544083498,14149000.0,0,1.0,0.0,-0.0820912992586812,-0.0820912992586812,0.775672646821488
2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,12138662.37994908,14149000.0,0,0.0,-1.0,0.02567372268979007,-0.002,0.774121301527845
2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,12100877.710274946,14149000.0,0,0.0,0.0,-0.04243680066307498,0.0,0.774121301527845
2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,12044692.051547531,14149000.0,0,0.0,0.0,-0.027958106119622572,0.0,0.774121301527845
2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,12027163.532092853,14149000.0,0,0.0,0.0,0.04835262689225295,0.0,0.774121301527845
2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,12022249.755828798,14149000.0,0,0.0,0.0,0.015119340864690356,0.0,0.774121301527845
