timestamp,Open,High,Low,Close,Volume,EMA30,Turtle_High,signal,position,position_change,daily_price_return,returns,cumulative
2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,12011782.029646296,14149000.0,0,0.0,0.0,-0.00761442557108194,0.0,0.774121301527845
2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,12024828.350314278,14149000.0,1,0.0,0.0,0.029848229342327226,0.0,0.774121301527845
2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,12053226.521261746,14149000.0,1,1.0,1.0,0.02055018830849842,0.018550188308498416,0.7884813974448064
2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,12103405.455373893,14149000.0,1,1.0,0.0,0.029362214199759373,0.029362214199759373,0.8116329571291064
2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,12134927.684059449,14149000.0,1,1.0,0.0,-0.01862676330761437,-0.01862676330761437,0.7965148621440035
2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,12174351.70444271,14149000.0,1,1.0,0.0,0.01222998729351965,0.01222998729351965,0.8062562287871242
2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,12164587.078349633,14149000.0,0,1.0,0.0,-0.056723678016632695,-0.056723678016632695,0.7605224100664988
2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,12102355.65393998,14149000.0,0,0.0,-1.0,-0.06845213341096235,-0.002,0.7590013652463657
2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,12000074.644008368,14149000.0,0,0.0,0.0,-0.060982142857142874,0.0,0.7590013652463657
2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,11898005.312136862,14149000.0,0,0.0,0.0,-0.00941333079775597,0.0,0.7590013652463657
2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,11766714.64683771,14149000.0,0,0.0,0.0,-0.05327318103282774,0.0,0.7590013652463657
2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,11686281.443815922,14149000.0,0,0.0,0.0,0.06661259251748963,0.0,0.7590013652463657
2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,11591231.028085865,14149000.0,0,0.0,0.0,-0.029182509505703447,0.0,0.7590013652463657
2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,11499409.671435164,13650000.0,0,0.0,0.0,-0.004406149025751538,0.0,0.7590013652463657
2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,11348028.402310316,13031000.0,0,0.0,0.0,-0.099822974036192,0.0,0.7590013652463657
2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,11203962.053774167,12899000.0,0,0.0,0.0,-0.0041516442696383216,0.0,0.7590013652463657
2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,11067899.985788736,12899000.0,0,0.0,0.0,-0.0021941854086670043,0.0,0.7590013652463657
2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,10913003.212512044,12899000.0,0,0.0,0.0,-0.04705882352941182,0.0,0.7590013652463657
2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,10790744.940737074,12899000.0,0,0.0,0.0,0.04049844236760114,0.0,0.7590013652463657
2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,10721535.58972178,12899000.0,0,0.0,0.0,0.07762253271235298,0.0,0.7590013652463657
2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,10663952.64844941,12899000.0,0,0.0,0.0,0.011422103313438958,0.0,0.7590013652463657
2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,10615891.187259126,12899000.0,0,0.0,0.0,0.00915657747481946,0.0,0.7590013652463657
2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,10562156.271952087,12899000.0,0,0.0,0.0,-0.0137110595826192,0.0,0.7590013652463657
2018-03-23,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,10516017.157632599,12899000.0,0,0.0,0.0,0.006541960543800407,0.0,0.7590013652463657
2018-03-24,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,10455628.953914367,12899000.0,0,0.0,0.0,-0.027114857316949292,0.0,0.7590013652463657
2018-03-25,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,10392491.602048924,12899000.0,0,0.0,0.0,-0.0107515657620042,0.0,0.7590013652463657
2018-03-26,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,10306008.272884479,12746000.0,0,0.0,0.0,-0.044845415215785556,0.0,0.7590013652463657
2018-03-27,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,10199233.54560161,12221000.0,0,0.0,0.0,-0.044299602297834695,0.0,0.7590013652463657
2018-03-28,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,10104444.284595056,11347000.0,0,0.0,0.0,0.00913189226679001,0.0,0.7590013652463657
2018-03-29,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,9963189.814621182,10879000.0,0,0.0,0.0,-0.09335624284077892,0.0,0.7590013652463657
2018-03-30,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,9810854.987871429,10879000.0,0,0.0,0.0,-0.03954516740366398,0.0,0.7590013652463657
2018-03-31,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,9674477.246718433,10879000.0,0,0.0,0.0,0.012496711391738913,0.0,0.7590013652463657
2018-04-01,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,9533027.101768857,10879000.0,0,0.0,0.0,-0.027932960893854775,0.0,0.7590013652463657
2018-04-02,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,9415412.450041834,10355000.0,0,0.0,0.0,0.030473135525260542,0.0,0.7590013652463657
2018-04-03,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,9330031.001652038,10265000.0,0,0.0,0.0,0.04954604409857333,0.0,0.7590013652463657
2018-04-04,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,9211448.356384164,10165000.0,0,0.0,0.0,-0.074147305981216,0.0,0.7590013652463657
2018-04-05,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,9095096.84952067,10165000.0,0,0.0,0.0,-0.011211959423384932,0.0,0.7590013652463657
2018-04-06,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,8977993.82697095,10165000.0,0,0.0,0.0,-0.017278617710583144,0.0,0.7590013652463657
2018-04-07,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,8884768.418779276,10165000.0,0,0.0,0.0,0.03475274725274735,0.0,0.7590013652463657
2018-04-08,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,8803299.488535453,10165000.0,0,0.0,0.0,0.01181468206557823,0.0,0.7590013652463657
2018-04-09,7621000.0,7752000.0,7290000.0,7450000.0,16765.03922053,8715989.844113812,10165000.0,0,0.0,0.0,-0.022566255575964367,0.0,0.7590013652463657
2018-04-10,7449000.0,7468000.0,7263000.0,7428000.0,12263.5228475,8632893.725138728,10165000.0,0,0.0,0.0,-0.002953020134228157,0.0,0.7590013652463657
2018-04-11,7428000.0,7483000.0,7351000.0,7429000.0,13067.55564243,8555223.162226552,10050000.0,0,0.0,0.0,0.00013462574044154074,0.0,0.7590013652463657
2018-04-12,7432000.0,8280000.0,7200000.0,8121000.0,40389.83330536,8527208.76466355,10000000.0,0,0.0,0.0,0.09314847220352673,0.0,0.7590013652463657
2018-04-13,8125000.0,8625000.0,7925000.0,8375000.0,29730.02055218,8517388.844362676,10000000.0,0,0.0,0.0,0.03127693633788953,0.0,0.7590013652463657
2018-04-14,8375000.0,8575000.0,8120000.0,8350000.0,18691.42301782,8506589.564081214,9649000.0,0,0.0,0.0,-0.0029850746268657025,0.0,0.7590013652463657
2018-04-15,8349000.0,8710000.0,8250000.0,8663000.0,15472.99524881,8516680.559946943,9570000.0,1,0.0,0.0,0.03748502994011971,0.0,0.7590013652463657
2018-04-16,8665000.0,8840000.0,8449000.0,8663000.0,17194.39323556,8526120.523821335,9141000.0,1,1.0,1.0,0.0,-0.002,0.757483362515873
2018-04-17,8663000.0,8704000.0,8360000.0,8450000.0,24694.92021697,8521209.522284476,8886000.0,0,1.0,0.0,-0.024587325406902893,-0.024587325406902893,0.7388588725913803
2018-04-18,8450000.0,8679000.0,8445000.0,8652000.0,20637.8768936,8529647.617620962,8840000.0,1,0.0,-1.0,0.023905325443786873,-0.002,0.7373811548461975
2018-04-19,8652000.0,8999000.0,8601000.0,8994000.0,28767.85905612,8559605.835838964,8840000.0,1,1.0,1.0,0.03952843273231621,0.03752843273231621,0.7650539139139206
2018-04-20,8994000.0,9666000.0,8710000.0,9552000.0,25528.47959504,8623631.265784837,8999000.0,1,1.0,0.0,0.062041360907271415,0.062041360907271415,0.8125188999005747
2018-04-21,9552000.0,9845000.0,9285000.0,9735000.0,18553.75599688,8695332.47444388,9666000.0,1,1.0,0.0,0.019158291457286536,0.019158291457286536,0.8280853737994237
2018-04-22,9735000.0,9757000.0,9500000.0,9602000.0,12583.32708627,8753827.153512018,9845000.0,1,1.0,0.0,-0.01366204417051875,-0.01366204417051875,0.8167720348456154
2018-04-23,9602000.0,9771000.0,9530000.0,9760000.0,12885.92089887,8818741.53070479,9845000.0,1,1.0,0.0,0.016454905228077576,0.016454905228077576,0.8302119412719441
2018-04-24,9758000.0,10670000.0,9730000.0,10505000.0,23344.4840328,8927532.399691578,9845000.0,1,1.0,0.0,0.07633196721311486,0.07633196721311486,0.8935836519530506
2018-04-25,10505000.0,10755000.0,9723000.0,9829000.0,25689.72597052,8985691.599711478,10670000.0,1,1.0,0.0,-0.06435030937648734,-0.06435030937648734,0.8360812674961003
2018-04-26,9829000.0,10508000.0,9510000.0,10130000.0,22295.30584657,9059517.94811719,10755000.0,1,1.0,0.0,0.030623664665784922,0.030623664665784922,0.8616851398652453
2018-04-27,10130000.0,10200000.0,9778000.0,9819000.0,17528.43197899,9108516.790174145,10755000.0,1,1.0,0.0,-0.030700888450148067,-0.030700888450148067,0.8352306405070922
2018-04-28,9821000.0,10118000.0,9750000.0,10043000.0,12164.64763884,9168806.02951775,10755000.0,1,1.0,0.0,0.022812913738669893,0.022812913738669893,0.8542846850608745
2018-04-29,10043000.0,10256000.0,9894000.0,10187000.0,14834.01522815,9234495.96309725,10755000.0,1,1.0,0.0,0.014338345116001294,0.014338345116001294,0.8665337137025918
2018-04-30,10187000.0,10292000.0,9934000.0,10138000.0,14851.10015753,9292786.546123235,10755000.0,1,1.0,0.0,-0.004810052027093392,-0.004810052027093392,0.8623656414564519
2018-05-01,10135000.0,10144000.0,9740000.0,9896000.0,15399.91370228,9331703.543147543,10755000.0,1,1.0,0.0,-0.023870585914381515,-0.023870585914381515,0.8417804683224549
2018-05-02,9896000.0,10078000.0,9811000.0,10032000.0,11828.98111498,9376883.95971867,10755000.0,1,1.0,0.0,0.013742926434923142,0.013742926434923142,0.8533489953729656
2018-05-03,10032000.0,10785000.0,10010000.0,10683000.0,20391.11856627,9461149.510704564,10755000.0,1,1.0,0.0,0.06489234449760772,0.06489234449760772,0.9087248123573956
2018-05-04,10670000.0,10901000.0,10500000.0,10645000.0,12582.44048262,9537526.96162685,10785000.0,1,1.0,0.0,-0.0035570532621922446,-0.0035570532621922446,0.9054924297991647
2018-05-05,10645000.0,10907000.0,10621000.0,10820000.0,9581.87522246,9620267.157650925,10901000.0,1,1.0,0.0,0.016439643024894313,0.016439643024894313,0.9203784021068071
2018-05-06,10820000.0,10963000.0,10500000.0,10684000.0,8806.00591903,9688895.082963768,10907000.0,1,1.0,0.0,-0.012569316081330828,-0.012569316081330828,0.9088098750562964
2018-05-07,10684000.0,10721000.0,10264000.0,10422000.0,8143.48490464,9736192.174385462,10963000.0,1,1.0,0.0,-0.024522650692624492,-0.024522650692624492,0.8865234479442832
2018-05-08,10439000.0,10499000.0,10130000.0,10233000.0,7651.23404175,9768244.292167045,10963000.0,1,1.0,0.0,-0.01813471502590669,-0.01813471502590669,0.8704465978520294
2018-05-09,10230000.0,10433000.0,9917000.0,10405000.0,9955.39479461,9809325.305575622,10963000.0,1,1.0,0.0,0.016808365093325506,0.016808365093325506,0.8850773820629694
2018-05-10,10405000.0,10474000.0,9895000.0,9976000.0,9077.78269458,9820078.511667518,10963000.0,1,1.0,0.0,-0.04123017779913507,-0.04123017779913507,0.8485854842345202
2018-05-11,9976000.0,9985000.0,8788000.0,9256000.0,20997.66993227,9783686.349624453,10963000.0,0,1.0,0.0,-0.0721732157177225,-0.0721732157177225,0.7873403410259342
2018-05-12,9257000.0,9644000.0,9014000.0,9481000.0,10980.18990988,9764158.19803578,10963000.0,0,0.0,-1.0,0.024308556611927434,-0.002,0.7857656603438823
2018-05-13,9480000.0,9851000.0,9360000.0,9803000.0,8513.44899868,9766664.12074315,10963000.0,1,0.0,0.0,0.03396266216643817,0.0,0.7857656603438823
2018-05-14,9804000.0,9935000.0,9400000.0,9797000.0,12813.13382791,9768621.274243591,10963000.0,1,1.0,1.0,-0.0006120575334080947,-0.0026120575334080947,0.7837131952312877
2018-05-15,9802000.0,9879000.0,9458000.0,9500000.0,8325.82703617,9751290.869453683,10963000.0,0,1.0,0.0,-0.030315402674288006,-0.030315402674288006,0.7599546141366983
2018-05-16,9500000.0,9542000.0,9015000.0,9297000.0,12218.79341156,9721981.781101832,10963000.0,0,0.0,-1.0,-0.021368421052631592,-0.002,0.7584347049084249
2018-05-17,9297000.0,9390000.0,9020000.0,9090000.0,6921.98679007,9681208.76296623,10963000.0,0,0.0,0.0,-0.022265246853823806,0.0,0.7584347049084249
2018-05-18,9072000.0,9186000.0,8881000.0,9165000.0,5904.08097087,9647904.971807119,10963000.0,0,0.0,0.0,0.008250825082508184,0.0,0.7584347049084249
2018-05-19,9165000.0,9299000.0,9068000.0,9112000.0,6285.06750236,9613330.457496982,10963000.0,0,0.0,0.0,-0.005782869612656838,0.0,0.7584347049084249
2018-05-20,9112000.0,9398000.0,9051000.0,9370000.0,4901.03255016,9597631.718303628,10963000.0,0,0.0,0.0,0.02831431079894653,0.0,0.7584347049084249
2018-05-21,9370000.0,9439000.0,9279000.0,9345000.0,4741.95012493,9581332.89776791,10963000.0,0,0.0,0.0,-0.0026680896478121774,0.0,0.7584347049084249
2018-05-22,9345000.0,9356000.0,8931000.0,8940000.0,4999.60324703,9539956.581782885,10963000.0,0,0.0,0.0,-0.043338683788122,0.0,0.7584347049084249
2018-05-23,8940000.0,9020000.0,8433000.0,8483000.0,8085.0532098,9471765.834571086,10963000.0,0,0.0,0.0,-0.05111856823266214,0.0,0.7584347049084249
2018-05-24,8483000.0,8767000.0,8185000.0,8415000.0,8771.34270455,9403587.393631017,10963000.0,0,0.0,0.0,-0.008016032064128265,0.0,0.7584347049084249
2018-05-25,8415000.0,8480000.0,8180000.0,8317000.0,4317.19540355,9333484.981138693,10963000.0,0,0.0,0.0,-0.01164587046939991,0.0,0.7584347049084249
2018-05-26,8317000.0,8420000.0,8122000.0,8162000.0,3099.59149706,9257905.304936197,10963000.0,0,0.0,0.0,-0.018636527594084407,0.0,0.7584347049084249
2018-05-27,8162000.0,8216000.0,8040000.0,8182000.0,2635.09988761,9188492.059456442,10721000.0,0,0.0,0.0,0.0024503798088704176,0.0,0.7584347049084249
2018-05-28,8182000.0,8261000.0,7858000.0,7903000.0,5922.32658056,9105557.087878605,10499000.0,0,0.0,0.0,-0.034099242239061356,0.0,0.7584347049084249
2018-05-29,7903000.0,8360000.0,7813000.0,8299000.0,6682.61704253,9053521.146725148,10474000.0,0,0.0,0.0,0.05010755409338219,0.0,0.7584347049084249
2018-05-30,8300000.0,8436000.0,8100000.0,8207000.0,6755.11057646,8998906.879194494,10474000.0,0,0.0,0.0,-0.011085672972647287,0.0,0.7584347049084249
2018-05-31,8198000.0,8375000.0,8110000.0,8282000.0,4978.12880286,8952654.822472269,9985000.0,0,0.0,0.0,0.009138540270500872,0.0,0.7584347049084249
2018-06-01,8278000.0,8370000.0,8139000.0,8282000.0,3751.37371919,8909386.769409543,9935000.0,0,0.0,0.0,0.0,0.0,0.7584347049084249
2018-06-02,8282000.0,8425000.0,8211000.0,8339000.0,3557.44198334,8872587.622996025,9935000.0,0,0.0,0.0,0.00688239555662884,0.0,0.7584347049084249
2018-06-03,8338000.0,8443000.0,8297000.0,8419000.0,3755.93937776,8843323.905383378,9935000.0,0,0.0,0.0,0.009593476436023485,0.0,0.7584347049084249
2018-06-04,8419000.0,8477000.0,8206000.0,8248000.0,3615.54200858,8804915.911487676,9879000.0,0,0.0,0.0,-0.020311200855208433,0.0,0.7584347049084249
2018-06-05,8241000.0,8400000.0,8130000.0,8360000.0,3715.39795807,8776211.659133634,9542000.0,0,0.0,0.0,0.013579049466537318,0.0,0.7584347049084249
2018-06-06,8359000.0,8400000.0,8208000.0,8359000.0,3334.03058018,8749294.777899206,9439000.0,0,0.0,0.0,-0.00011961722488040838,0.0,0.7584347049084249
2018-06-07,8358000.0,8490000.0,8330000.0,8375000.0,3432.43923415,8725146.72771216,9439000.0,0,0.0,0.0,0.0019141045579613714,0.0,0.7584347049084249
2018-06-08,8375000.0,8385000.0,8268000.0,8341000.0,2685.93901923,8700363.067859763,9439000.0,0,0.0,0.0,-0.004059701492537315,0.0,0.7584347049084249
2018-06-09,8341000.0,8370000.0,8205000.0,8233000.0,1658.39383848,8670210.611868812,9439000.0,0,0.0,0.0,-0.012948087759261484,0.0,0.7584347049084249
2018-06-10,8233000.0,8247000.0,7425000.0,7576000.0,7445.15112262,8599616.378845017,9439000.0,0,0.0,0.0,-0.07980080165188874,0.0,0.7584347049084249
2018-06-11,7576000.0,7662000.0,7362000.0,7635000.0,4309.230986,8537383.064080823,9356000.0,0,0.0,0.0,0.007787750791974579,0.0,0.7584347049084249
