timestamp,Close,position,returns,cumulative
2018-01-01,18860000.0,0,,
2018-01-02,20263000.0,0,0.0,1.0
2018-01-03,20900000.0,0,0.0,1.0
2018-01-04,23402000.0,0,0.0,1.0
2018-01-05,27444000.0,0,0.0,1.0
2018-01-06,26924000.0,0,-0.0,1.0
2018-01-07,25859000.0,0,-0.0,1.0
2018-01-08,25230000.0,0,-0.0,1.0
2018-01-09,24016000.0,0,-0.0,1.0
2018-01-10,21317000.0,0,-0.0,1.0
2018-01-11,19389000.0,0,-0.0,1.0
2018-01-12,20745000.0,0,0.0,1.0
2018-01-13,21135000.0,0,0.0,1.0
2018-01-14,19206000.0,0,-0.0,1.0
2018-01-15,19106000.0,0,-0.0,1.0
2018-01-16,14279000.0,0,-0.0,1.0
2018-01-17,14951000.0,0,0.0,1.0
2018-01-18,14880000.0,0,-0.0,1.0
2018-01-19,15372000.0,0,0.0,1.0
2018-01-20,16858000.0,0,0.0,1.0
2018-01-21,14640000.0,0,-0.0,1.0
2018-01-22,13944000.0,0,-0.0,1.0
2018-01-23,13141000.0,0,-0.0,1.0
2018-01-24,13450000.0,0,0.0,1.0
2018-01-25,12973000.0,0,-0.0,1.0
2018-01-26,12876000.0,0,-0.0,1.0
2018-01-27,12900000.0,0,0.0,1.0
2018-01-28,13352000.0,0,0.0,1.0
2018-01-29,12909000.0,0,-0.0,1.0
2018-01-30,11627000.0,0,-0.0,1.0
2018-01-31,11429000.0,1,-0.002,0.998
2018-02-01,10070000.0,1,-0.11890804094846441,0.8793297751334325
2018-02-02,9410000.0,1,-0.06554121151936443,0.821697436346137
2018-02-03,9520000.0,1,0.011689691817215797,0.8313028261440196
2018-02-04,8900000.0,1,-0.06512605042016806,0.777163356374136
2018-02-05,7832000.0,1,-0.12,0.6839037536092397
2018-02-06,8642000.0,1,0.10342185903983658,0.7546343512118296
2018-02-07,8387000.0,1,-0.029507058551261234,0.7323673112258292
2018-02-08,9480000.0,1,0.13032073447001302,0.8278099571266079
2018-02-09,9929000.0,1,0.04736286919831234,0.8670174118470559
2018-02-10,9959000.0,1,0.0030214523114109326,0.8696370636101147
2018-02-11,9320000.0,1,-0.06416306858118281,0.8138384810569604
2018-02-12,10140000.0,1,0.08798283261802564,0.8854422959139032
2018-02-13,9906000.0,1,-0.023076923076923106,0.8650090121620438
2018-02-14,10473000.0,1,0.05723803755299817,0.9145204304838568
2018-02-15,11357000.0,1,0.08440752410961516,0.9917128357686585
2018-02-16,11462000.0,1,0.009245399313198899,1.0008816169393646
2018-02-17,12300000.0,1,0.07311114988658174,1.0740572228541427
2018-02-18,11966000.0,1,-0.027154471544715397,1.0448917665587538
2018-02-19,12649000.0,1,0.0570783887681765,1.104532505031061
2018-02-20,13548000.0,1,0.07107281208000638,1.1830347361973923
2018-02-21,12815000.0,1,-0.054103926778860334,1.1190279114533201
2018-02-22,11763000.0,1,-0.0820912992586812,1.0271654562953887
2018-02-23,12065000.0,1,0.02567372268979007,1.0535366173768481
2018-02-24,11553000.0,1,-0.04243680066307498,1.0088278939539765
2018-02-25,11230000.0,1,-0.027958106119622572,0.9806229766383759
2018-02-26,11773000.0,1,0.04835262689225295,1.0280386735497418
2018-02-27,11951000.0,1,0.015119340864690356,1.0435819406772244
2018-02-28,11860000.0,1,-0.00761442557108194,1.0356356636626125
2018-03-01,12214000.0,1,0.029848229342327226,1.0665475544667073
2018-03-02,12465000.0,1,0.02055018830849842,1.0884653075509667
2018-03-03,12831000.0,1,0.029362214199759373,1.1204250590602851
2018-03-04,12592000.0,1,-0.01862676330761437,1.0995551666812493
2018-03-05,12746000.0,1,0.01222998729351965,1.1130027123982849
2018-03-06,12023000.0,1,-0.056723678016632695,1.0498691049085658
2018-03-07,11200000.0,1,-0.06845213341096235,0.978003324875317
2018-03-08,10517000.0,1,-0.060982142857142874,0.9183625864030097
2018-03-09,10418000.0,1,-0.00941333079775597,0.9097177355849154
2018-03-10,9863000.0,1,-0.05327318103282774,0.8612541779683262
2018-03-11,10520000.0,1,0.06661259251748963,0.9186245515793158
2018-03-12,10213000.0,1,-0.029182509505703447,0.8918167818706798
2018-03-13,10168000.0,1,-0.004406149025751538,0.8878873042260914
2018-03-14,9153000.0,1,-0.099822974036192,0.7992557529092658
2018-03-15,9115000.0,1,-0.0041516442696383216,0.7959375273427245
2018-03-16,9095000.0,1,-0.0021941854086670043,0.7941910928340186
2018-03-17,8667000.0,1,-0.04705882352941182,0.7568173943477118
2018-03-18,9018000.0,1,0.04049844236760114,0.7874673199755007
2018-03-19,9718000.0,1,0.07762253271235298,0.8485925277802079
2018-03-20,9829000.0,1,0.011422103313438958,0.8582852393035257
2018-03-21,9919000.0,1,0.00915657747481946,0.8661441945927024
2018-03-22,9783000.0,1,-0.0137110595826192,0.8542684399335022
2018-03-23,9847000.0,1,0.006541960543800407,0.8598570303613611
2018-03-24,9580000.0,1,-0.027114857316949292,0.8365421296701371
2018-03-25,9477000.0,1,-0.0107515657620042,0.8275479919503016
2018-03-26,9052000.0,1,-0.044845415215785556,0.7904362586403008
2018-03-27,8651000.0,1,-0.044299602297834695,0.755420246740747
2018-03-28,8730000.0,1,0.00913189226679001,0.7623186630501355
2018-03-29,7915000.0,1,-0.09335624284077892,0.6911514568203692
2018-03-30,7602000.0,1,-0.03954516740366398,0.6638197567591214
2018-03-31,7697000.0,1,0.012496711391738913,0.6721153206754745
2018-04-01,7482000.0,1,-0.027932960893854775,0.6533411497068858
2018-04-02,7710000.0,1,0.030473135525260542,0.6732505031061333
2018-04-03,8092000.0,1,0.04954604409857333,0.7066074022224165
2018-04-04,7492000.0,1,-0.074147305981216,0.6542143669612388
2018-04-05,7408000.0,1,-0.011211959423384932,0.6468793420246739
2018-04-06,7280000.0,1,-0.017278617710583144,0.635702161168956
2018-04-07,7533000.0,1,0.03475274725274735,0.6577945577040859
2018-04-08,7622000.0,1,0.01181468206557823,0.6655661912678273
2018-04-09,7450000.0,1,-0.022566255575964367,0.6505468544929564
2018-04-10,7428000.0,1,-0.002953020134228157,0.6486257765333798
2018-04-11,7429000.0,1,0.00013462574044154074,0.6487130982588151
2018-04-12,8121000.0,1,0.09314847220352673,0.70913973226004
2018-04-13,8375000.0,1,0.03127693633788953,0.7313194505206053
2018-04-14,8350000.0,1,-0.0029850746268657025,0.7291364073847229
2018-04-15,8663000.0,1,0.03748502994011971,0.7564681074459705
2018-04-16,8663000.0,1,0.0,0.7564681074459705
2018-04-17,8450000.0,1,-0.024587325406902893,0.7378685799282524
2018-04-18,8652000.0,1,0.023905325443786873,0.7555075684661822
2018-04-19,8994000.0,1,0.03952843273231621,0.7853715985650535
2018-04-20,9552000.0,1,0.062041360907271415,0.8340971213579487
2018-04-21,9735000.0,1,0.019158291457286536,0.850076997112608
2018-04-22,9602000.0,1,-0.01366204417051875,0.8384632076297136
2018-04-23,9760000.0,1,0.016454905228077576,0.8522600402484904
2018-04-24,10505000.0,1,0.07633196721311486,0.9173147256977862
2018-04-25,9829000.0,1,-0.06435030937648734,0.858285239303526
2018-04-26,10130000.0,1,0.030623664665784922,0.8845690786595501
2018-04-27,9819000.0,1,-0.030700888450148067,0.857412022049173
2018-04-28,10043000.0,1,0.022812913738669893,0.8769720885466793
2018-04-29,10187000.0,1,0.014338345116001294,0.889546417009362
2018-04-30,10138000.0,1,-0.004810052027093392,0.8852676524630324
2018-05-01,9896000.0,1,-0.023870585914381515,0.8641357949076908
2018-05-02,10032000.0,1,0.013742926434923142,0.876011549566891
2018-05-03,10683000.0,1,0.06489234449760772,0.9328579928252688
2018-05-04,10645000.0,0,-0.005557053262192245,0.927674051273077
2018-05-05,10820000.0,0,0.0,0.927674051273077
2018-05-06,10684000.0,0,-0.0,0.927674051273077
2018-05-07,10422000.0,0,-0.0,0.927674051273077
2018-05-08,10233000.0,0,-0.0,0.927674051273077
2018-05-09,10405000.0,0,0.0,0.927674051273077
2018-05-10,9976000.0,0,-0.0,0.927674051273077
2018-05-11,9256000.0,0,-0.0,0.927674051273077
2018-05-12,9481000.0,0,0.0,0.927674051273077
2018-05-13,9803000.0,0,0.0,0.927674051273077
2018-05-14,9797000.0,0,-0.0,0.927674051273077
2018-05-15,9500000.0,0,-0.0,0.927674051273077
2018-05-16,9297000.0,0,-0.0,0.927674051273077
2018-05-17,9090000.0,0,-0.0,0.927674051273077
2018-05-18,9165000.0,0,0.0,0.927674051273077
2018-05-19,9112000.0,0,-0.0,0.927674051273077
2018-05-20,9370000.0,0,0.0,0.927674051273077
2018-05-21,9345000.0,0,-0.0,0.927674051273077
2018-05-22,8940000.0,0,-0.0,0.927674051273077
2018-05-23,8483000.0,1,-0.002,0.9258187031705308
2018-05-24,8415000.0,1,-0.008016032064128265,0.9183973107603463
2018-05-25,8317000.0,1,-0.01164587046939991,0.9077017746397861
2018-05-26,8162000.0,1,-0.018636527594084407,0.8907853654695124
2018-05-27,8182000.0,1,0.0024503798088704176,0.8929681279430961
2018-05-28,7903000.0,1,-0.034099242239061356,0.8625185914366034
2018-05-29,8299000.0,1,0.05010755409338219,0.9057372884135608
2018-05-30,8207000.0,1,-0.011085672972647287,0.8956965810350758
2018-05-31,8282000.0,1,0.009138540270500872,0.9038819403110148
2018-06-01,8282000.0,1,0.0,0.9038819403110148
2018-06-02,8339000.0,1,0.00688239555662884,0.9101028133607283
2018-06-03,8419000.0,1,0.009593476436023485,0.9188338632550631
2018-06-04,8248000.0,1,-0.020311200855208433,0.9001712441059224
2018-06-05,8360000.0,1,0.013579049466537318,0.9123947139579912
2018-06-06,8359000.0,1,-0.00011961722488040838,0.912285575834312
2018-06-07,8375000.0,1,0.0019141045579613714,0.9140317858131789
2018-06-08,8341000.0,1,-0.004059701492537315,0.9103210896080866
2018-06-09,8233000.0,1,-0.012948087759261484,0.8985341722507345
2018-06-10,7576000.0,1,-0.07980080165188874,0.8268304249935096
2018-06-11,7635000.0,1,0.007787750791974579,0.8332695742905815
2018-06-12,7350000.0,1,-0.037328094302554016,0.8021652090420136
2018-06-13,7040000.0,1,-0.042176870748299344,0.7683323907014661
2018-06-14,7355000.0,1,0.04474431818181812,0.8027108996604094
2018-06-15,7180000.0,1,-0.023793337865397723,0.783611728016552
2018-06-16,7277000.0,1,0.013509749303621144,0.794198126013433
2018-06-17,7218000.0,1,-0.008107736704686008,0.7877589767163611
2018-06-18,7461000.0,1,0.03366583541147139,0.8142795407704032
2018-06-19,7553000.0,1,0.0123307867578073,0.8243202481488883
2018-06-20,7538000.0,1,-0.001985965841387549,0.8226831762937005
