Total Return (%),CAGR (%),MDD (%),Sharpe Ratio,Win Rate (%),Total Trades,Profit Factor,Strategy,Type,Parameters
2552.0065911105103,61.27576503391088,-27.959055699518228,1.6685884006164178,49.265341400172865,1157,1.5365334561508004,RSI_14_65,RSI,"period=14, threshold=65"
1513.558012441653,50.004786622286154,-23.50244546832629,1.6392724665108245,48.82226980728051,934,1.6220818097013352,RSI_14_70,RSI,"period=14, threshold=70"
1277.044803201379,46.577792480403055,-59.89720220766497,1.0088617340072477,50.08880994671403,2252,1.1880179395484098,RSI_20_40,RSI,"period=20, threshold=40"
2448.124796157251,60.33885055077168,-60.753197377082735,1.2390361008039708,49.75704567541302,2058,1.2545182280968519,RSI_20_45,RSI,"period=20, threshold=45"
2044.1800043551377,56.35401909670483,-59.87627686087452,1.249587319778963,49.80326025857223,1779,1.283870239712892,RSI_20_50,RSI,"period=20, threshold=50"
2612.653006345205,61.80833804924486,-37.63635032382657,1.4335566083209104,50.23255813953489,1505,1.371186317062821,RSI_20_55,RSI,"period=20, threshold=55"
1989.1138143779713,55.76200893943526,-34.733606731605875,1.4322214651566751,49.73221117061974,1307,1.4181224789752134,RSI_20_60,RSI,"period=20, threshold=60"
1702.0928224404076,52.44136782473785,-25.277602917749064,1.5521326595430702,49.62264150943396,1060,1.5256754467731244,RSI_20_65,RSI,"period=20, threshold=65"
683.6786365476194,35.012138831254425,-28.057147737369537,1.3274305825819115,46.543209876543216,810,1.5241816456343042,RSI_20_70,RSI,"period=20, threshold=70"
3298.9452201705376,67.2179199632652,-51.80707536525008,1.3974855890573734,51.34825014343086,1743,1.3275096348625164,Dual_SMA_5_20,Dual_SMA,"fast=5, slow=20"
2700.042432507502,62.55814413812632,-56.256635636028385,1.3272264969685639,51.93889541715628,1702,1.3043131035011242,Dual_SMA_10_30,Dual_SMA,"fast=10, slow=30"
1880.375971854675,54.55272903080564,-52.569731958732945,1.2170843827120468,51.74278846153846,1664,1.278587847940087,Dual_SMA_10_50,Dual_SMA,"fast=10, slow=50"
1341.348958678897,47.55646919092056,-59.23568019871064,1.1067729613704955,51.35460565924143,1661,1.2509458334226733,Dual_SMA_20_50,Dual_SMA,"fast=20, slow=50"
406.0700864790045,26.671764106463126,-58.47672366114453,0.7497323099029661,50.95011876484561,1684,1.1735073891003776,Dual_SMA_20_100,Dual_SMA,"fast=20, slow=100"
384.0100645920122,25.851243697441916,-72.3144836992604,0.7259250276315362,51.02695763799743,1558,1.175570302206625,Dual_SMA_50_200,Dual_SMA,"fast=50, slow=200"
4753.93283803839,76.13538196950908,-40.059367147379525,1.526506358344534,46.213692946058096,1928,1.3488120873294156,BB_10_1.5,Bollinger_Band,"period=10, std_dev=1.5"
4753.93283803839,76.13538196950908,-40.059367147379525,1.526506358344534,46.213692946058096,1928,1.3488120873294156,BB_10_2.0,Bollinger_Band,"period=10, std_dev=2.0"
4753.93283803839,76.13538196950908,-40.059367147379525,1.526506358344534,46.213692946058096,1928,1.3488120873294156,BB_10_2.5,Bollinger_Band,"period=10, std_dev=2.5"
8579.461207144017,91.71164609052624,-37.69290358775144,1.7338045207110044,49.889135254988915,1804,1.415651829691249,BB_20_1.5,Bollinger_Band,"period=20, std_dev=1.5"
8579.461207144017,91.71164609052624,-37.69290358775144,1.7338045207110044,49.889135254988915,1804,1.415651829691249,BB_20_2.0,Bollinger_Band,"period=20, std_dev=2.0"
8579.461207144017,91.71164609052624,-37.69290358775144,1.7338045207110044,49.889135254988915,1804,1.415651829691249,BB_20_2.5,Bollinger_Band,"period=20, std_dev=2.5"
5942.428727529702,81.85095006359168,-40.696877681861,1.601734508364357,51.12912565141865,1727,1.3830940234993554,BB_30_1.5,Bollinger_Band,"period=30, std_dev=1.5"
5942.428727529702,81.85095006359168,-40.696877681861,1.601734508364357,51.12912565141865,1727,1.3830940234993554,BB_30_2.0,Bollinger_Band,"period=30, std_dev=2.0"
5942.428727529702,81.85095006359168,-40.696877681861,1.601734508364357,51.12912565141865,1727,1.3830940234993554,BB_30_2.5,Bollinger_Band,"period=30, std_dev=2.5"
3979.3998986467827,71.72694333644307,-57.093529553943455,1.3748020663078473,49.97321906802357,1867,1.3076008721239194,MACD_12_26_9,MACD,"fast=12, slow=26, signal=9"
2469.2819456457787,60.53228008164584,-58.65742767689783,1.2304579174525836,48.40397697540555,1911,1.2701615657512513,MACD_8_17_9,MACD,"fast=8, slow=17, signal=9"
2319.676150221561,59.134156515838576,-55.825947598472936,1.2191629177706544,46.455889852116265,1961,1.2670610054736873,MACD_5_35_5,MACD,"fast=5, slow=35, signal=5"
2945.1496919521887,64.55935561557628,-56.057314359953494,1.3487013208020688,45.35409342039176,1991,1.3001831078402544,Momentum_5,Momentum,period=5
4979.618498327544,77.30642536907007,-43.527985517550746,1.522335982167531,48.33153928955867,1858,1.3540188624900127,Momentum_10,Momentum,period=10
3725.587054635086,70.12598375433055,-49.69365984070931,1.4451342032719323,50.332963374028864,1802,1.3337402160182619,Momentum_15,Momentum,period=15
2170.6117276396203,57.66561902795466,-59.48890513228079,1.2715634242503082,49.859154929577464,1775,1.2906806611479475,Momentum_20,Momentum,period=20
3007.084937535475,65.0431851544208,-53.67891834889414,1.358993885986295,51.53234960272418,1762,1.3088184494471404,Momentum_30,Momentum,period=30
898.6888981597058,39.870235092757355,-58.411609872175504,0.9518216110063273,50.42205965109735,1777,1.2223615593890793,Momentum_60,Momentum,period=60
