timestamp,Open,High,Low,Close,Volume,SMA30,MACD,MACD_Signal,signal,position,position_change,daily_price_return,returns,cumulative
2018-01-13,20750000.0,21399000.0,19886000.0,21135000.0,30172.38452901,,711283.2760526687,1028159.6847642382,0,0.0,0.0,0.018799710773680367,0.0,0.9531017660898609
2018-01-14,21130000.0,21299000.0,18131000.0,19206000.0,30105.53009772,,439647.49380350113,910457.2465720908,0,0.0,0.0,-0.09127040454222857,0.0,0.9531017660898609
2018-01-15,19210000.0,20143000.0,18201000.0,19106000.0,29582.95249892,,213840.00065895915,771133.7973894645,0,0.0,0.0,-0.0052067062376340845,0.0,0.9531017660898609
2018-01-16,19107000.0,19219000.0,11543000.0,14279000.0,59293.11406178,,-350571.454091426,546792.7470932864,0,0.0,0.0,-0.2526431487490841,0.0,0.9531017660898609
2018-01-17,14279000.0,15722000.0,11901000.0,14951000.0,60203.17701055,,-735172.2069119103,290399.75629224704,0,0.0,0.0,0.0470621191960221,0.0,0.9531017660898609
2018-01-18,14954000.0,16370000.0,13650000.0,14880000.0,44001.92022842,,-1033783.369869139,25563.131059969804,0,0.0,0.0,-0.004748846231021342,0.0,0.9531017660898609
2018-01-19,14879000.0,15448000.0,14352000.0,15372000.0,27555.99477285,,-1216709.114409767,-222891.3180339776,0,0.0,0.0,0.03306451612903216,0.0,0.9531017660898609
2018-01-20,15370000.0,17208000.0,15225000.0,16858000.0,51147.45641776,,-1227620.0639568716,-423837.0672185564,0,0.0,0.0,0.09666926880041626,0.0,0.9531017660898609
2018-01-21,16852000.0,16943000.0,13735000.0,14640000.0,44140.37058853,,-1399113.0293973982,-618892.2596543249,0,0.0,0.0,-0.1315695812077352,0.0,0.9531017660898609
2018-01-22,14640000.0,14910000.0,12981000.0,13944000.0,30529.67525826,,-1573050.6743505523,-809723.9425935703,0,0.0,0.0,-0.04754098360655734,0.0,0.9531017660898609
2018-01-23,13968000.0,14044000.0,12311000.0,13141000.0,28032.38238629,,-1755457.0836517308,-998870.5708052025,0,0.0,0.0,-0.057587492828456655,0.0,0.9531017660898609
2018-01-24,13139000.0,13780000.0,12600000.0,13450000.0,24236.06233141,,-1853713.3065099008,-1169839.1179461423,0,0.0,0.0,0.023514192222814145,0.0,0.9531017660898609
2018-01-25,13450000.0,13900000.0,12800000.0,12973000.0,18943.75635587,,-1947621.021780435,-1325395.498713001,0,0.0,0.0,-0.03546468401486991,0.0,0.9531017660898609
2018-01-26,12973000.0,13350000.0,11500000.0,12876000.0,30279.96147663,,-2006738.222955007,-1461664.0435614022,0,0.0,0.0,-0.007477067756108791,0.0,0.9531017660898609
2018-01-27,12876000.0,13132000.0,12300000.0,12900000.0,18535.39984957,,-2028271.7768900152,-1574985.590227125,0,0.0,0.0,0.0018639328984155767,0.0,0.9531017660898609
2018-01-28,12903000.0,13570000.0,12810000.0,13352000.0,20508.73672486,,-1985971.6065896358,-1657182.7934996274,0,0.0,0.0,0.03503875968992243,0.0,0.9531017660898609
2018-01-29,13351000.0,13489000.0,12560000.0,12909000.0,15844.07278917,,-1965537.3238005675,-1718853.6995598155,0,0.0,0.0,-0.033178550029958065,0.0,0.9531017660898609
2018-01-30,12909000.0,12957000.0,11310000.0,11627000.0,21206.17024434,18064933.333333332,-2029396.0786091276,-1780962.175369678,0,0.0,0.0,-0.09931055852505999,0.0,0.9531017660898609
2018-01-31,11658000.0,11900000.0,10400000.0,11429000.0,23175.02109439,17817233.333333332,-2072095.7175205722,-1839188.883799857,0,0.0,0.0,-0.017029328287606393,0.0,0.9531017660898609
2018-02-01,11439000.0,11490000.0,10011000.0,10070000.0,22225.67551126,17477466.666666668,-2190346.4805706125,-1909420.403154008,0,0.0,0.0,-0.11890804094846441,0.0,0.9531017660898609
2018-02-02,10061000.0,10120000.0,7830000.0,9410000.0,52018.46095277,17094466.666666668,-2310681.4489936307,-1989672.6123219326,0,0.0,0.0,-0.06554121151936443,0.0,0.9531017660898609
2018-02-03,9410000.0,10200000.0,8400000.0,9520000.0,25405.73722415,16631733.333333334,-2369853.501758175,-2065708.7902091811,0,0.0,0.0,0.011689691817215797,0.0,0.9531017660898609
2018-02-04,9524000.0,10158000.0,8765000.0,8900000.0,18781.02389914,16013600.0,-2438665.1841035243,-2140300.06898805,0,0.0,0.0,-0.06512605042016806,0.0,0.9531017660898609
2018-02-05,8900000.0,9250000.0,7715000.0,7832000.0,20709.59917348,15377200.0,-2549982.9958088137,-2222236.654352203,0,0.0,0.0,-0.12,0.0,0.9531017660898609
2018-02-06,7831000.0,8698000.0,6620000.0,8642000.0,44456.45172294,14803300.0,-2543522.7856541686,-2286493.8806125964,0,0.0,0.0,0.10342185903983658,0.0,0.9531017660898609
2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,33928.15634331,14241866.666666666,-2529817.2331323903,-2335158.551116555,0,0.0,0.0,-0.029507058551261234,0.0,0.9531017660898609
2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,38113.82546535,13757333.333333334,-2403058.5554229375,-2348738.551977832,0,0.0,0.0,0.13032073447001302,0.0,0.9531017660898609
2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,13377733.333333334,-2240543.2545916215,-2327099.49250059,1,0.0,0.0,0.04736286919831234,0.0,0.9531017660898609
2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,13063400.0,-2085290.0330902599,-2278737.6006185245,1,1.0,1.0,0.0030214523114109326,0.0010214523114109326,0.9540753140918432
2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,17672.61615308,12682566.666666666,-1990863.2637306135,-2221162.7332409425,1,1.0,0.0,-0.06416306858118281,-0.06416306858118281,0.8928589142821547
2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,14756.72285892,12316066.666666666,-1828781.170770999,-2142686.4207469537,1,1.0,0.0,0.08798283261802564,0.08798283261802564,0.9714151706889537
2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,13735.57073936,12006066.666666666,-1699619.6316058189,-2054073.0629187268,1,1.0,0.0,-0.023076923076923106,-0.023076923076923106,0.9489978975192086
2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,17264.67105928,11718300.0,-1533825.0395920053,-1950023.4582533827,1,1.0,0.0,0.05723803755299817,0.05723803755299817,1.0033166748151294
2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,11620900.0,-1315930.9855687395,-1823204.963716454,1,1.0,0.0,0.08440752410961516,0.08440752410961516,1.0880041512341663
2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,11504600.0,-1121843.8379941713,-1682932.7385719977,1,1.0,0.0,0.009245399313198899,0.009245399313198899,1.098063184066744
2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,11418600.0,-890147.7099742796,-1524375.7328524543,1,1.0,0.0,0.07311114988658174,0.07311114988658174,1.178343846101985
2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,11305066.666666666,-725119.1457424648,-1364524.4154304564,1,1.0,0.0,-0.027154471544715397,-0.027154471544715397,1.1463465416631182
2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,11164766.666666666,-533075.4655523803,-1198234.6254548414,1,1.0,0.0,0.0570783887681765,0.0570783887681765,1.2117781552312203
2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,11128366.666666666,-304823.8589584138,-1019552.472155556,1,1.0,0.0,0.07107281208000638,0.07107281208000638,1.2979026363406256
2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,11090733.333333334,-180993.41095506772,-851840.6599154584,1,1.0,0.0,-0.054103926778860334,-0.054103926778860334,1.2276810071379627
2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,11044800.0,-165832.8786338698,-714639.1036591408,1,1.0,0.0,-0.0820912992586812,-0.0820912992586812,1.1268990781868011
2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,10998633.333333334,-127973.96722969599,-597306.0763732519,1,1.0,0.0,0.02567372268979007,0.02567372268979007,1.1558307726195491
2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,10951300.0,-137697.33901013248,-505384.32890062797,1,1.0,0.0,-0.04243680066307498,-0.04243680066307498,1.1067810125216453
2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,10896433.333333334,-169512.54665565863,-438209.9724516341,1,1.0,0.0,-0.027958106119622572,-0.027958106119622572,1.0758375115223817
2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,10858866.666666666,-149190.98516248725,-380406.1749938048,1,1.0,0.0,0.04835262689225295,0.04835262689225295,1.1278570813137134
2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,10812166.666666666,-117369.9214836508,-327798.924291774,1,1.0,0.0,0.015119340864690356,0.015119340864690356,1.1449095369727502
2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,10777200.0,-98360.59898332506,-281911.25923008425,1,1.0,0.0,-0.00761442557108194,-0.00761442557108194,1.1361917085178492
2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,10796766.666666666,-54107.020397787914,-236350.41146362497,1,1.0,0.0,0.029848229342327226,0.029848229342327226,1.1701050192105407
2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,10831300.0,1203.9829999711365,-188839.53257090575,1,1.0,0.0,0.02055018830849842,0.02055018830849842,1.1941508976960364
2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,10923333.333333334,73721.67531445622,-136327.29099383336,1,1.0,0.0,0.029362214199759373,0.029362214199759373,1.2292138121410223
2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,11029400.0,110631.8709988594,-86935.45859529483,1,1.0,0.0,-0.01862676330761437,-0.01862676330761437,1.2063175374078212
2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,11136933.333333334,150574.25370317698,-39433.51613560046,1,1.0,0.0,0.01222998729351965,0.01222998729351965,1.221070785562269
2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,11241033.333333334,122476.98369996995,-7051.416168486379,1,1.0,0.0,-0.056723678016632695,-0.056723678016632695,1.151807159486518
2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,11353300.0,33415.2823162619,1041.9235284632769,1,1.0,0.0,-0.06845213341096235,-0.06845213341096235,1.0729635021416453
2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,11415800.0,-91227.53537543304,-17411.96825231599,0,1.0,0.0,-0.060982142857142874,-0.060982142857142874,1.0075318885735431
2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,11483500.0,-195739.97048573196,-53077.56869899919,0,0.0,-1.0,-0.00941333079775597,-0.002,1.0055168247963961
2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,11496266.666666666,-319665.78180592693,-106395.21132038475,0,0.0,0.0,-0.05327318103282774,0.0,1.0055168247963961
2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,11515966.666666666,-360705.4826202579,-157257.26558035938,0,0.0,0.0,0.06661259251748963,0.0,1.0055168247963961
2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,11524433.333333334,-413238.5190688614,-208453.5162780598,0,0.0,0.0,-0.029182509505703447,0.0,1.0055168247963961
2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,11552700.0,-453277.35367595777,-257418.2837576394,0,0.0,0.0,-0.004406149025751538,0.0,1.0055168247963961
2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,11519800.0,-560449.9180698264,-318024.6106200768,0,0.0,0.0,-0.099822974036192,0.0,1.0055168247963961
2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,11493433.333333334,-641061.4723035414,-382631.98295676976,0,0.0,0.0,-0.0041516442696383216,0.0,1.0055168247963961
2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,11447500.0,-698508.570665529,-445807.30049852165,0,0.0,0.0,-0.0021941854086670043,0.0,1.0055168247963961
2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,11357833.333333334,-769699.2195740324,-510585.6843136238,0,0.0,0.0,-0.04705882352941182,0.0,1.0055168247963961
2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,11276366.666666666,-788703.8679260034,-566209.3210360998,0,0.0,0.0,0.04049844236760114,0.0,1.0055168247963961
2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,11190300.0,-738765.015575828,-600720.4599440455,0,0.0,0.0,0.07762253271235298,0.0,1.0055168247963961
2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,11119066.666666666,-682365.4587137159,-617049.4596979796,0,0.0,0.0,0.011422103313438958,0.0,1.0055168247963961
2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,11028066.666666666,-623222.0399902537,-618283.9757564345,0,0.0,0.0,0.00915657747481946,0.0,1.0055168247963961
2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,10902566.666666666,-580631.3610474784,-610753.4528146433,1,0.0,0.0,-0.0137110595826192,0.0,1.0055168247963961
2018-03-23,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,10803633.333333334,-535540.3007812314,-595710.8224079609,1,1.0,1.0,0.006541960543800407,0.004541960543800407,1.0100838425407488
2018-03-24,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,10730866.666666666,-515408.6689397972,-579650.3917143282,1,1.0,0.0,-0.027114857316949292,-0.027114857316949292,0.9826955632721005
2018-03-25,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,10644600.0,-501978.9440618679,-564116.1021838362,1,1.0,0.0,-0.0107515657620042,-0.0107515657620042,0.9721300472995508
2018-03-26,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,10561233.333333334,-519639.6559773162,-555220.8129425322,1,1.0,0.0,-0.044845415215785556,-0.044845415215785556,0.9285344716846612
2018-03-27,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,10475266.666666666,-559543.1806292795,-556085.2864798817,0,1.0,0.0,-0.044299602297834695,-0.044299602297834695,0.8874007638692006
2018-03-28,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,10373833.333333334,-578128.0711044148,-560493.8434047884,0,0.0,-1.0,0.00913189226679001,-0.002,0.8856259623414622
2018-03-29,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,10239300.0,-651114.7736578174,-578618.0294553943,0,0.0,0.0,-0.09335624284077892,0.0,0.8856259623414622
2018-03-30,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,10097366.666666666,-725846.6372121051,-608063.7510067364,0,0.0,0.0,-0.03954516740366398,0.0,0.8856259623414622
2018-03-31,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,9946800.0,-768547.1384331305,-640160.4284920152,0,0.0,0.0,0.012496711391738913,0.0,0.8856259623414622
2018-04-01,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,9780700.0,-810394.572285125,-674207.2572506373,0,0.0,0.0,-0.027932960893854775,0.0,0.8856259623414622
2018-04-02,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,9610000.0,-815757.7233397048,-702517.3504684508,0,0.0,0.0,0.030473135525260542,0.0,0.8856259623414622
2018-04-03,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,9460000.0,-780190.3035295922,-718051.9410806792,0,0.0,0.0,0.04954604409857333,0.0,0.8856259623414622
2018-04-04,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,9284866.666666666,-791296.2817008188,-732700.8092047072,0,0.0,0.0,-0.074147305981216,0.0,0.8856259623414622
2018-04-05,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,9131033.333333334,-797680.7799067581,-745696.8033451174,0,0.0,0.0,-0.011211959423384932,0.0,0.8856259623414622
2018-04-06,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,9000366.666666666,-803803.326593386,-757318.1079947711,0,0.0,0.0,-0.017278617710583144,0.0,0.8856259623414622
2018-04-07,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,8900900.0,-779257.7056032121,-761706.0275164593,0,0.0,0.0,0.03475274725274735,0.0,0.8856259623414622
2018-04-08,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,8807700.0,-744046.6611738373,-758174.154247935,1,0.0,0.0,0.01181468206557823,0.0,0.8856259623414622
2018-04-09,7621000.0,7752000.0,7290000.0,7450000.0,16765.03922053,8727266.666666666,-721701.2940434283,-750879.5822070338,1,1.0,1.0,-0.022566255575964367,-0.02456625557596437,0.8638694486058724
2018-04-10,7449000.0,7468000.0,7263000.0,7428000.0,12263.5228475,8624200.0,-697724.7096074289,-740248.6076871129,1,1.0,0.0,-0.002953020134228157,-0.002953020134228157,0.8613184247307948
2018-04-11,7428000.0,7483000.0,7351000.0,7429000.0,13067.55564243,8531400.0,-670908.5855096225,-726380.6032516148,1,1.0,0.0,0.00013462574044154074,0.00013462574044154074,0.8614343803614801
2018-04-12,7432000.0,8280000.0,7200000.0,8121000.0,40389.83330536,8463166.666666666,-587050.8405838814,-698514.6507180681,1,1.0,0.0,0.09314847220352673,0.09314847220352673,0.9416756767957437
2018-04-13,8125000.0,8625000.0,7925000.0,8375000.0,29730.02055218,8437233.333333334,-494398.181846234,-657691.3569437014,1,1.0,0.0,0.03127693633788953,0.03127693633788953,0.9711284069898232
2018-04-14,8375000.0,8575000.0,8120000.0,8350000.0,18691.42301782,8411733.333333334,-418167.2021304555,-609786.5259810522,1,1.0,0.0,-0.0029850746268657025,-0.0029850746268657025,0.9682295162226894
2018-04-15,8349000.0,8710000.0,8250000.0,8663000.0,15472.99524881,8397333.333333334,-328707.97640293185,-553570.8160654282,1,1.0,0.0,0.03748502994011971,0.03748502994011971,1.0045236286272046
2018-04-16,8665000.0,8840000.0,8449000.0,8663000.0,17194.39323556,8397200.0,-254872.87959187478,-493831.2287707175,1,1.0,0.0,0.0,0.0,1.0045236286272046
2018-04-17,8663000.0,8704000.0,8360000.0,8450000.0,24694.92021697,8378266.666666667,-211111.78802091163,-437287.3406207564,1,1.0,0.0,-0.024587325406902893,-0.024587325406902893,0.9798250792912246
2018-04-18,8450000.0,8679000.0,8445000.0,8652000.0,20637.8768936,8342733.333333333,-158306.24006051663,-381491.12050870847,1,1.0,0.0,0.023905325443786873,0.023905325443786873,1.0032481166896656
2018-04-19,8652000.0,8999000.0,8601000.0,8994000.0,28767.85905612,8314900.0,-87848.26100253686,-322762.54860747413,1,1.0,0.0,0.03952843273231621,0.03952843273231621,1.042904942384056
2018-04-20,8994000.0,9666000.0,8710000.0,9552000.0,25528.47959504,8302666.666666667,12867.799638358876,-255636.47895830756,1,1.0,0.0,0.062041360907271415,0.062041360907271415,1.1076081843064822
2018-04-21,9552000.0,9845000.0,9285000.0,9735000.0,18553.75599688,8301066.666666667,106228.0431645494,-183263.57453373616,1,1.0,0.0,0.019158291457286536,0.019158291457286536,1.1288280647219018
2018-04-22,9735000.0,9757000.0,9500000.0,9602000.0,12583.32708627,8292900.0,167553.2705065552,-113100.20552567788,1,1.0,0.0,-0.01366204417051875,-0.01366204417051875,1.11340596584075
2018-04-23,9602000.0,9771000.0,9530000.0,9760000.0,12885.92089887,8298900.0,226294.65066902153,-45221.234286738,1,1.0,0.0,0.016454905228077576,0.016454905228077576,1.1317269554890357
2018-04-24,9758000.0,10670000.0,9730000.0,10505000.0,23344.4840328,8333166.666666667,329168.4425265789,29656.70107592539,1,1.0,0.0,0.07633196721311486,0.07633196721311486,1.218113900349623
2018-04-25,10505000.0,10755000.0,9723000.0,9829000.0,25689.72597052,8359066.666666667,352090.4339531362,94143.44765136756,1,1.0,0.0,-0.06435030937648734,-0.06435030937648734,1.1397278940063251
2018-04-26,9829000.0,10508000.0,9510000.0,10130000.0,22295.30584657,8408366.666666666,390048.22855851986,153324.403832798,1,1.0,0.0,0.030623664665784922,0.030623664665784922,1.1746305388426161
2018-04-27,10130000.0,10200000.0,9778000.0,9819000.0,17528.43197899,8444666.666666666,390533.1305592228,200766.14917808297,1,1.0,0.0,-0.030700888450148067,-0.030700888450148067,1.1385683376994717
2018-04-28,9821000.0,10118000.0,9750000.0,10043000.0,12164.64763884,8515600.0,404331.4653967079,241479.21242180798,1,1.0,0.0,0.022812913738669893,0.022812913738669893,1.1645423989729906
2018-04-29,10043000.0,10256000.0,9894000.0,10187000.0,14834.01522815,8601766.666666666,422021.54009391926,277587.67795623024,1,1.0,0.0,0.014338345116001294,0.014338345116001294,1.1812400097916813
2018-04-30,10187000.0,10292000.0,9934000.0,10138000.0,14851.10015753,8683133.333333334,427163.091037957,307502.7605725756,1,1.0,0.0,-0.004810052027093392,-0.004810052027093392,1.175558183888099
2018-05-01,10135000.0,10144000.0,9740000.0,9896000.0,15399.91370228,8763600.0,407018.57293384895,327405.9230448303,1,1.0,0.0,-0.023870585914381515,-0.023870585914381515,1.147496921262244
2018-05-02,9896000.0,10078000.0,9811000.0,10032000.0,11828.98111498,8841000.0,397446.4453829527,341414.02751245484,1,1.0,0.0,0.013742926434923142,0.013742926434923142,1.1632668870354517
2018-05-03,10032000.0,10785000.0,10010000.0,10683000.0,20391.11856627,8927366.666666666,437349.23496121913,360601.0690022077,1,1.0,0.0,0.06489234449760772,0.06489234449760772,1.238754002611616
2018-05-04,10670000.0,10901000.0,10500000.0,10645000.0,12582.44048262,9032466.666666666,460596.72839192674,380600.20088015153,1,1.0,0.0,-0.0035570532621922446,-0.0035570532621922446,1.2343476886455726
2018-05-05,10645000.0,10907000.0,10621000.0,10820000.0,9581.87522246,9146200.0,487521.72491579317,401984.50568727986,1,1.0,0.0,0.016439643024894313,0.016439643024894313,1.2546399240155093
2018-05-06,10820000.0,10963000.0,10500000.0,10684000.0,8806.00591903,9259666.666666666,492212.0016804673,420030.00488591735,1,1.0,0.0,-0.012569316081330828,-0.012569316081330828,1.2388699582423015
2018-05-07,10684000.0,10721000.0,10264000.0,10422000.0,8143.48490464,9355966.666666666,469377.18146269955,429899.4402012738,1,1.0,0.0,-0.024522650692624492,-0.024522650692624492,1.2084895830027393
2018-05-08,10439000.0,10499000.0,10130000.0,10233000.0,7651.23404175,9443000.0,431060.70201615244,430131.69256424956,1,1.0,0.0,-0.01813471502590669,-0.01813471502590669,1.1865739688032078
2018-05-09,10230000.0,10433000.0,9917000.0,10405000.0,9955.39479461,9541500.0,409849.0933099855,426075.1727133968,1,1.0,0.0,0.016808365093325506,0.016808365093325506,1.2065183372810884
2018-05-10,10405000.0,10474000.0,9895000.0,9976000.0,9077.78269458,9626433.333333334,354337.4443999119,411727.62705069984,1,1.0,0.0,-0.04123017779913507,-0.04123017779913507,1.1567733717170723
2018-05-11,9976000.0,9985000.0,8788000.0,9256000.0,20997.66993227,9687333.333333334,249371.48078774847,379256.3977981096,0,1.0,0.0,-0.0721732157177225,-0.0721732157177225,1.0732853176236188
2018-05-12,9257000.0,9644000.0,9014000.0,9481000.0,10980.18990988,9732666.666666666,182240.06792023592,339853.1318225349,0,0.0,-1.0,0.024308556611927434,-0.002,1.0711387469883715
2018-05-13,9480000.0,9851000.0,9360000.0,9803000.0,8513.44899868,9780266.666666666,153254.03142380714,302533.31174278934,1,0.0,0.0,0.03396266216643817,0.0,1.0711387469883715
2018-05-14,9804000.0,9935000.0,9400000.0,9797000.0,12813.13382791,9828500.0,128319.0566026885,267690.4607147692,0,1.0,1.0,-0.0006120575334080947,-0.0026120575334080947,1.0683408709549753
2018-05-15,9802000.0,9879000.0,9458000.0,9500000.0,8325.82703617,9856400.0,83628.4745450858,230878.06348083253,0,0.0,-1.0,-0.030315402674288006,-0.002,1.0662041892130654
2018-05-16,9500000.0,9542000.0,9015000.0,9297000.0,12218.79341156,9877533.333333334,31467.72251083888,190995.99528683382,0,0.0,0.0,-0.021368421052631592,0.0,1.0662041892130654
2018-05-17,9297000.0,9390000.0,9020000.0,9090000.0,6921.98679007,9898866.666666666,-26270.390593042597,147542.71811085855,0,0.0,0.0,-0.022265246853823806,0.0,1.0662041892130654
2018-05-18,9072000.0,9186000.0,8881000.0,9165000.0,5904.08097087,9915966.666666666,-65224.5203400366,104989.27042067952,0,0.0,0.0,0.008250825082508184,0.0,1.0662041892130654
2018-05-19,9165000.0,9299000.0,9068000.0,9112000.0,6285.06750236,9919900.0,-99228.75851400569,64145.66463374249,0,0.0,0.0,-0.005782869612656838,0.0,1.0662041892130654
2018-05-20,9112000.0,9398000.0,9051000.0,9370000.0,4901.03255016,9913833.333333334,-104158.24701482058,30484.882304029874,0,0.0,0.0,0.02831431079894653,0.0,1.0662041892130654
2018-05-21,9370000.0,9439000.0,9279000.0,9345000.0,4741.95012493,9900833.333333334,-108827.69530446082,2622.3667823317337,0,0.0,0.0,-0.0026680896478121774,0.0,1.0662041892130654
2018-05-22,9345000.0,9356000.0,8931000.0,8940000.0,4999.60324703,9878766.666666666,-143553.58561338857,-26612.823696812327,0,0.0,0.0,-0.043338683788122,0.0,1.0662041892130654
2018-05-23,8940000.0,9020000.0,8433000.0,8483000.0,8085.0532098,9836200.0,-205580.38188832253,-62406.335335114374,0,0.0,0.0,-0.05111856823266214,0.0,1.0662041892130654
