entry_period,exit_period,slippage,total_return,cagr,mdd,sharpe,sortino,calmar,win_rate,total_trades,winning_trades,losing_trades,avg_win,avg_loss,profit_factor,max_win_streak,max_loss_streak,avg_holding_period
40,10,0.3,3030.4300572511975,55.12076385315454,-18.245205771216902,0.8403144037553342,1.3346154707275428,3.021109465375909,58.97435897435898,39,23,16,23.075237106835246,-4.611769059083198,7.1926093687939066,1,1,23.153846153846153
40,15,0.1,4672.015454492879,63.68636796544684,-17.81581570422355,0.7850773961574323,1.7483870904552545,3.5747096300703696,61.29032258064516,31,19,12,32.653878755658596,-4.956165827279795,10.431849235528144,1,1,34.96774193548387
40,15,0.2,4539.501850005988,63.09974609625242,-18.078770659899888,0.7814043263766665,1.738724905203561,3.4902675233450764,61.29032258064516,31,19,12,32.5538787556586,-5.056165827279795,10.194214969182779,1,1,34.96774193548387
40,15,0.3,4410.5478740419885,62.514674788988046,-18.341164160099517,0.7777218734263259,1.729062719951867,3.408435486608111,61.29032258064516,31,19,12,32.4538787556586,-5.156165827279795,9.965798182426145,1,1,34.96774193548387
40,20,0.1,3788.4165026601736,59.468614356859284,-21.377096249289927,0.7802266305523629,1.27278658481431,2.781884576996028,58.620689655172406,29,17,12,36.04383960228377,-6.855246258461483,7.448617333069398,1,1,41.172413793103445
40,20,0.2,3687.3044305013714,58.93386461087293,-21.632470906951735,0.7766527328737745,1.2658286128522618,2.724324228349437,58.620689655172406,29,17,12,35.943839602283774,-6.955246258461482,7.321155505402968,1,1,41.172413793103445
40,20,0.3,3588.7292866454495,58.40040259795123,-21.887292184122423,0.7730692913593891,1.2588706408902137,2.6682333340583955,58.620689655172406,29,17,12,35.843839602283765,-7.055246258461483,7.197306927309889,1,1,41.172413793103445
55,5,0.1,1711.9954346014936,44.676689320063566,-13.190936062763095,1.0246128966649983,1.2217089000239516,3.3869233470232722,57.14285714285714,49,28,21,15.250904835318337,-3.8165621396437333,5.327972933862052,1,1,12.285714285714286
55,5,0.2,1629.5251703906636,43.82006306006092,-13.550228519762811,1.0124910247175278,1.1261729258515343,3.233898453900611,55.10204081632652,49,27,22,15.71323651014066,-3.739993423518315,5.15627287064594,1,1,12.285714285714286
55,5,0.3,1550.7342156407076,42.96768958295863,-13.908404757014253,1.000284698481684,1.110036639560128,3.0893326972878947,55.10204081632652,49,27,22,15.613236510140668,-3.8399934235183153,4.990034419329276,1,1,12.285714285714286
55,10,0.1,2165.1697753464455,48.85300611709844,-18.093781082094957,0.8155878920362427,0.8809786751286067,2.699988791477192,57.57575757575758,33,19,14,25.32286326784692,-4.820331538044204,7.12953927237702,1,1,24.21212121212121
55,10,0.2,2096.964121064548,48.27395258596188,-18.356234464001577,0.8100893731925378,0.8739504355280002,2.6298396155612394,57.57575757575758,33,19,14,25.222863267846922,-4.920331538044205,6.957057355987841,1,1,24.21212121212121
55,10,0.3,2030.7500776066113,47.696602833988244,-18.61812682882614,0.8045703337231244,0.866922195927394,2.561836820240175,57.57575757575758,33,19,14,25.122863267846924,-5.020331538044204,6.791446775289624,1,1,24.21212121212121
55,15,0.1,2865.533075794557,54.0543036003917,-15.907991604284899,0.747621840353177,0.9060946547103365,3.397933877827286,62.96296296296296,27,17,10,31.796673390945962,-4.953135242643922,10.913157448080216,1,1,35.0
55,15,0.2,2793.6879975525626,53.57338721437057,-16.091515265370624,0.7441683850912393,0.9011121795502826,3.3292941236964766,62.96296296296296,27,17,10,31.696673390945968,-5.053135242643923,10.663546922289488,1,1,35.0
55,15,0.3,2723.517899840689,53.09351874781174,-16.27483892645637,0.7407057756820528,0.8961297043902283,3.2623068644632145,62.96296296296296,27,17,10,31.596673390945963,-5.1531352426439225,10.423624111415497,1,1,35.0
55,20,0.1,2471.6092142773664,51.280404092274836,-20.761507958449897,0.7484534293295416,0.7435601557858613,2.4699749264312856,60.0,25,15,10,35.88182183311216,-6.944421881294237,7.750498698048174,1,1,42.08
55,20,0.2,2414.00106488656,50.84407854637681,-20.93960652427804,0.7451537515623136,0.7395947817034115,2.4281296063241005,60.0,25,15,10,35.781821833112176,-7.0444218812942365,7.619182049869965,1,1,42.08
55,20,0.3,2357.6305266231393,50.408598695261,-21.11750509010617,0.741844882688865,0.735629407620962,2.38705275458312,60.0,25,15,10,35.68182183311216,-7.144421881294237,7.491541462550418,1,1,42.08
