timestamp,Close,SMA30,signal,position,position_change,daily_price_return,strategy_returns,strategy_cumulative,buy_hold_cumulative
2017-10-24,6479000.0,5665900.0,1,0.0,0.0,-0.07057810930999853,0.0,1.0,1.499074502545118
2017-10-25,6643000.0,5743266.666666667,1,1.0,1.0,0.025312548232751864,0.023312548232751862,1.0233125482327519,1.5370198981952798
2017-10-26,6811000.0,5826266.666666667,1,1.0,0.0,0.025289778714436162,0.025289778714436162,1.049191896133264,1.5758907913003237
2017-10-27,6710000.0,5894700.0,1,1.0,0.0,-0.014828953163999459,-0.014828953163999459,1.033633478645456,1.5525219805645532
2017-10-28,6715000.0,5965666.666666667,1,1.0,0.0,0.0007451564828613311,0.0007451564828613311,1.034403697332971,1.5536788523831555
2017-10-29,6961000.0,6042466.666666667,1,1.0,0.0,0.03663440059568135,0.03663440059568135,1.072298456758721,1.6105969458583984
2017-10-30,6964000.0,6111433.333333333,1,1.0,0.0,0.0004309725614135562,0.0004309725614135562,1.07276058797123,1.6112910689495599
2017-10-31,7422000.0,6193433.333333333,1,1.0,0.0,0.06576680068925911,0.06576680068925911,1.1433126197476264,1.7172605275335489
2017-11-01,7798000.0,6285866.666666667,1,1.0,0.0,0.050660199407167816,0.050660199407167816,1.2012330650487726,1.8042572882924566
2017-11-02,8217000.0,6394300.0,1,1.0,0.0,0.05373172608361121,0.05373172608361121,1.26577739106255,1.901203146691346
2017-11-03,8143000.0,6502566.666666667,1,1.0,0.0,-0.009005719849093374,-0.009005719849093374,1.2543781544873245,1.884081443776029
2017-11-04,8346000.0,6616566.666666667,1,1.0,0.0,0.024929387203733278,0.024929387203733278,1.2856490332004433,1.9310504396112904
2017-11-05,8453000.0,6730766.666666667,1,1.0,0.0,0.012820512820512775,0.012820512820512775,1.3021317131132695,1.955807496529384
2017-11-06,8060000.0,6831200.0,1,1.0,0.0,-0.04649236957293268,-0.04649236957293268,1.2415925242745713,1.8648773715872276
2017-11-07,8243000.0,6932066.666666667,1,1.0,0.0,0.02270471464019841,0.02270471464019841,1.2697825282376292,1.9072188801480787
2017-11-08,8339000.0,7027466.666666667,1,1.0,0.0,0.011646245299041569,0.011646245299041569,1.2845707270379219,1.9294308190652467
2017-11-09,8148000.0,7116200.0,1,1.0,0.0,-0.02290442499100609,-0.02290442499100609,1.2551483731748396,1.8852383155946313
2017-11-10,7541000.0,7182333.333333333,1,1.0,0.0,-0.07449680903289146,-0.07449680903289146,1.1616438245104892,1.7447940768162882
2017-11-11,7231000.0,7212300.0,1,1.0,0.0,-0.041108606285638505,-0.041108606285638505,1.1138902658845442,1.6730680240629332
2017-11-12,7132000.0,7235433.333333333,0,1.0,0.0,-0.013691052413220883,-0.013691052413220883,1.0986399358717425,1.6501619620546037
2017-11-13,7487000.0,7262866.666666667,1,0.0,-1.0,0.04977565900168246,-0.002,1.096442655999999,1.732299861175381
2017-11-14,7591000.0,7303200.0,1,1.0,1.0,0.013890743956190832,0.011890743956190832,1.1094801748851406,1.756362795002313
2017-11-15,8350000.0,7365166.666666667,1,1.0,0.0,0.09998682650507185,0.09998682650507185,1.220413576642198,1.9319759370661724
2017-11-16,8710000.0,7440266.666666667,1,1.0,0.0,0.04311377245508985,0.04311377245508985,1.273030209886652,2.0152707080055525
2017-11-17,8541000.0,7511933.333333333,1,1.0,0.0,-0.0194029850746269,-0.0194029850746269,1.2483296237246722,1.976168440536788
2017-11-18,8618000.0,7582166.666666667,1,1.0,0.0,0.009015337782461108,0.009015337782461108,1.2595837369464027,1.9939842665432665
2017-11-19,8770000.0,7643566.666666667,1,1.0,0.0,0.017637502900905044,0.017637502900905044,1.2817996487607277,2.0291531698287826
2017-11-20,9025000.0,7715266.666666667,1,1.0,0.0,0.029076396807297566,0.029076396807297566,1.3190697639755493,2.08815363257751
2017-11-21,8944000.0,7778766.666666667,1,1.0,0.0,-0.008975069252077583,-0.008975069252077583,1.3072310214955472,2.0694123091161494
2017-11-22,9084000.0,7849200.0,1,1.0,0.0,0.015652951699463236,0.015652951699463236,1.3276930455350568,2.1018047200370193
2017-11-23,8943000.0,7931333.333333333,1,1.0,0.0,-0.015521796565389656,-0.015521796565389656,1.3070848641809791,2.069180934752429
2017-11-24,9195000.0,8016400.0,1,1.0,0.0,0.02817846360281795,0.02817846360281795,1.3439165074520971,2.127487274409995
2017-11-25,9879000.0,8118666.666666667,1,1.0,0.0,0.07438825448613384,0.07438825448613384,1.44388811061656,2.285747339194817
2017-11-26,10344000.0,8239800.0,1,1.0,0.0,0.047069541451563834,0.047069541451563834,1.5118512618906463,2.393336418324849
2017-11-27,11314000.0,8393100.0,1,1.0,0.0,0.09377416860015475,0.09377416860015475,1.6536238570215365,2.617769551133734
2017-11-28,12048000.0,8562666.666666666,1,1.0,0.0,0.06487537564079893,0.06487537564079893,1.7609033259143954,2.787598334104581
2017-11-29,11104000.0,8700666.666666666,1,1.0,0.0,-0.07835325365205847,-0.07835325365205847,1.6229308209622713,2.569180934752429
2017-11-30,11935000.0,8851100.0,1,1.0,0.0,0.07483789625360227,0.07483789625360227,1.7443875493682193,2.761453031004164
2017-12-01,12532000.0,9008900.0,1,1.0,0.0,0.05002094679514024,0.05002094679514024,1.831643466165272,2.8995835261453022
2017-12-02,12971000.0,9167366.666666666,1,1.0,0.0,0.03503032237472081,0.03503032237472081,1.8958065272605926,3.0011568718186017
2017-12-03,13128000.0,9333533.333333334,1,1.0,0.0,0.012103924138462618,0.012103924138462618,1.918753225647757,3.0374826469227196
2017-12-04,13684000.0,9511466.666666666,1,1.0,0.0,0.042352224253503934,0.042352224253503934,2.000016692547525,3.1661267931513173
2017-12-05,14645000.0,9717866.666666666,1,1.0,0.0,0.07022800350774627,0.07022800350774627,2.1404738718473038,3.3884775566867176
2017-12-06,18390000.0,10062200.0,1,1.0,0.0,0.2557186753158074,0.2557186753158074,2.6878330149041934,4.254974548819988
2017-12-07,23791000.0,10580466.666666666,1,1.0,0.0,0.29369222403480144,0.29369222403480144,3.4772286708855713,5.504627487274407
2017-12-08,20260000.0,10977833.333333334,1,1.0,0.0,-0.14841746879071915,-0.14841746879071915,2.961147193146218,4.6876446089773225
2017-12-09,17769000.0,11298533.333333334,1,1.0,0.0,-0.12295162882527144,-0.12295162882527144,2.59706932255751,4.111291068949558
2017-12-10,17661000.0,11635866.666666666,1,1.0,0.0,-0.006078001013000156,-0.006078001013000156,2.5812843325841737,4.086302637667743
2017-12-11,19307000.0,12038400.0,1,1.0,0.0,0.09319970556593615,0.09319970556593615,2.8218592723629827,4.467144840351685
2017-12-12,18940000.0,12432000.0,1,1.0,0.0,-0.01900864971253946,-0.01900864971253946,2.7682195379165533,4.382230448866262
2017-12-13,18358000.0,12794366.666666666,1,1.0,0.0,-0.030728616684266075,-0.030728616684266075,2.6831559808380194,4.247570569180931
2017-12-14,18660000.0,13163333.333333334,1,1.0,0.0,0.01645059374659552,0.01645059374659552,2.727295489837534,4.317445627024522
2017-12-15,20075000.0,13554166.666666666,1,1.0,0.0,0.07583065380493026,0.07583065380493026,2.9341080899511516,4.644840351689029
2017-12-16,22205000.0,14004000.0,1,1.0,0.0,0.10610211706102124,0.10610211706102124,3.245423169980838,5.137667746413694
