timestamp,Open,High,Low,Close,Volume,SMA,position,position_change,buy_signal,sell_signal,buy_price,sell_price,daily_price_return,daily_return,cumulative_return,buy_hold_return
2018-01-24,13139000.0,13780000.0,12600000.0,13450000.0,24236.06233141,,0,0.0,False,False,,,0.023514192222814145,0.0,1.0,0.7131495227995758
2018-01-25,13450000.0,13900000.0,12800000.0,12973000.0,18943.75635587,,0,0.0,False,False,,,-0.03546468401486991,0.0,1.0,0.6878579003181337
2018-01-26,12973000.0,13350000.0,11500000.0,12876000.0,30279.96147663,,0,0.0,False,False,,,-0.007477067756108791,0.0,1.0,0.6827147401908802
2018-01-27,12876000.0,13132000.0,12300000.0,12900000.0,18535.39984957,,0,0.0,False,False,,,0.0018639328984155767,0.0,1.0,0.6839872746553552
2018-01-28,12903000.0,13570000.0,12810000.0,13352000.0,20508.73672486,,0,0.0,False,False,,,0.03503875968992243,0.0,1.0,0.7079533404029692
2018-01-29,13351000.0,13489000.0,12560000.0,12909000.0,15844.07278917,,0,0.0,False,False,,,-0.033178550029958065,0.0,1.0,0.6844644750795335
2018-01-30,12909000.0,12957000.0,11310000.0,11627000.0,21206.17024434,18064933.333333332,0,0.0,False,False,,,-0.09931055852505999,0.0,1.0,0.6164899257688229
2018-01-31,11658000.0,11900000.0,10400000.0,11429000.0,23175.02109439,17817233.333333332,0,0.0,False,False,,,-0.017029328287606393,0.0,1.0,0.6059915164369035
2018-02-01,11439000.0,11490000.0,10011000.0,10070000.0,22225.67551126,17477466.666666668,0,0.0,False,False,,,-0.11890804094846441,0.0,1.0,0.5339342523860021
2018-02-02,10061000.0,10120000.0,7830000.0,9410000.0,52018.46095277,17094466.666666668,0,0.0,False,False,,,-0.06554121151936443,0.0,1.0,0.49893955461293743
2018-02-03,9410000.0,10200000.0,8400000.0,9520000.0,25405.73722415,16631733.333333334,0,0.0,False,False,,,0.011689691817215797,0.0,1.0,0.5047720042417816
2018-02-04,9524000.0,10158000.0,8765000.0,8900000.0,18781.02389914,16013600.0,0,0.0,False,False,,,-0.06512605042016806,0.0,1.0,0.471898197242842
2018-02-05,8900000.0,9250000.0,7715000.0,7832000.0,20709.59917348,15377200.0,0,0.0,False,False,,,-0.12,0.0,1.0,0.415270413573701
2018-02-06,7831000.0,8698000.0,6620000.0,8642000.0,44456.45172294,14803300.0,0,0.0,False,False,,,0.10342185903983658,0.0,1.0,0.4582184517497349
2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,33928.15634331,14241866.666666666,0,0.0,False,False,,,-0.029507058551261234,0.0,1.0,0.44469777306468716
2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,38113.82546535,13757333.333333334,0,0.0,False,False,,,0.13032073447001302,0.0,1.0,0.5026511134676565
2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,13377733.333333334,0,0.0,False,False,,,0.04736286919831234,0.0,1.0,0.5264581124072111
2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,13063400.0,0,0.0,False,False,,,0.0030214523114109326,0.0,1.0,0.5280487804878049
2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,17672.61615308,12682566.666666666,0,0.0,False,False,,,-0.06416306858118281,0.0,1.0,0.4941675503711559
2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,14756.72285892,12316066.666666666,0,0.0,False,False,,,0.08798283261802564,0.0,1.0,0.5376458112407211
2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,13735.57073936,12006066.666666666,0,0.0,False,False,,,-0.023076923076923106,0.0,1.0,0.5252386002120891
2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,17264.67105928,11718300.0,0,0.0,False,False,,,0.05723803755299817,0.0,1.0,0.5553022269353128
2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,11620900.0,0,0.0,False,False,,,0.08440752410961516,0.0,1.0,0.6021739130434782
2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,11504600.0,0,0.0,False,False,,,0.009245399313198899,0.0,1.0,0.6077412513255568
2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,11418600.0,1,1.0,True,False,12300000.0,,0.07311114988658174,-0.002,0.998,0.6521739130434783
2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,11305066.666666666,1,0.0,False,False,,,-0.027154471544715397,-0.027154471544715397,0.970899837398374,0.6344644750795334
2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,11164766.666666666,1,0.0,False,False,,,0.0570783887681765,0.0570783887681765,1.0263172357723578,0.67067868504772
2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,11128366.666666666,1,0.0,False,False,,,0.07107281208000638,0.07107281208000638,1.0992604878048782,0.7183457051961823
2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,11090733.333333334,1,0.0,False,False,,,-0.054103926778860334,-0.054103926778860334,1.0397861788617888,0.6794803817603393
2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,11044800.0,1,0.0,False,False,,,-0.0820912992586812,-0.0820912992586812,0.9544287804878051,0.6237009544008484
2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,10998633.333333334,1,0.0,False,False,,,0.02567372268979007,0.02567372268979007,0.9789325203252035,0.6397136797454931
2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,10951300.0,1,0.0,False,False,,,-0.04243680066307498,-0.04243680066307498,0.9373897560975613,0.6125662778366914
2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,10896433.333333334,1,0.0,False,False,,,-0.027958106119622572,-0.027958106119622572,0.9111821138211386,0.5954400848356309
2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,10858866.666666666,1,0.0,False,False,,,0.04835262689225295,0.04835262689225295,0.9552401626016265,0.6242311770943796
2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,10812166.666666666,1,0.0,False,False,,,0.015119340864690356,0.015119340864690356,0.9696827642276427,0.6336691410392364
2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,10777200.0,1,0.0,False,False,,,-0.00761442557108194,-0.00761442557108194,0.9622991869918702,0.6288441145281018
2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,10796766.666666666,1,0.0,False,False,,,0.029848229342327226,0.029848229342327226,0.9910221138211386,0.6476139978791092
2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,10831300.0,1,0.0,False,False,,,0.02055018830849842,0.02055018830849842,1.0113878048780491,0.6609225874867445
2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,10923333.333333334,1,0.0,False,False,,,0.029362214199759373,0.029362214199759373,1.0410843902439029,0.6803287380699894
2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,11029400.0,1,0.0,False,False,,,-0.01862676330761437,-0.01862676330761437,1.0216923577235777,0.6676564156945918
2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,11136933.333333334,1,0.0,False,False,,,0.01222998729351965,0.01222998729351965,1.0341876422764231,0.6758218451749735
2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,11241033.333333334,1,0.0,False,False,,,-0.056723678016632695,-0.056723678016632695,0.9755247154471548,0.6374867444326617
2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,11353300.0,0,-1.0,False,True,,11200000.0,-0.06845213341096235,-0.07045213341096235,0.9067969180487808,0.5938494167550371
2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,11415800.0,0,0.0,False,False,,,-0.060982142857142874,0.0,0.9067969180487808,0.5576352067868505
2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,11483500.0,0,0.0,False,False,,,-0.00941333079775597,0.0,0.9067969180487808,0.5523860021208907
2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,11496266.666666666,0,0.0,False,False,,,-0.05327318103282774,0.0,0.9067969180487808,0.5229586426299045
2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,11515966.666666666,0,0.0,False,False,,,0.06661259251748963,0.0,0.9067969180487808,0.5577942735949099
2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,11524433.333333334,0,0.0,False,False,,,-0.029182509505703447,0.0,0.9067969180487808,0.5415164369034995
2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,11552700.0,0,0.0,False,False,,,-0.004406149025751538,0.0,0.9067969180487808,0.5391304347826087
2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,11519800.0,0,0.0,False,False,,,-0.099822974036192,0.0,0.9067969180487808,0.48531283138918346
2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,11493433.333333334,0,0.0,False,False,,,-0.0041516442696383216,0.0,0.9067969180487808,0.4832979851537646
2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,11447500.0,0,0.0,False,False,,,-0.0021941854086670043,0.0,0.9067969180487808,0.48223753976670203
2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,11357833.333333334,0,0.0,False,False,,,-0.04705882352941182,0.0,0.9067969180487808,0.4595440084835631
2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,11276366.666666666,0,0.0,False,False,,,0.04049844236760114,0.0,0.9067969180487808,0.47815482502651113
2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,11190300.0,0,0.0,False,False,,,0.07762253271235298,0.0,0.9067969180487808,0.515270413573701
2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,11119066.666666666,0,0.0,False,False,,,0.011422103313438958,0.0,0.9067969180487808,0.5211558854718982
2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,11028066.666666666,0,0.0,False,False,,,0.00915657747481946,0.0,0.9067969180487808,0.5259278897136798
2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,10902566.666666666,0,0.0,False,False,,,-0.0137110595826192,0.0,0.9067969180487808,0.5187168610816543
2018-03-23,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,10803633.333333334,0,0.0,False,False,,,0.006541960543800407,0.0,0.9067969180487808,0.5221102863202545
2018-03-24,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,10730866.666666666,0,0.0,False,False,,,-0.027114857316949292,0.0,0.9067969180487808,0.5079533404029692
2018-03-25,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,10644600.0,0,0.0,False,False,,,-0.0107515657620042,0.0,0.9067969180487808,0.502492046659597
2018-03-26,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,10561233.333333334,0,0.0,False,False,,,-0.044845415215785556,0.0,0.9067969180487808,0.4799575821845175
2018-03-27,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,10475266.666666666,0,0.0,False,False,,,-0.044299602297834695,0.0,0.9067969180487808,0.45869565217391306
2018-03-28,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,10373833.333333334,0,0.0,False,False,,,0.00913189226679001,0.0,0.9067969180487808,0.4628844114528102
2018-03-29,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,10239300.0,0,0.0,False,False,,,-0.09335624284077892,0.0,0.9067969180487808,0.4196712619300106
2018-03-30,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,10097366.666666666,0,0.0,False,False,,,-0.03954516740366398,0.0,0.9067969180487808,0.40307529162248146
2018-03-31,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,9946800.0,0,0.0,False,False,,,0.012496711391738913,0.0,0.9067969180487808,0.40811240721102865
2018-04-01,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,9780700.0,0,0.0,False,False,,,-0.027932960893854775,0.0,0.9067969180487808,0.39671261930010604
2018-04-02,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,9610000.0,0,0.0,False,False,,,0.030473135525260542,0.0,0.9067969180487808,0.4088016967126193
2018-04-03,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,9460000.0,0,0.0,False,False,,,0.04954604409857333,0.0,0.9067969180487808,0.42905620360551433
2018-04-04,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,9284866.666666666,0,0.0,False,False,,,-0.074147305981216,0.0,0.9067969180487808,0.39724284199363735
2018-04-05,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,9131033.333333334,0,0.0,False,False,,,-0.011211959423384932,0.0,0.9067969180487808,0.3927889713679745
2018-04-06,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,9000366.666666666,0,0.0,False,False,,,-0.017278617710583144,0.0,0.9067969180487808,0.3860021208907741
2018-04-07,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,8900900.0,0,0.0,False,False,,,0.03475274725274735,0.0,0.9067969180487808,0.3994167550371156
2018-04-08,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,8807700.0,0,0.0,False,False,,,0.01181468206557823,0.0,0.9067969180487808,0.404135737009544
2018-04-09,7621000.0,7752000.0,7290000.0,7450000.0,16765.03922053,8727266.666666666,0,0.0,False,False,,,-0.022566255575964367,0.0,0.9067969180487808,0.39501590668080594
2018-04-10,7449000.0,7468000.0,7263000.0,7428000.0,12263.5228475,8624200.0,0,0.0,False,False,,,-0.002953020134228157,0.0,0.9067969180487808,0.3938494167550371
2018-04-11,7428000.0,7483000.0,7351000.0,7429000.0,13067.55564243,8531400.0,0,0.0,False,False,,,0.00013462574044154074,0.0,0.9067969180487808,0.39390243902439026
2018-04-12,7432000.0,8280000.0,7200000.0,8121000.0,40389.83330536,8463166.666666666,0,0.0,False,False,,,0.09314847220352673,0.0,0.9067969180487808,0.43059384941675505
2018-04-13,8125000.0,8625000.0,7925000.0,8375000.0,29730.02055218,8437233.333333334,0,0.0,False,False,,,0.03127693633788953,0.0,0.9067969180487808,0.44406150583244963
2018-04-14,8375000.0,8575000.0,8120000.0,8350000.0,18691.42301782,8411733.333333334,0,0.0,False,False,,,-0.0029850746268657025,0.0,0.9067969180487808,0.4427359490986214
2018-04-15,8349000.0,8710000.0,8250000.0,8663000.0,15472.99524881,8397333.333333334,1,1.0,True,False,8663000.0,,0.03748502994011971,-0.002,0.9049833242126832,0.4593319194061506
2018-04-16,8665000.0,8840000.0,8449000.0,8663000.0,17194.39323556,8397200.0,1,0.0,False,False,,,0.0,0.0,0.9049833242126832,0.4593319194061506
2018-04-17,8663000.0,8704000.0,8360000.0,8450000.0,24694.92021697,8378266.666666667,1,0.0,False,False,,,-0.024587325406902893,-0.024587325406902893,0.8827322047324453,0.44803817603393425
2018-04-18,8450000.0,8679000.0,8445000.0,8652000.0,20637.8768936,8342733.333333333,1,0.0,False,False,,,0.023905325443786873,0.023905325443786873,0.9038342053662859,0.45874867444326617
2018-04-19,8652000.0,8999000.0,8601000.0,8994000.0,28767.85905612,8314900.0,1,0.0,False,False,,,0.03952843273231621,0.03952843273231621,0.9395613549542736,0.47688229056203607
2018-04-20,8994000.0,9666000.0,8710000.0,9552000.0,25528.47959504,8302666.666666667,1,0.0,False,False,,,0.062041360907271415,0.062041360907271415,0.9978530200715167,0.5064687168610816
2018-04-21,9552000.0,9845000.0,9285000.0,9735000.0,18553.75599688,8301066.666666667,1,0.0,False,False,,,0.019158291457286536,0.019158291457286536,1.0169701790615804,0.5161717921527041
2018-04-22,9735000.0,9757000.0,9500000.0,9602000.0,12583.32708627,8292900.0,1,0.0,False,False,,,-0.01366204417051875,-0.01366204417051875,1.0030762875551407,0.5091198303287381
2018-04-23,9602000.0,9771000.0,9530000.0,9760000.0,12885.92089887,8298900.0,1,0.0,False,False,,,0.016454905228077576,0.016454905228077576,1.0195818128033924,0.5174973488865323
2018-04-24,9758000.0,10670000.0,9730000.0,10505000.0,23344.4840328,8333166.666666667,1,0.0,False,False,,,0.07633196721311486,0.07633196721311486,1.0974084983093892,0.556998939554613
2018-04-25,10505000.0,10755000.0,9723000.0,9829000.0,25689.72597052,8359066.666666667,1,0.0,False,False,,,-0.06435030937648734,-0.06435030937648734,1.0267899219307937,0.5211558854718982
2018-04-26,9829000.0,10508000.0,9510000.0,10130000.0,22295.30584657,8408366.666666666,1,0.0,False,False,,,0.030623664665784922,0.030623664665784922,1.0582339921822097,0.5371155885471898
2018-04-27,10130000.0,10200000.0,9778000.0,9819000.0,17528.43197899,8444666.666666666,1,0.0,False,False,,,-0.030700888450148067,-0.030700888450148067,1.0257452684340689,0.5206256627783669
2018-04-28,9821000.0,10118000.0,9750000.0,10043000.0,12164.64763884,8515600.0,1,0.0,False,False,,,0.022812913738669893,0.022812913738669893,1.049145506760704,0.5325026511134676
2018-04-29,10043000.0,10256000.0,9894000.0,10187000.0,14834.01522815,8601766.666666666,1,0.0,False,False,,,0.014338345116001294,0.014338345116001294,1.064188517113541,0.5401378579003181
2018-04-30,10187000.0,10292000.0,9934000.0,10138000.0,14851.10015753,8683133.333333334,1,0.0,False,False,,,-0.004810052027093392,-0.004810052027093392,1.0590697149795896,0.5375397667020149
2018-05-01,10135000.0,10144000.0,9740000.0,9896000.0,15399.91370228,8763600.0,1,0.0,False,False,,,-0.023870585914381515,-0.023870585914381515,1.0337891003588497,0.5247083775185578
2018-05-02,9896000.0,10078000.0,9811000.0,10032000.0,11828.98111498,8841000.0,1,0.0,False,False,,,0.013742926434923142,0.013742926434923142,1.0479963879143068,0.5319194061505832
2018-05-03,10032000.0,10785000.0,10010000.0,10683000.0,20391.11856627,8927366.666666666,1,0.0,False,False,,,0.06489234449760772,0.06489234449760772,1.1160033305510906,0.5664369034994697
2018-05-04,10670000.0,10901000.0,10500000.0,10645000.0,12582.44048262,9032466.666666666,1,0.0,False,False,,,-0.0035570532621922446,-0.0035570532621922446,1.1120336472635364,0.5644220572640509
2018-05-05,10645000.0,10907000.0,10621000.0,10820000.0,9581.87522246,9146200.0,1,0.0,False,False,,,0.016439643024894313,0.016439643024894313,1.1303150834562201,0.5737009544008483
2018-05-06,10820000.0,10963000.0,10500000.0,10684000.0,8806.00591903,9259666.666666666,1,0.0,False,False,,,-0.012569316081330828,-0.012569316081330828,1.116107795900763,0.566489925768823
2018-05-07,10684000.0,10721000.0,10264000.0,10422000.0,8143.48490464,9355966.666666666,1,0.0,False,False,,,-0.024522650692624492,-0.024522650692624492,1.0887378742865736,0.5525980911983033
2018-05-08,10439000.0,10499000.0,10130000.0,10233000.0,7651.23404175,9443000.0,1,0.0,False,False,,,-0.01813471502590669,-0.01813471502590669,1.0689939231984753,0.542576882290562
2018-05-09,10230000.0,10433000.0,9917000.0,10405000.0,9955.39479461,9541500.0,1,0.0,False,False,,,0.016808365093325506,0.016808365093325506,1.0869619633421417,0.5516967126193001
2018-05-10,10405000.0,10474000.0,9895000.0,9976000.0,9077.78269458,9626433.333333334,1,0.0,False,False,,,-0.04123017779913507,-0.04123017779913507,1.0421463283326482,0.5289501590668081
2018-05-11,9976000.0,9985000.0,8788000.0,9256000.0,20997.66993227,9687333.333333334,0,-1.0,False,True,,9256000.0,-0.0721732157177225,-0.07417321571772251,0.9648469839117982,0.4907741251325557
2018-05-12,9257000.0,9644000.0,9014000.0,9481000.0,10980.18990988,9732666.666666666,0,0.0,False,False,,,0.024308556611927434,0.0,0.9648469839117982,0.5027041357370096
2018-05-13,9480000.0,9851000.0,9360000.0,9803000.0,8513.44899868,9780266.666666666,1,1.0,True,False,9803000.0,,0.03396266216643817,-0.002,0.9629172899439746,0.5197773064687169
2018-05-14,9804000.0,9935000.0,9400000.0,9797000.0,12813.13382791,9828500.0,0,-1.0,False,True,,9797000.0,-0.0006120575334080947,-0.0026120575334080947,0.9604020945827275,0.5194591728525981
2018-05-15,9802000.0,9879000.0,9458000.0,9500000.0,8325.82703617,9856400.0,0,0.0,False,False,,,-0.030315402674288006,0.0,0.9604020945827275,0.503711558854719
2018-05-16,9500000.0,9542000.0,9015000.0,9297000.0,12218.79341156,9877533.333333334,0,0.0,False,False,,,-0.021368421052631592,0.0,0.9604020945827275,0.49294803817603394
2018-05-17,9297000.0,9390000.0,9020000.0,9090000.0,6921.98679007,9898866.666666666,0,0.0,False,False,,,-0.022265246853823806,0.0,0.9604020945827275,0.48197242841993637
2018-05-18,9072000.0,9186000.0,8881000.0,9165000.0,5904.08097087,9915966.666666666,0,0.0,False,False,,,0.008250825082508184,0.0,0.9604020945827275,0.485949098621421
2018-05-19,9165000.0,9299000.0,9068000.0,9112000.0,6285.06750236,9919900.0,0,0.0,False,False,,,-0.005782869612656838,0.0,0.9604020945827275,0.4831389183457052
2018-05-20,9112000.0,9398000.0,9051000.0,9370000.0,4901.03255016,9913833.333333334,0,0.0,False,False,,,0.02831431079894653,0.0,0.9604020945827275,0.4968186638388123
2018-05-21,9370000.0,9439000.0,9279000.0,9345000.0,4741.95012493,9900833.333333334,0,0.0,False,False,,,-0.0026680896478121774,0.0,0.9604020945827275,0.4954931071049841
2018-05-22,9345000.0,9356000.0,8931000.0,8940000.0,4999.60324703,9878766.666666666,0,0.0,False,False,,,-0.043338683788122,0.0,0.9604020945827275,0.4740190880169671
2018-05-23,8940000.0,9020000.0,8433000.0,8483000.0,8085.0532098,9836200.0,0,0.0,False,False,,,-0.05111856823266214,0.0,0.9604020945827275,0.44978791092258746
2018-05-24,8483000.0,8767000.0,8185000.0,8415000.0,8771.34270455,9766533.333333334,0,0.0,False,False,,,-0.008016032064128265,0.0,0.9604020945827275,0.44618239660657477
2018-05-25,8415000.0,8480000.0,8180000.0,8317000.0,4317.19540355,9716133.333333334,0,0.0,False,False,,,-0.01164587046939991,0.0,0.9604020945827275,0.4409862142099682
2018-05-26,8317000.0,8420000.0,8122000.0,8162000.0,3099.59149706,9650533.333333334,0,0.0,False,False,,,-0.018636527594084407,0.0,0.9604020945827275,0.4327677624602333
2018-05-27,8162000.0,8216000.0,8040000.0,8182000.0,2635.09988761,9595966.666666666,0,0.0,False,False,,,0.0024503798088704176,0.0,0.9604020945827275,0.43382820784729587
2018-05-28,8182000.0,8261000.0,7858000.0,7903000.0,5922.32658056,9524633.333333334,0,0.0,False,False,,,-0.034099242239061356,0.0,0.9604020945827275,0.41903499469777306
2018-05-29,7903000.0,8360000.0,7813000.0,8299000.0,6682.61704253,9461700.0,0,0.0,False,False,,,0.05010755409338219,0.0,0.9604020945827275,0.4400318133616119
2018-05-30,8300000.0,8436000.0,8100000.0,8207000.0,6755.11057646,9397333.333333334,0,0.0,False,False,,,-0.011085672972647287,0.0,0.9604020945827275,0.4351537645811241
2018-05-31,8198000.0,8375000.0,8110000.0,8282000.0,4978.12880286,9343533.333333334,0,0.0,False,False,,,0.009138540270500872,0.0,0.9604020945827275,0.4391304347826087
2018-06-01,8278000.0,8370000.0,8139000.0,8282000.0,3751.37371919,9285200.0,0,0.0,False,False,,,0.0,0.0,0.9604020945827275,0.4391304347826087
2018-06-02,8282000.0,8425000.0,8211000.0,8339000.0,3557.44198334,9207066.666666666,0,0.0,False,False,,,0.00688239555662884,0.0,0.9604020945827275,0.442152704135737
2018-06-03,8338000.0,8443000.0,8297000.0,8419000.0,3755.93937776,9132866.666666666,0,0.0,False,False,,,0.009593476436023485,0.0,0.9604020945827275,0.44639448568398726
2018-06-04,8419000.0,8477000.0,8206000.0,8248000.0,3615.54200858,9047133.333333334,0,0.0,False,False,,,-0.020311200855208433,0.0,0.9604020945827275,0.43732767762460234
2018-06-05,8241000.0,8400000.0,8130000.0,8360000.0,3715.39795807,8969666.666666666,0,0.0,False,False,,,0.013579049466537318,0.0,0.9604020945827275,0.4432661717921527
2018-06-06,8359000.0,8400000.0,8208000.0,8359000.0,3334.03058018,8900900.0,0,0.0,False,False,,,-0.00011961722488040838,0.0,0.9604020945827275,0.44321314952279955
2018-06-07,8358000.0,8490000.0,8330000.0,8375000.0,3432.43923415,8838966.666666666,0,0.0,False,False,,,0.0019141045579613714,0.0,0.9604020945827275,0.44406150583244963
