total_return,cagr,mdd,sharpe,win_rate,total_trades,profit_factor,calmar,ma_type,period
-75.05341302167565,-16.22261265458642,-88.98125340755716,-0.1837821580722624,34.38914027149321,1989,0.9593695681060319,-0.18231494874861626,tema,5
620.153291726871,28.6205784152868,-62.5286765114503,0.812218408538574,40.43835616438356,1825,1.1954667720252194,0.4577192419872469,tema,10
1298.0849078062724,39.97179544626233,-52.71346095994694,1.0265806717159751,42.92263610315186,1745,1.2533568507682493,0.7582844062664361,tema,15
1575.567575419136,43.240103205506216,-53.0760298036993,1.0763591488139803,43.87514723203769,1698,1.2727569767650602,0.8146823220468623,tema,20
3275.677439521929,56.61956567531594,-47.230582149583604,1.2856719749217878,45.32287266143633,1657,1.3342040106161583,1.1987903408854153,tema,25
2537.7014416842485,51.77060531460289,-62.43820696185283,1.212474033047618,45.32287266143633,1657,1.3071818708182423,0.8291494556567359,tema,30
1230.515774321661,39.09061943516945,-57.10455009242907,1.0060606370663383,45.3382084095064,1641,1.2510289622675679,0.6845447406887475,tema,35
1846.6401488873978,46.00477126951306,-50.64645617665964,1.1290574948818508,46.07297464440322,1617,1.2856252591387194,0.9083512399968134,tema,40
2133.559206274413,48.58655726821759,-47.46802742877902,1.1736164584953501,45.69125852448853,1613,1.299663394619456,1.0235638576116695,tema,45
1651.6844131511625,44.0536766822804,-51.46737445834678,1.092341791071122,46.2211118051218,1601,1.2758789977280438,0.8559534490715786,tema,50
1667.8496323689128,44.222477190408746,-54.28973722876606,1.0920316238760053,46.59161976235147,1599,1.276721081993223,0.8145642150387301,tema,55
1989.0395706955194,47.324821369598794,-55.97675151755388,1.157669186809745,47.712833545108005,1574,1.2946077016589765,0.8454370803342901,tema,60
2069.1512389532663,48.03331444221068,-52.6649568276115,1.1754055122088982,47.961783439490446,1570,1.3001657212085038,0.9120545678873032,tema,65
2551.804688269277,51.87381866967797,-54.28905378526881,1.2361680804034894,48.45758354755784,1556,1.316512572515298,0.9555115636175223,tema,70
3132.960998132151,55.75941240834015,-50.77709896274247,1.3014012632286427,48.80103694102398,1543,1.3366896441987886,1.0981212701665652,tema,75
2834.3408193237474,53.84677170684373,-50.11214009713616,1.2686414708928653,49.09326424870466,1544,1.3257083833452044,1.0745254862887206,tema,80
3776.5923613748064,59.40671095759955,-52.17130972420496,1.3551514772018323,50.19404915912031,1546,1.348934166217279,1.138685443621089,tema,85
2882.5590124805985,54.16678026749202,-52.17130972420496,1.2722208478569994,49.23761118170267,1574,1.3220809044645727,1.038248427226301,tema,90
2617.909323391793,52.35130728198389,-61.35016563403387,1.2413768122210322,49.43467336683417,1592,1.311156146934123,0.853319738275362,tema,95
2476.3581755074956,51.31599116833141,-64.39683003211364,1.2300966664494675,49.497487437185924,1592,1.30699189259699,0.796871385481878,tema,100
2432.6233634488394,50.98607008154197,-70.32737466018799,1.2193916973263657,49.191542288557216,1608,1.3018364180489097,0.7249818485035097,tema,105
2729.5686661597347,53.135305303274016,-72.64547639542795,1.2476695736232817,49.753390875462394,1622,1.3080625123987049,0.7314330903970528,tema,110
3669.0617034514894,58.83606075261323,-75.28454401853429,1.3282437392148791,50.6815365551425,1614,1.333607116674402,0.7815158014124173,tema,115
3557.813502269538,58.23053180265549,-77.67937307326237,1.3143912784746785,50.49382716049383,1620,1.3277920945107042,0.7496266962367998,tema,120
3033.2606343526727,55.138638409213804,-79.1940607800086,1.2665943963313417,49.84728161270617,1637,1.3136493245646674,0.6962471410877917,tema,125
3348.1845708696937,57.044475622793954,-77.65797267426906,1.3042050181199354,50.213805742211356,1637,1.322800541503442,0.7345604534651325,tema,130
3330.8353196788503,56.94351925494709,-73.36502231935049,1.302322096546677,50.211225105612556,1657,1.3206409289774363,0.7761671359831084,tema,135
3642.0096797139586,58.690264938949596,-67.23522162347052,1.327946723297888,50.23980815347721,1668,1.3287311969244135,0.8729095185797968,tema,140
3773.851044307187,59.39233570943443,-65.4103995477257,1.3380998867859433,50.3875968992248,1677,1.330232422734093,0.9079953053351969,tema,145
3860.783932625178,59.84394276094021,-67.2985985458052,1.348747480980777,50.595947556615016,1678,1.3344659831186754,0.8892301482356849,tema,150
