total_return,cagr,mdd,sharpe,win_rate,total_trades,profit_factor,calmar,ma_type,period
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,5
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,10
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,15
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,20
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,25
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,30
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,35
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,40
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,45
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,50
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,55
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,60
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,65
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,70
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,75
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,80
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,85
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,90
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,95
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,100
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,105
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,110
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,115
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,120
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,125
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,130
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,135
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,140
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,145
23969.75122878198,96.59152882034803,-47.124896392309935,1.7164192107518579,50.20011435105774,1749,1.4672461097292304,2.0496921206199255,ekf,150
