timestamp,Open,High,Low,Close,Volume,EMA50,Momentum,signal,position,position_change,daily_price_return,returns,cumulative
2018-01-19,14879000.0,15448000.0,14352000.0,15372000.0,27555.99477285,19514368.79649129,-8644000.0,0,0.0,0.0,0.03306451612903216,0.0,0.9441060663016075
2018-01-20,15370000.0,17208000.0,15225000.0,16858000.0,51147.45641776,19410197.471138693,-4459000.0,0,0.0,0.0,0.09666926880041626,0.0,0.9441060663016075
2018-01-21,16852000.0,16943000.0,13735000.0,14640000.0,44140.37058853,19223130.903643057,-4749000.0,0,0.0,0.0,-0.1315695812077352,0.0,0.9441060663016075
2018-01-22,14640000.0,14910000.0,12981000.0,13944000.0,30529.67525826,19016106.16232372,-6801000.0,0,0.0,0.0,-0.04754098360655734,0.0,0.9441060663016075
2018-01-23,13968000.0,14044000.0,12311000.0,13141000.0,28032.38238629,18785709.842232592,-7994000.0,0,0.0,0.0,-0.057587492828456655,0.0,0.9441060663016075
2018-01-24,13139000.0,13780000.0,12600000.0,13450000.0,24236.06233141,18576466.319007788,-5756000.0,0,0.0,0.0,0.023514192222814145,0.0,0.9441060663016075
2018-01-25,13450000.0,13900000.0,12800000.0,12973000.0,18943.75635587,18356722.541791797,-6133000.0,0,0.0,0.0,-0.03546468401486991,0.0,0.9441060663016075
2018-01-26,12973000.0,13350000.0,11500000.0,12876000.0,30279.96147663,18141792.246035255,-1403000.0,0,0.0,0.0,-0.007477067756108791,0.0,0.9441060663016075
2018-01-27,12876000.0,13132000.0,12300000.0,12900000.0,18535.39984957,17936231.76579858,-2051000.0,0,0.0,0.0,0.0018639328984155767,0.0,0.9441060663016075
2018-01-28,12903000.0,13570000.0,12810000.0,13352000.0,20508.73672486,17756457.97106138,-1528000.0,0,0.0,0.0,0.03503875968992243,0.0,0.9441060663016075
2018-01-29,13351000.0,13489000.0,12560000.0,12909000.0,15844.07278917,17566361.580039367,-2463000.0,0,0.0,0.0,-0.033178550029958065,0.0,0.9441060663016075
2018-01-30,12909000.0,12957000.0,11310000.0,11627000.0,21206.17024434,17333445.43964567,-5231000.0,0,0.0,0.0,-0.09931055852505999,0.0,0.9441060663016075
2018-01-31,11658000.0,11900000.0,10400000.0,11429000.0,23175.02109439,17101898.559659567,-3211000.0,0,0.0,0.0,-0.017029328287606393,0.0,0.9441060663016075
2018-02-01,11439000.0,11490000.0,10011000.0,10070000.0,22225.67551126,16826137.83182978,-3874000.0,0,0.0,0.0,-0.11890804094846441,0.0,0.9441060663016075
2018-02-02,10061000.0,10120000.0,7830000.0,9410000.0,52018.46095277,16535308.897248218,-3731000.0,0,0.0,0.0,-0.06554121151936443,0.0,0.9441060663016075
2018-02-03,9410000.0,10200000.0,8400000.0,9520000.0,25405.73722415,16260198.744414955,-3930000.0,0,0.0,0.0,0.011689691817215797,0.0,0.9441060663016075
2018-02-04,9524000.0,10158000.0,8765000.0,8900000.0,18781.02389914,15971563.499535937,-4073000.0,0,0.0,0.0,-0.06512605042016806,0.0,0.9441060663016075
2018-02-05,8900000.0,9250000.0,7715000.0,7832000.0,20709.59917348,15652364.930926684,-5044000.0,0,0.0,0.0,-0.12,0.0,0.9441060663016075
2018-02-06,7831000.0,8698000.0,6620000.0,8642000.0,44456.45172294,15377448.65912564,-4258000.0,0,0.0,0.0,0.10342185903983658,0.0,0.9441060663016075
2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,33928.15634331,15103313.417591302,-4965000.0,0,0.0,0.0,-0.029507058551261234,0.0,0.9441060663016075
2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,38113.82546535,14882791.322783802,-3429000.0,0,0.0,0.0,0.13032073447001302,0.0,0.9441060663016075
2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,14688524.996400125,-1698000.0,0,0.0,0.0,0.04736286919831234,0.0,0.9441060663016075
2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,14503053.427913846,-1470000.0,0,0.0,0.0,0.0030214523114109326,0.0,0.9441060663016075
2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,17672.61615308,14299796.430740755,-750000.0,0,0.0,0.0,-0.06416306858118281,0.0,0.9441060663016075
2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,14756.72285892,14136667.158947,730000.0,1,0.0,0.0,0.08798283261802564,0.0,0.9441060663016075
2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,13735.57073936,13970758.642909864,386000.0,1,1.0,1.0,-0.023076923076923106,-0.025076923076923108,0.9204307911005056
2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,17264.67105928,13833591.637305556,1573000.0,1,1.0,0.0,0.05723803755299817,0.05723803755299817,0.9731144432864521
2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,13736470.396626908,3525000.0,1,1.0,0.0,0.08440752410961516,0.08440752410961516,1.055252624119568
2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,13647275.479112128,2820000.0,1,1.0,0.0,0.009245399313198899,0.009245399313198899,1.0650088560058546
2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,13594441.146597927,3913000.0,1,1.0,0.0,0.07311114988658174,0.07311114988658174,1.1428728781078357
2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,13530580.709476441,2486000.0,1,1.0,0.0,-0.027154471544715397,-0.027154471544715397,1.1118387690600295
2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,13496008.916947953,2720000.0,1,1.0,0.0,0.0570783887681765,0.0570783887681765,1.1753007345679687
2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,13498047.782949995,3589000.0,1,1.0,0.0,0.07107281208000638,0.07107281208000638,1.2588326628134114
2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,13471261.59538333,3495000.0,1,1.0,0.0,-0.054103926778860334,-0.054103926778860334,1.1907248725977169
2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,13404270.944583984,1623000.0,1,1.0,0.0,-0.0820912992586812,-0.0820912992586812,1.0929767207465426
2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,13351750.515384613,2159000.0,1,1.0,0.0,0.02567372268979007,0.02567372268979007,1.1210375019813854
2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,13281211.279487176,1080000.0,1,1.0,0.0,-0.04243680066307498,-0.04243680066307498,1.0734642569739699
2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,13200771.62146807,-127000.0,0,1.0,0.0,-0.027958106119622572,-0.027958106119622572,1.0434522293618698
2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,13144780.57748893,311000.0,1,0.0,-1.0,0.04835262689225295,-0.002,1.041365324903146
2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,13097965.652881522,-349000.0,0,1.0,1.0,0.015119340864690356,0.013119340864690356,1.0550273515652195
2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,13049417.980219502,-106000.0,0,0.0,-1.0,-0.00761442557108194,-0.002,1.052917296862089
2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,13016656.49079913,-435000.0,0,0.0,0.0,0.029848229342327226,0.0,1.052917296862089
2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,12995022.902924655,-1083000.0,0,0.0,0.0,0.02055018830849842,0.0,1.052917296862089
2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,12988590.632221727,16000.0,1,0.0,0.0,0.029362214199759373,0.0,1.052917296862089
2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,12973038.05840911,829000.0,1,1.0,1.0,-0.01862676330761437,-0.02062676330761437,1.0311990209972215
2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,12964134.605138164,681000.0,1,1.0,0.0,0.01222998729351965,0.01222998729351965,1.0438105719211075
2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,12927227.365720982,470000.0,1,1.0,0.0,-0.056723678016632695,-0.056723678016632695,0.9846017971290973
2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,12859492.95922212,-30000.0,0,1.0,0.0,-0.06845213341096235,-0.06845213341096235,0.9172037035553431
2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,12767630.490233017,-1256000.0,0,0.0,-1.0,-0.060982142857142874,-0.002,0.9153692961482324
2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,12675488.118067017,-1533000.0,0,0.0,0.0,-0.00941333079775597,0.0,0.9153692961482324
2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,12565194.466378115,-1997000.0,0,0.0,0.0,-0.05327318103282774,0.0,0.9153692961482324
2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,12484990.761814268,-1694000.0,0,0.0,0.0,0.06661259251748963,0.0,0.9153692961482324
2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,12395893.084880376,-2252000.0,0,0.0,0.0,-0.029182509505703447,0.0,0.9153692961482324
2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,12308524.728610558,-2663000.0,0,0.0,0.0,-0.004406149025751538,0.0,0.9153692961482324
2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,12184778.660821911,-3439000.0,0,0.0,0.0,-0.099822974036192,0.0,0.9153692961482324
2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,12064395.183926934,-3631000.0,0,0.0,0.0,-0.0041516442696383216,0.0,0.9153692961482324
2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,11947948.313969014,-2928000.0,0,0.0,0.0,-0.0021941854086670043,0.0,0.9153692961482324
2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,11819283.674205523,-2533000.0,0,0.0,0.0,-0.04705882352941182,0.0,0.9153692961482324
2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,11709429.412471974,-1499000.0,0,0.0,0.0,0.04049844236760114,0.0,0.9153692961482324
2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,11631334.141394641,-700000.0,0,0.0,0.0,0.07762253271235298,0.0,0.9153692961482324
2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,11560654.37114387,-34000.0,0,0.0,0.0,0.011422103313438958,0.0,0.9153692961482324
2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,11496275.768353915,-601000.0,0,0.0,0.0,0.00915657747481946,0.0,0.9153692961482324
2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,11429088.483320428,-430000.0,0,0.0,0.0,-0.0137110595826192,0.0,0.9153692961482324
2018-03-23,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,11367045.79770002,-321000.0,0,0.0,0.0,0.006541960543800407,0.0,0.9153692961482324
2018-03-24,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,11296965.570339235,427000.0,1,0.0,0.0,-0.027114857316949292,0.0,0.9153692961482324
2018-03-25,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,11225594.371502403,362000.0,1,1.0,1.0,-0.0107515657620042,-0.0127515657620042,0.9036969043718787
2018-03-26,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,11140355.376541525,-43000.0,0,1.0,0.0,-0.044845415215785556,-0.044845415215785556,0.8631702414661017
2018-03-27,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,11042733.597069308,-16000.0,0,0.0,-1.0,-0.044299602297834695,-0.002,0.8614439009831695
2018-03-28,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,10952038.16189012,-288000.0,0,0.0,0.0,0.00913189226679001,0.0,0.8614439009831695
2018-03-29,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,10832938.626129722,-1803000.0,0,0.0,0.0,-0.09335624284077892,0.0,0.8614439009831695
2018-03-30,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,10706235.150595224,-2227000.0,0,0.0,0.0,-0.03954516740366398,0.0,0.8614439009831695
2018-03-31,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,10588225.929003254,-2222000.0,0,0.0,0.0,0.012496711391738913,0.0,0.8614439009831695
2018-04-01,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,10466413.147473713,-2301000.0,0,0.0,0.0,-0.027932960893854775,0.0,0.8614439009831695
2018-04-02,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,10358318.51423945,-2137000.0,0,0.0,0.0,0.030473135525260542,0.0,0.8614439009831695
2018-04-03,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,10269443.278386924,-1488000.0,0,0.0,0.0,0.04954604409857333,0.0,0.8614439009831695
2018-04-04,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,10160523.934136458,-1985000.0,0,0.0,0.0,-0.074147305981216,0.0,0.8614439009831695
2018-04-05,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,10052581.819072284,-1644000.0,0,0.0,0.0,-0.011211959423384932,0.0,0.8614439009831695
2018-04-06,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,9943853.120285135,-1371000.0,0,0.0,0.0,-0.017278617710583144,0.0,0.8614439009831695
2018-04-07,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,9849309.86066611,-1197000.0,0,0.0,0.0,0.03475274725274735,0.0,0.8614439009831695
2018-04-08,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,9761964.375934105,-293000.0,0,0.0,0.0,0.01181468206557823,0.0,0.8614439009831695
2018-04-09,7621000.0,7752000.0,7290000.0,7450000.0,16765.03922053,9671299.10628963,-152000.0,0,0.0,0.0,-0.022566255575964367,0.0,0.8614439009831695
2018-04-10,7449000.0,7468000.0,7263000.0,7428000.0,12263.5228475,9583326.59231749,-269000.0,0,0.0,0.0,-0.002953020134228157,0.0,0.8614439009831695
2018-04-11,7428000.0,7483000.0,7351000.0,7429000.0,13067.55564243,9498843.196540335,-53000.0,0,0.0,0.0,0.00013462574044154074,0.0,0.8614439009831695
2018-04-12,7432000.0,8280000.0,7200000.0,8121000.0,40389.83330536,9444810.130009342,411000.0,1,0.0,0.0,0.09314847220352673,0.0,0.8614439009831695
2018-04-13,8125000.0,8625000.0,7925000.0,8375000.0,29730.02055218,9402856.791577604,283000.0,1,1.0,1.0,0.03127693633788953,0.029276936337889525,0.8866643392309169
2018-04-14,8375000.0,8575000.0,8120000.0,8350000.0,18691.42301782,9361568.28994711,858000.0,1,1.0,0.0,-0.0029850746268657025,-0.0029850746268657025,0.8840175800093321
2018-04-15,8349000.0,8710000.0,8250000.0,8663000.0,15472.99524881,9334173.455047224,1255000.0,1,1.0,0.0,0.03748502994011971,0.03748502994011971,0.9171550054635741
2018-04-16,8665000.0,8840000.0,8449000.0,8663000.0,17194.39323556,9307852.927398315,1383000.0,1,1.0,0.0,0.0,0.0,0.9171550054635741
2018-04-17,8663000.0,8704000.0,8360000.0,8450000.0,24694.92021697,9274211.636127794,917000.0,1,1.0,0.0,-0.024587325406902893,-0.024587325406902893,0.8946046168956714
2018-04-18,8450000.0,8679000.0,8445000.0,8652000.0,20637.8768936,9249811.179809058,1030000.0,1,1.0,0.0,0.023905325443786873,0.023905325443786873,0.9159904314060767
2018-04-19,8652000.0,8999000.0,8601000.0,8994000.0,28767.85905612,9239779.368836153,1544000.0,1,1.0,0.0,0.03952843273231621,0.03952843273231621,0.9521980975573572
2018-04-20,8994000.0,9666000.0,8710000.0,9552000.0,25528.47959504,9252023.315156305,2124000.0,1,1.0,0.0,0.062041360907271415,0.062041360907271415,1.0112737633831304
2018-04-21,9552000.0,9845000.0,9285000.0,9735000.0,18553.75599688,9270963.57730704,2306000.0,1,1.0,0.0,0.019158291457286536,0.019158291457286536,1.0306480408851313
2018-04-22,9735000.0,9757000.0,9500000.0,9602000.0,12583.32708627,9283945.397804804,1481000.0,1,1.0,0.0,-0.01366204417051875,-0.01366204417051875,1.0165672818263
2018-04-23,9602000.0,9771000.0,9530000.0,9760000.0,12885.92089887,9302614.205734028,1385000.0,1,1.0,0.0,0.016454905228077576,0.016454905228077576,1.0332948001067164
2018-04-24,9758000.0,10670000.0,9730000.0,10505000.0,23344.4840328,9349766.589822888,2155000.0,1,1.0,0.0,0.07633196721311486,0.07633196721311486,1.1121682249099443
2018-04-25,10505000.0,10755000.0,9723000.0,9829000.0,25689.72597052,9368560.056888657,1166000.0,1,1.0,0.0,-0.06435030937648734,-0.06435030937648734,1.0405998555582907
2018-04-26,9829000.0,10508000.0,9510000.0,10130000.0,22295.30584657,9398420.446814593,1467000.0,1,1.0,0.0,0.030623664665784922,0.030623664665784922,1.072466836586172
2018-04-27,10130000.0,10200000.0,9778000.0,9819000.0,17528.43197899,9414913.762625786,1369000.0,1,1.0,0.0,-0.030700888450148067,-0.030700888450148067,1.039541151869657
2018-04-28,9821000.0,10118000.0,9750000.0,10043000.0,12164.64763884,9439544.59546399,1391000.0,1,1.0,0.0,0.022812913738669893,0.022812913738669893,1.063256114495057
2018-04-29,10043000.0,10256000.0,9894000.0,10187000.0,14834.01522815,9468856.57211246,1193000.0,1,1.0,0.0,0.014338345116001294,0.014338345116001294,1.0785014476113857
2018-04-30,10187000.0,10292000.0,9934000.0,10138000.0,14851.10015753,9495097.490853148,586000.0,1,1.0,0.0,-0.004810052027093392,-0.004810052027093392,1.0733137995370794
2018-05-01,10135000.0,10144000.0,9740000.0,9896000.0,15399.91370228,9510819.157878514,161000.0,1,1.0,0.0,-0.023870585914381515,-0.023870585914381515,1.0476931702721384
2018-05-02,9896000.0,10078000.0,9811000.0,10032000.0,11828.98111498,9531257.622275434,430000.0,1,1.0,0.0,0.013742926434923142,0.013742926434923142,1.0620915404375597
2018-05-03,10032000.0,10785000.0,10010000.0,10683000.0,20391.11856627,9576423.99002934,923000.0,1,1.0,0.0,0.06489234449760772,0.06489234449760772,1.1310131505676286
2018-05-04,10670000.0,10901000.0,10500000.0,10645000.0,12582.44048262,9618328.931596817,140000.0,1,1.0,0.0,-0.0035570532621922446,-0.0035570532621922446,1.1269900765508196
2018-05-05,10645000.0,10907000.0,10621000.0,10820000.0,9581.87522246,9665453.28722047,991000.0,1,1.0,0.0,0.016439643024894313,0.016439643024894313,1.1455173911019134
2018-05-06,10820000.0,10963000.0,10500000.0,10684000.0,8806.00591903,9705396.295564767,554000.0,1,1.0,0.0,-0.012569316081330828,-0.012569316081330828,1.131119020936492
2018-05-07,10684000.0,10721000.0,10264000.0,10422000.0,8143.48490464,9733498.401621051,603000.0,1,1.0,0.0,-0.024522650692624492,-0.024522650692624492,1.103380984294283
2018-05-08,10439000.0,10499000.0,10130000.0,10233000.0,7651.23404175,9753086.699596697,190000.0,1,1.0,0.0,-0.01813471502590669,-0.01813471502590669,1.0833714845791018
2018-05-09,10230000.0,10433000.0,9917000.0,10405000.0,9955.39479461,9778651.927063495,218000.0,1,1.0,0.0,0.016808365093325506,0.016808365093325506,1.1015811880236055
2018-05-10,10405000.0,10474000.0,9895000.0,9976000.0,9077.78269458,9786391.067178652,-162000.0,1,1.0,0.0,-0.04123017779913507,-0.04123017779913507,1.0561627997812097
2018-05-11,9976000.0,9985000.0,8788000.0,9256000.0,20997.66993227,9765591.417485373,-640000.0,0,1.0,0.0,-0.0721732157177225,-0.0721732157177225,0.9799361341995667
2018-05-12,9257000.0,9644000.0,9014000.0,9481000.0,10980.18990988,9754430.969740849,-551000.0,0,0.0,-1.0,0.024308556611927434,-0.002,0.9779762619311676
2018-05-13,9480000.0,9851000.0,9360000.0,9803000.0,8513.44899868,9756335.63759415,-880000.0,1,0.0,0.0,0.03396266216643817,0.0,0.9779762619311676
2018-05-14,9804000.0,9935000.0,9400000.0,9797000.0,12813.13382791,9757930.31847281,-848000.0,1,1.0,1.0,-0.0006120575334080947,-0.0026120575334080947,0.9754217316686961
2018-05-15,9802000.0,9879000.0,9458000.0,9500000.0,8325.82703617,9747815.404022897,-1320000.0,0,1.0,0.0,-0.030315402674288006,-0.030315402674288006,0.9458514290959082
2018-05-16,9500000.0,9542000.0,9015000.0,9297000.0,12218.79341156,9730136.368571019,-1387000.0,0,0.0,-1.0,-0.021368421052631592,-0.002,0.9439597262377164
2018-05-17,9297000.0,9390000.0,9020000.0,9090000.0,6921.98679007,9705032.981568234,-1332000.0,0,0.0,0.0,-0.022265246853823806,0.0,0.9439597262377164
2018-05-18,9072000.0,9186000.0,8881000.0,9165000.0,5904.08097087,9683855.217585165,-1068000.0,0,0.0,0.0,0.008250825082508184,0.0,0.9439597262377164
2018-05-19,9165000.0,9299000.0,9068000.0,9112000.0,6285.06750236,9661429.522777904,-1293000.0,0,0.0,0.0,-0.005782869612656838,0.0,0.9439597262377164
2018-05-20,9112000.0,9398000.0,9051000.0,9370000.0,4901.03255016,9650000.914041515,-606000.0,0,0.0,0.0,0.02831431079894653,0.0,0.9439597262377164
2018-05-21,9370000.0,9439000.0,9279000.0,9345000.0,4741.95012493,9638040.093883025,89000.0,1,0.0,0.0,-0.0026680896478121774,0.0,0.9439597262377164
2018-05-22,9345000.0,9356000.0,8931000.0,8940000.0,4999.60324703,9610665.97255428,-541000.0,0,1.0,1.0,-0.043338683788122,-0.045338683788122,0.9011618347011023
2018-05-23,8940000.0,9020000.0,8433000.0,8483000.0,8085.0532098,9566443.77755215,-1320000.0,0,0.0,-1.0,-0.05111856823266214,-0.002,0.8993595110317001
2018-05-24,8483000.0,8767000.0,8185000.0,8415000.0,8771.34270455,9521289.11960893,-1382000.0,0,0.0,0.0,-0.008016032064128265,0.0,0.8993595110317001
2018-05-25,8415000.0,8480000.0,8180000.0,8317000.0,4317.19540355,9474062.09531054,-1183000.0,0,0.0,0.0,-0.01164587046939991,0.0,0.8993595110317001
2018-05-26,8317000.0,8420000.0,8122000.0,8162000.0,3099.59149706,9422608.679808168,-1135000.0,0,0.0,0.0,-0.018636527594084407,0.0,0.8993595110317001
2018-05-27,8162000.0,8216000.0,8040000.0,8182000.0,2635.09988761,9373957.359031377,-908000.0,0,0.0,0.0,0.0024503798088704176,0.0,0.8993595110317001
2018-05-28,8182000.0,8261000.0,7858000.0,7903000.0,5922.32658056,9316272.75671642,-1262000.0,0,0.0,0.0,-0.034099242239061356,0.0,0.8993595110317001
2018-05-29,7903000.0,8360000.0,7813000.0,8299000.0,6682.61704253,9276379.707433423,-813000.0,0,0.0,0.0,0.05010755409338219,0.0,0.8993595110317001
2018-05-30,8300000.0,8436000.0,8100000.0,8207000.0,6755.11057646,9234443.248318387,-1163000.0,0,0.0,0.0,-0.011085672972647287,0.0,0.8993595110317001
2018-05-31,8198000.0,8375000.0,8110000.0,8282000.0,4978.12880286,9197092.532698058,-1063000.0,0,0.0,0.0,0.009138540270500872,0.0,0.8993595110317001
2018-06-01,8278000.0,8370000.0,8139000.0,8282000.0,3751.37371919,9161206.551023625,-658000.0,0,0.0,0.0,0.0,0.0,0.8993595110317001
2018-06-02,8282000.0,8425000.0,8211000.0,8339000.0,3557.44198334,9128963.156865835,-144000.0,0,0.0,0.0,0.00688239555662884,0.0,0.8993595110317001
2018-06-03,8338000.0,8443000.0,8297000.0,8419000.0,3755.93937776,9101121.464439726,4000.0,1,0.0,0.0,0.009593476436023485,0.0,0.8993595110317001
2018-06-04,8419000.0,8477000.0,8206000.0,8248000.0,3615.54200858,9067665.720736206,-69000.0,0,1.0,1.0,-0.020311200855208433,-0.022311200855208435,0.8792937203400297
2018-06-05,8241000.0,8400000.0,8130000.0,8360000.0,3715.39795807,9039914.12384459,198000.0,1,0.0,-1.0,0.013579049466537318,-0.002,0.8775351328993497
2018-06-06,8359000.0,8400000.0,8208000.0,8359000.0,3334.03058018,9013211.60918402,177000.0,1,1.0,1.0,-0.00011961722488040838,-0.0021196172248804084,0.8756750943162185
2018-06-07,8358000.0,8490000.0,8330000.0,8375000.0,3432.43923415,8988183.702941509,472000.0,1,1.0,0.0,0.0019141045579613714,0.0019141045579613714,0.8773512280055424
2018-06-08,8375000.0,8385000.0,8268000.0,8341000.0,2685.93901923,8962803.949884979,42000.0,1,1.0,0.0,-0.004059701492537315,-0.004059701492537315,0.8737894439157289
2018-06-09,8341000.0,8370000.0,8205000.0,8233000.0,1658.39383848,8934184.187144393,26000.0,1,1.0,0.0,-0.012948087759261484,-0.012948087759261484,0.8624755415127917
