symbol,short_period,long_period,total_return,cagr,sharpe_ratio,max_drawdown,win_rate,total_trades
ETH_KRW,30,50,1739.6255868920089,52.9002357682534,1.0342340664309437,-58.80658093545743,51.89873417721519,1264
ETH_KRW,30,60,1181.7886394861089,45.05373662932981,0.9404153803739972,-60.47368246307671,52.03761755485894,1276
ETH_KRW,30,75,1361.6395719990091,47.85754118533456,0.9797408738991322,-57.43554339346398,52.53164556962025,1264
ETH_KRW,30,100,820.142577272509,38.2095833520758,0.8641325547027366,-69.80763716920296,51.3317191283293,1239
ETH_KRW,30,125,1049.8201379640382,42.77387029539024,0.9210425173708365,-75.6455251142155,51.47645650438947,1253
ETH_KRW,30,150,1047.7381516392593,42.73614650747455,0.92021266602917,-71.9665365967127,51.48026315789473,1216
ETH_KRW,30,175,928.7230671140368,40.475829239949675,0.8938446791960845,-72.09178995891372,52.00642054574639,1246
ETH_KRW,30,200,599.5063941164458,32.79377295001164,0.7920693869119383,-73.08329208918096,51.536643026004725,1269
ETH_KRW,35,40,882.8769306300661,39.54513341157791,0.8745522495426401,-66.59080964739081,50.9534706331045,1311
ETH_KRW,35,50,979.6404256576368,41.468829588720155,0.8975695587750964,-59.80705796141896,51.710730948678076,1286
ETH_KRW,35,60,1298.328800201816,46.90596834553189,0.961834321063321,-60.61727044560469,52.07517619420516,1277
ETH_KRW,35,75,1547.8268105882041,50.46514492889014,1.0100955170882768,-61.63830611976415,52.61075949367089,1264
ETH_KRW,35,100,565.7887885435197,31.840657634186975,0.7778770738954651,-76.20731410767485,51.16653258246179,1243
ETH_KRW,35,125,1079.5543361314371,43.30635893582016,0.9293346838205454,-72.01051182133928,51.78997613365155,1257
ETH_KRW,35,150,1230.8778882820934,45.85078632361039,0.958811642513506,-71.14183361453681,51.68724279835391,1215
ETH_KRW,35,175,1020.8366864216947,42.24338257974338,0.9188286954635487,-70.44703472450733,52.18093699515347,1238
ETH_KRW,35,200,571.0587227265169,31.99230576831407,0.7813644031585326,-75.90445499138207,51.6179952644041,1267
ETH_KRW,40,50,676.630032939778,34.83439489407267,0.8118754945459407,-61.1110666540855,51.4176245210728,1305
ETH_KRW,40,60,1449.3169243895054,49.118809521174825,0.9886367881491438,-66.16104444444451,52.13013168086754,1291
ETH_KRW,40,75,1374.9303170208484,48.05281974063873,0.9799384646269156,-63.78234383562883,52.377179080824085,1262
ETH_KRW,40,100,403.50847260509875,26.578071326205354,0.7055050628714198,-79.08895310547787,51.12179487179487,1248
ETH_KRW,40,125,1170.6288419544944,44.86890685049709,0.9476020200288976,-70.46877553579988,51.63346613545817,1255
ETH_KRW,40,150,2034.8199350419154,56.25431327740931,1.076454831722988,-69.47865009599302,52.4239934264585,1217
ETH_KRW,40,175,786.8366153392562,37.4686112059496,0.8575909652190655,-76.33672054713482,52.054794520547944,1241
ETH_KRW,40,200,501.346566861033,29.898140049309685,0.7524468140192918,-78.16921051754522,51.74050632911392,1264
ETH_KRW,45,50,550.3862668175354,31.391479111065856,0.766094616078211,-67.18901923813816,50.869236583522294,1323
ETH_KRW,45,60,1487.9120108773923,49.65476897383843,0.9939892472736493,-65.83008993608853,52.213740458015266,1310
ETH_KRW,45,75,1225.2584931700694,45.76083094227181,0.9496852308662095,-76.22654874951976,52.49406175771971,1263
ETH_KRW,45,100,469.53984416783834,28.872943861228496,0.7350450242793626,-78.96615813993975,51.28205128205128,1248
ETH_KRW,45,125,1089.2764956122244,43.47797937348088,0.925821114904812,-71.79427807439518,51.952191235059765,1255
ETH_KRW,45,150,1288.833122185965,46.76008635939037,0.9646162511770876,-74.38701260434854,51.94174757281553,1236
ETH_KRW,45,175,742.1998094486901,36.43735302346498,0.8397496233968832,-78.09612800851741,52.09339774557166,1242
ETH_KRW,45,200,638.7749450705162,33.85554098196193,0.8036904458651111,-77.32074531866924,51.73501577287066,1268
ETH_KRW,50,60,1537.2747625492,50.324269755895635,1.0005252254723023,-65.77401690936424,52.13414634146341,1312
ETH_KRW,50,75,885.205677705952,39.593292839288765,0.8724321813681986,-79.23934203853435,52.156862745098046,1275
ETH_KRW,50,100,507.30657438296384,30.08506891144569,0.7516353368864307,-74.59438813766612,51.39220365950676,1257
ETH_KRW,50,125,986.5082098446945,41.5996886727974,0.9046942492463717,-74.46559871910708,52.118305355715435,1251
ETH_KRW,50,150,1317.2163823644628,47.19364007374247,0.9726533269146714,-74.92016744081062,52.03511572226655,1253
ETH_KRW,50,175,651.2504583827946,34.18277169130357,0.810295535851772,-76.75012766265156,51.84294871794872,1248
ETH_KRW,50,200,727.705064334277,36.092426980649165,0.8317593839052593,-78.03535705664281,51.97160883280757,1268
ADA_KRW,1,5,147.35963095398614,14.117077226236251,0.5201686136450216,-77.59905933394649,34.37118437118437,1638
ADA_KRW,1,10,3408.7890617245444,67.99520342558722,1.0930485677626312,-59.17734420846057,40.52238805970149,1340
ADA_KRW,1,15,9477.13533322245,94.48260507328965,1.306697672895892,-63.63674976183834,44.84159220146223,1231
ADA_KRW,1,20,14777.962078550516,107.38390484351581,1.4053317344314737,-73.26247705379313,45.75986565910999,1191
ADA_KRW,1,25,9901.990800195568,95.71737023530704,1.3245959197803976,-73.63113130865906,45.79358196010407,1153
ADA_KRW,1,30,5834.56787995506,81.37398612583394,1.2132669747716598,-67.79317589123343,45.89160839160839,1144
ADA_KRW,1,40,3186.0148390908935,66.39609524776921,1.0850775421187069,-74.27304514082655,45.84103512014787,1082
ADA_KRW,1,50,6968.004494437727,86.0556997445293,1.265356543463775,-66.03235922267744,47.44455159112825,1037
ADA_KRW,1,60,4051.840247855524,72.16824425344572,1.142296768993546,-70.62635665574057,46.11697027804411,1043
ADA_KRW,1,75,5243.904054240256,78.62254650197384,1.201248813409571,-54.950082192796835,47.368421052631575,1007
ADA_KRW,1,100,4551.90391537707,75.04694732306399,1.1802440504566811,-59.631711709939275,48.38373305526591,959
ADA_KRW,1,125,8006.614430454836,89.81249765250512,1.3150318605661222,-59.98939248030835,49.128540305010894,918
ADA_KRW,1,150,5241.361487473144,78.6101522376515,1.2193241919154774,-57.72479036439619,48.74591057797165,917
ADA_KRW,1,175,5348.708169070572,79.12910460132017,1.2175466418926322,-53.05410122164046,49.23747276688453,918
ADA_KRW,1,200,3882.4893383178137,71.12598396925523,1.1451951568867778,-56.2830715532286,48.824786324786324,936
ADA_KRW,5,10,729.2192250971813,36.12869916937822,0.785195244657166,-77.27322994455969,44.182262001627336,1229
ADA_KRW,5,15,10886.519592791754,98.41500698238141,1.340877887866986,-66.87924338518097,48.010160880609654,1181
ADA_KRW,5,20,11063.62478996091,98.87819512298404,1.350428619115739,-70.06676127645564,48.89867841409692,1135
ADA_KRW,5,25,4609.794417408635,75.36289624910076,1.1649748189456295,-75.51678877699449,47.623400365630715,1094
ADA_KRW,5,30,7341.161071018585,87.45667316658287,1.263126533830353,-67.3636515109478,48.428835489833645,1082
ADA_KRW,5,40,3346.375571327445,67.55614335096796,1.0952630417470848,-73.21265264854664,47.51908396946565,1048
ADA_KRW,5,50,5012.46062553512,77.47311593683645,1.1888461724232442,-70.60975520755956,48.4251968503937,1016
ADA_KRW,5,60,4536.826313425234,74.96410723485425,1.1701454334542376,-63.135051661632524,47.85575048732944,1026
